"P0",,,,,,,,,,,,,,"P1",,,,,,,,,,,,,"P2",,,,,,,,,,,,,"P3",,,,,,,,,,,,,"P4",,,,,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement"
2126,3.97396,-1.17823,-506.765,0.000931439,0.0284551,-0.0111075,0.000283278,0.00430761,-4.4521e-05,0.00430967,0.000281214,0.00417619,0.0305624,2.16714,-3.11547,-497.141,0.000444472,0.0243718,-0.0115474,7.15723e-05,0.00214645,-4.40643e-05,0.00214779,7.02363e-05,0.00211355,0.0269749,2.44068,-10.3861,-501.658,0.000281063,0.0294022,-0.0168885,-0.000412987,-0.00011767,-1.63942e-05,-0.000114728,-0.00041593,0.000375431,0.0339124,2.68465,-17.0047,-503.874,-0.00103159,0.0242665,-0.0121766,-0.000228518,0.000610597,-3.75451e-06,0.000610748,-0.000228669,0.000751763,0.0271738,3.29601,-26.1456,-509.74,-0.00213322,0.0179752,-0.011714,-0.000123971,0.00045074,0.00012042,0.00047523,-0.00014846,0.000564311,0.0215614
2127,3.97396,-1.17823,-506.765,-0.00122905,0.0246107,-0.0159788,0.000243138,0.00216418,-0.000240682,0.00219434,0.000212975,0.00209616,0.0293749,2.16714,-3.11547,-497.141,-0.00168258,0.0226746,-0.0147994,0.00012558,0.00109333,-0.000136279,0.00111224,0.000106671,0.001063,0.0271306,2.44068,-10.3861,-501.658,-0.00163787,0.0261846,-0.0184453,-0.000163173,-0.000139643,-7.51479e-05,-7.34999e-05,-0.000229315,0.000203536,0.0320747,2.68465,-17.0047,-503.874,-0.0021141,0.0234012,-0.0153265,-7.80985e-05,0.00031027,-6.0816e-05,0.000319658,-8.74869e-05,0.000371312,0.0280549,3.29601,-26.1456,-509.74,-0.0028742,0.0190753,-0.0126542,-2.89987e-05,0.000325769,6.98856e-05,0.000339335,-4.25651e-05,0.000362512,0.0230712
2128,3.97396,-1.17823,-506.765,-0.00312486,0.0200656,-0.0203535,0.000180918,2.00322e-06,-0.000416379,0.000518729,-0.000335808,0.000746726,0.0287571,2.16714,-3.11547,-497.141,-0.00351805,0.0204378,-0.0190618,0.000169068,-2.25477e-05,-0.000209617,0.000304276,-0.000157756,0.000407294,0.0281691,2.44068,-10.3861,-501.658,-0.00348737,0.0221767,-0.0191965,7.60653e-05,-0.000202791,-0.00010234,0.000109655,-0.000236381,0.000306307,0.0295388,2.68465,-17.0047,-503.874,-0.00330504,0.0219706,-0.01686,4.31831e-05,1.11707e-05,-0.000101097,0.00012957,-7.52163e-05,0.000179521,0.0278912,3.29601,-26.1456,-509.74,-0.00353431,0.019285,-0.0145367,3.50374e-05,0.000194076,9.99791e-05,0.000242538,-1.34241e-05,0.000249521,0.0244084
2129,3.97396,-1.17823,-506.765,-0.00460242,0.0157922,-0.0246259,7.92807e-05,-0.00208388,-0.000584724,0.000229887,-0.00223448,0.00235829,0.0296267,2.16714,-3.11547,-497.141,-0.00503935,0.018319,-0.0229803,0.00018449,-0.00109782,-0.00027952,0.000243712,-0.00115705,0.00129641,0.0298176,2.44068,-10.3861,-501.658,-0.0051681,0.0180993,-0.0202103,0.000290488,-0.000179969,-0.000161724,0.000340894,-0.000230375,0.000497917,0.0276199,2.68465,-17.0047,-503.874,-0.00439671,0.0200545,-0.01863,0.000150341,-0.000280885,-0.000143485,0.000193775,-0.00032432,0.000453438,0.0277242,3.29601,-26.1456,-509.74,-0.00422315,0.0195025,-0.0141156,0.000113649,0.000114255,5.5767e-05,0.000170752,5.71521e-05,0.000150768,0.0244426
2130,3.97396,-1.17823,-506.765,-0.00614695,0.0114868,-0.0284964,2.50751e-05,-0.00397098,-0.000730087,0.00015784,-0.00410374,0.00418533,0.0313679,2.16714,-3.11547,-497.141,-0.00637195,0.0160752,-0.0246114,0.000193888,-0.0020524,-0.000329677,0.000242373,-0.00210088,0.00223215,0.0300797,2.44068,-10.3861,-501.658,-0.00677353,0.014098,-0.020201,0.000491688,-0.00011239,-0.000129406,0.000518982,-0.000139684,0.000601902,0.0255505,2.68465,-17.0047,-503.874,-0.00564011,0.0178495,-0.0201071,0.000263051,-0.000521434,-0.00014901,0.00029049,-0.000548873,0.00073835,0.0274743,3.29601,-26.1456,-509.74,-0.00515913,0.0190492,-0.015117,0.000167011,-1.29017e-05,9.40442e-05,0.000207393,-5.32833e-05,0.000238672,0.0248606
2131,3.97396,-1.17823,-506.765,-0.00714595,0.00706577,-0.0304028,-0.00011128,-0.00559449,-0.00087694,2.97829e-05,-0.00573555,0.00575091,0.0320709,2.16714,-3.11547,-497.141,-0.00738765,0.0132872,-0.0262793,0.000161279,-0.00288421,-0.000385962,0.000210723,-0.00293365,0.0030447,0.0303617,2.44068,-10.3861,-501.658,-0.00834284,0.00990173,-0.0193754,0.000635864,-0.000174561,-0.000176041,0.000673539,-0.000212236,0.000802038,0.0233069,2.68465,-17.0047,-503.874,-0.00673392,0.0154623,-0.0201864,0.000307065,-0.000731821,-0.000190172,0.000340875,-0.000765631,0.000981597,0.0263109,3.29601,-26.1456,-509.74,-0.00635012,0.0180913,-0.0143445,0.000240503,-3.85507e-05,8.06341e-05,0.000262245,-6.02928e-05,0.000297275,0.0239459
2132,3.97396,-1.17823,-506.765,-0.00783942,0.00260216,-0.0309739,-0.000137992,-0.0067847,-0.000966174,4.28305e-06,-0.00692697,0.00692953,0.0321284,2.16714,-3.11547,-497.141,-0.00791997,0.0102304,-0.0265445,0.000189136,-0.00348819,-0.000413944,0.000236454,-0.00353551,0.00365966,0.0295318,2.44068,-10.3861,-501.658,-0.00958244,0.005964,-0.0192246,0.000774402,-0.000122766,-0.000177811,0.000809897,-0.000158261,0.000901172,0.0222988,2.68465,-17.0047,-503.874,-0.00771852,0.01266,-0.0199113,0.000377255,-0.000859971,-0.000183649,0.000404075,-0.000886792,0.00114378,0.0248367,3.29601,-26.1456,-509.74,-0.00730539,0.0166997,-0.0154521,0.000254035,-0.000116898,5.20118e-05,0.000261209,-0.000124072,0.000340837,0.0238969
2133,3.97396,-1.17823,-506.765,-0.00852017,-0.00202325,-0.0301317,-0.000225114,-0.00751651,-0.00104856,-7.20459e-05,-0.00766957,0.00763425,0.0314684,2.16714,-3.11547,-497.141,-0.00857027,0.00671711,-0.0261726,0.00016704,-0.0038709,-0.00044098,0.000216162,-0.00392002,0.00403268,0.0283503,2.44068,-10.3861,-501.658,-0.0106451,0.00159599,-0.0167533,0.000879868,-0.000136563,-0.000186389,0.000914403,-0.000171098,0.00101261,0.0199211,2.68465,-17.0047,-503.874,-0.00860433,0.00980215,-0.019562,0.000464311,-0.000968312,-0.000185392,0.000488046,-0.000992048,0.00130644,0.0235257,3.29601,-26.1456,-509.74,-0.0082731,0.0147045,-0.0158493,0.000288309,-0.000195583,2.06951e-05,0.000289246,-0.000196519,0.000423303,0.023149
2134,3.97396,-1.17823,-506.765,-0.00905897,-0.00579765,-0.0285273,-0.000220487,-0.00769477,-0.00102406,-7.73766e-05,-0.00783788,0.00779995,0.030583,2.16714,-3.11547,-497.141,-0.00917802,0.00320439,-0.0243961,0.0001754,-0.0039405,-0.00041334,0.000218107,-0.00398321,0.00409686,0.0262646,2.44068,-10.3861,-501.658,-0.0114251,-0.00229771,-0.0149006,0.000909962,-0.000153424,-0.000186639,0.000943599,-0.000187061,0.00105166,0.0189253,2.68465,-17.0047,-503.874,-0.00926774,0.00639639,-0.0184891,0.000482863,-0.00103663,-0.000189253,0.000506243,-0.00106001,0.0013845,0.0216685,3.29601,-26.1456,-509.74,-0.00869144,0.0126058,-0.0134066,0.000278283,-0.000201574,5.63094e-06,0.000278412,-0.000201704,0.000417747,0.0203525
2135,3.97396,-1.17823,-506.765,-0.00921325,-0.00904405,-0.0268508,-0.000243525,-0.00753318,-0.000944368,-0.000118154,-0.00765855,0.00760065,0.0298791,2.16714,-3.11547,-497.141,-0.00938383,-0.000219205,-0.0226982,0.000142968,-0.0038988,-0.000374683,0.000178758,-0.00393459,0.00402718,0.0245667,2.44068,-10.3861,-501.658,-0.0116595,-0.00568748,-0.0123822,0.000892302,-0.000163652,-0.000187326,0.000925921,-0.000197271,0.00104058,0.017942,2.68465,-17.0047,-503.874,-0.00955162,0.00327046,-0.0163549,0.000478347,-0.00100824,-0.000206092,0.000506509,-0.00103641,0.00136233,0.019241,3.29601,-26.1456,-509.74,-0.00894812,0.00929274,-0.0124973,0.000304857,-0.000223505,8.92695e-06,0.000305011,-0.000223658,0.00045979,0.0179619
2136,3.97396,-1.17823,-506.765,-0.00899437,-0.0119727,-0.0232175,-0.000229248,-0.00692704,-0.000891883,-0.000107767,-0.00704852,0.00699566,0.0277028,2.16714,-3.11547,-497.141,-0.00945408,-0.00340694,-0.0189995,0.000124009,-0.00357714,-0.000335765,0.000155479,-0.00360861,0.00368905,0.0214973,2.44068,-10.3861,-501.658,-0.0116758,-0.00845054,-0.0110291,0.000843777,-9.23713e-05,-0.000163479,0.000873005,-0.000121599,0.000941994,0.0181599,2.68465,-17.0047,-503.874,-0.00959445,9.67754e-05,-0.0146255,0.000458505,-0.000971328,-0.000168005,0.000478103,-0.000990926,0.00129792,0.0175135,3.29601,-26.1456,-509.74,-0.00878933,0.00640716,-0.0107995,0.00030211,-0.000215995,-1.34937e-06,0.000302115,-0.000216001,0.000450886,0.0153279
2137,3.97396,-1.17823,-506.765,-0.00871296,-0.0139636,-0.019846,-0.000182539,-0.00590404,-0.000754588,-8.04133e-05,-0.00600617,0.00596673,0.025844,2.16714,-3.11547,-497.141,-0.00903886,-0.00625439,-0.016752,0.000122756,-0.00307492,-0.000273926,0.000147244,-0.00309941,0.00317577,0.0200407,2.44068,-10.3861,-501.658,-0.0109747,-0.0106913,-0.00785764,0.000764279,-0.000143932,-0.000158197,0.00079212,-0.000171773,0.000892118,0.0172281,2.68465,-17.0047,-503.874,-0.00908433,-0.00259654,-0.0129462,0.000381097,-0.000940227,-0.000196401,0.00040974,-0.00096887,0.00122632,0.016046,3.29601,-26.1456,-509.74,-0.00803499,0.00349881,-0.00960916,0.000277355,-0.000157303,-2.19447e-05,0.000278512,-0.00015846,0.000383295,0.013006
2138,3.97396,-1.17823,-506.765,-0.00787749,-0.0150668,-0.0143792,-0.000156057,-0.00469644,-0.000688904,-5.03664e-05,-0.00480213,0.00477746,0.0222989,2.16714,-3.11547,-497.141,-0.00809837,-0.00867881,-0.0117691,8.24014e-05,-0.00245701,-0.000263811,0.000110364,-0.00248498,0.00254212,0.0167191,2.44068,-10.3861,-501.658,-0.010003,-0.0120767,-0.0061081,0.000612219,-0.000100623,-0.000148221,0.000642672,-0.000131076,0.00071897,0.0168404,2.68465,-17.0047,-503.874,-0.00821453,-0.00471066,-0.0100757,0.000311114,-0.000795971,-0.000221171,0.000353712,-0.000838569,0.00106068,0.0138404,3.29601,-26.1456,-509.74,-0.00694973,0.00053765,-0.00826676,0.000233587,-0.00012853,-4.68725e-05,0.000239592,-0.000134535,0.000328378,0.0108141
2139,3.97396,-1.17823,-506.765,-0.00670623,-0.0149867,-0.00868726,-0.00014302,-0.00338512,-0.00062078,-2.54503e-05,-0.00350269,0.00349026,0.0186153,2.16714,-3.11547,-497.141,-0.0069686,-0.00989222,-0.00871039,3.05663e-05,-0.00179439,-0.000229329,5.95681e-05,-0.00182339,0.00185402,0.0149133,2.44068,-10.3861,-501.658,-0.00848687,-0.0123165,-0.00357165,0.000440243,-0.000100496,-0.00015751,0.000482915,-0.000143168,0.000569178,0.0153839,2.68465,-17.0047,-503.874,-0.00666857,-0.00645085,-0.00752357,0.000224422,-0.000610792,-0.000175659,0.000259884,-0.000646254,0.000808218,0.0119517,3.29601,-26.1456,-509.74,-0.00573151,-0.00174872,-0.00715711,0.000169577,-0.000135494,-8.82157e-06,0.00016994,-0.000135856,0.000265474,0.00933482
2140,3.97396,-1.17823,-506.765,-0.00535785,-0.0138682,-0.00614756,-6.70364e-05,-0.00192112,-0.000480321,5.2198e-05,-0.00204036,0.00206723,0.0160943,2.16714,-3.11547,-497.141,-0.00561069,-0.0102873,-0.00477044,2.38942e-05,-0.0010721,-0.000182436,5.3891e-05,-0.0011021,0.00113018,0.0126534,2.44068,-10.3861,-501.658,-0.00676179,-0.0119358,-0.00238467,0.000263594,-2.84183e-05,-0.000114477,0.000303329,-6.81539e-05,0.000343492,0.0139317,2.68465,-17.0047,-503.874,-0.00538001,-0.0073506,-0.00560195,0.000107798,-0.00044672,-0.000150212,0.000145883,-0.000484805,0.000571937,0.0107025,3.29601,-26.1456,-509.74,-0.00424606,-0.00379482,-0.00610293,0.00011996,-1.24869e-05,-1.2989e-05,0.000121627,-1.4154e-05,0.00012958,0.00834844
2141,3.97396,-1.17823,-506.765,-0.00362945,-0.0122744,-0.00253619,-1.5971e-05,-0.000480342,-0.000337566,0.000163676,-0.000659989,0.000755747,0.0130503,2.16714,-3.11547,-497.141,-0.0037037,-0.0103237,-0.00106822,5.78646e-06,-0.000309417,-0.000108914,4.01372e-05,-0.000343768,0.000365879,0.0110208,2.44068,-10.3861,-501.658,-0.00460067,-0.0106878,0.00062994,6.51394e-05,-0.000120676,-0.000104247,0.000112049,-0.000167586,0.000243909,0.0116552,2.68465,-17.0047,-503.874,-0.00353523,-0.0074303,-0.00265405,4.37979e-06,-0.000237006,-0.000125118,5.75436e-05,-0.00029017,0.00032282,0.0086526,3.29601,-26.1456,-509.74,-0.00311291,-0.0049556,-0.00504306,5.92446e-05,2.86552e-05,2.7322e-05,7.574e-05,1.21598e-05,7.07382e-05,0.00772643
2142,3.97396,-1.17823,-506.765,-0.00142207,-0.0105247,0.00193931,1.92382e-05,0.000815907,-0.000237428,0.000881802,-4.66567e-05,0.00090657,0.0107982,2.16714,-3.11547,-497.141,-0.00153877,-0.0098499,0.00225817,-2.00843e-05,0.000343126,-6.21399e-05,0.00035364,-3.05983e-05,0.000370191,0.0102239,2.44068,-10.3861,-501.658,-0.00242794,-0.00912367,0.00138768,-5.57095e-05,-3.86025e-05,-4.58943e-05,3.55296e-07,-9.46673e-05,9.51444e-05,0.00954944,2.68465,-17.0047,-503.874,-0.00184371,-0.00731458,-0.000186383,-8.61904e-05,-8.92996e-05,-6.51385e-05,-2.23832e-05,-0.000153107,0.00014324,0.0075501,3.29601,-26.1456,-509.74,-0.0017592,-0.00562708,-0.00387939,3.2809e-06,0.000148259,2.84216e-05,0.000153902,-2.36179e-06,0.000155126,0.00705898
2143,3.97396,-1.17823,-506.765,0.00125817,-0.00831249,0.00623668,5.13213e-05,0.0019826,-0.000208594,0.00200559,2.83268e-05,0.0019917,0.0104701,2.16714,-3.11547,-497.141,0.00125679,-0.00907559,0.00558955,-3.75563e-05,0.000968721,-6.85728e-05,0.000973591,-4.24264e-05,0.000995534,0.0107342,2.44068,-10.3861,-501.658,0.000202006,-0.00733493,0.0033842,-0.000194873,-8.53006e-05,-1.03599e-05,-8.29496e-05,-0.000197224,0.000172058,0.00808319,2.68465,-17.0047,-503.874,-0.00033557,-0.00678719,5.19564e-05,-0.00014776,9.77055e-05,-1.06383e-05,9.83015e-05,-0.000148356,0.000215173,0.00680491,3.29601,-26.1456,-509.74,-0.00103723,-0.00618072,-0.00420009,-3.77282e-05,0.000141953,5.41068e-05,0.000157314,-5.30893e-05,0.000189522,0.00754669
2144,3.97396,-1.17823,-506.765,0.00393184,-0.00629629,0.00879179,6.93594e-05,0.00293502,-0.000148648,0.00294406,6.03144e-05,0.00291444,0.0115225,2.16714,-3.11547,-497.141,0.0038826,-0.00818953,0.00763266,-6.79142e-05,0.00144709,-1.43044e-05,0.00144775,-6.85831e-05,0.00148326,0.0118505,2.44068,-10.3861,-501.658,0.00239824,-0.00557873,0.00378295,-0.00030988,-5.58405e-05,5.17212e-05,-4.34615e-05,-0.000322259,0.000303083,0.00715937,2.68465,-17.0047,-503.874,0.00117858,-0.00614254,0.00246301,-0.000214501,0.000237812,3.28481e-05,0.000240355,-0.000217044,0.000396471,0.00674928,3.29601,-26.1456,-509.74,-0.000386998,-0.00613658,-0.00239613,-6.13756e-05,0.000203816,9.56945e-05,0.000235212,-9.27715e-05,0.00029285,0.00660053
2145,3.97396,-1.17823,-506.765,0.00599891,-0.00441078,0.00921782,7.67343e-05,0.00373004,-0.000132742,0.00373618,7.05895e-05,0.00370146,0.0118782,2.16714,-3.11547,-497.141,0.00604284,-0.00741897,0.00841159,-8.14576e-05,0.00186813,-2.57072e-05,0.00186884,-8.21714e-05,0.00191128,0.012742,2.44068,-10.3861,-501.658,0.00434712,-0.00398526,0.00350506,-0.000379575,-9.45187e-05,9.08749e-05,-6.66719e-05,-0.000407422,0.000378835,0.00686584,2.68465,-17.0047,-503.874,0.00228689,-0.00512944,0.00276794,-0.000250931,0.000318341,9.28218e-05,0.000333208,-0.000265799,0.000519978,0.00628956,3.29601,-26.1456,-509.74,2.23776e-07,-0.00589204,-0.00255238,-0.000114119,0.000273662,0.000111823,0.00030392,-0.000144377,0.000396364,0.00642697
2146,3.97396,-1.17823,-506.765,0.00765886,-0.00324523,0.0110434,6.52849e-05,0.00424749,-0.000139971,0.00425373,5.90484e-05,0.00422457,0.0138662,2.16714,-3.11547,-497.141,0.00789139,-0.00667796,0.00913201,-9.41535e-05,0.00208825,-2.89807e-05,0.00208914,-9.50426e-05,0.00213828,0.0137976,2.44068,-10.3861,-501.658,0.00596736,-0.00243897,0.00361879,-0.00043183,-8.02582e-05,0.000149743,-2.33146e-05,-0.000488773,0.00047831,0.00739363,2.68465,-17.0047,-503.874,0.00320374,-0.00420935,0.00309948,-0.000264323,0.000377658,0.00011272,0.00039703,-0.000283695,0.000592435,0.00614622,3.29601,-26.1456,-509.74,0.000462463,-0.00547905,-0.00230236,-0.000124259,0.000283969,0.000149421,0.00033316,-0.000173449,0.000445951,0.00596492
2147,3.97396,-1.17823,-506.765,0.00878748,-0.00178119,0.0113917,9.89224e-05,0.00449412,-0.000124538,0.00449937,9.36709e-05,0.00445334,0.0145401,2.16714,-3.11547,-497.141,0.00897959,-0.00577967,0.0101262,-8.16055e-05,0.00227916,-2.31541e-05,0.00227997,-8.2417e-05,0.0023223,0.014718,2.44068,-10.3861,-501.658,0.00722629,-0.00133872,0.00294272,-0.000452642,-0.00011245,0.000150616,-5.36732e-05,-0.000511419,0.0004876,0.00792325,2.68465,-17.0047,-503.874,0.0038465,-0.00339015,0.00251387,-0.000256694,0.000391729,0.000174662,0.000435878,-0.000300843,0.00064171,0.00572974,3.29601,-26.1456,-509.74,0.000697789,-0.0048509,-0.00134959,-0.000128996,0.00030696,0.000135782,0.000346373,-0.000168409,0.000454632,0.00508936
2148,3.97396,-1.17823,-506.765,0.00945285,-0.000847931,0.00981642,0.000149316,0.00445808,-0.00012165,0.00446299,0.000144404,0.00439264,0.0136991,2.16714,-3.11547,-497.141,0.00963468,-0.00470751,0.00915593,-3.82118e-05,0.00224707,-3.34344e-05,0.00224804,-3.91796e-05,0.00226791,0.0141018,2.44068,-10.3861,-501.658,0.00749927,-0.000192814,0.00256187,-0.000428861,-9.90302e-05,0.000163166,-3.04668e-05,-0.000497424,0.000483791,0.00793363,2.68465,-17.0047,-503.874,0.00439278,-0.00241456,0.00306303,-0.000266655,0.000401122,0.000147326,0.000432334,-0.000297868,0.000636111,0.00589364,3.29601,-26.1456,-509.74,0.000851112,-0.00423984,-0.00195413,-0.000113466,0.000258876,0.000164655,0.000321597,-0.000176186,0.000437185,0.00474724
2149,3.97396,-1.17823,-506.765,0.00937842,5.22919e-05,0.00905112,0.000153553,0.00406981,-0.000182977,0.0040798,0.000143565,0.00400999,0.0130792,2.16714,-3.11547,-497.141,0.00968048,-0.00368107,0.00656716,-2.43715e-05,0.00205937,-6.46699e-05,0.00206175,-2.6744e-05,0.00207527,0.0122657,2.44068,-10.3861,-501.658,0.00760458,0.000724757,0.00148317,-0.000394764,-0.000165221,0.000147528,-9.12682e-05,-0.000468716,0.000431703,0.00779049,2.68465,-17.0047,-503.874,0.00424489,-0.00145202,0.00208856,-0.000241008,0.000428349,0.000154422,0.000462338,-0.000274997,0.000645531,0.00496758,3.29601,-26.1456,-509.74,0.000935187,-0.00355062,-0.0021597,-9.16343e-05,0.000297134,0.000163822,0.000357118,-0.000151618,0.000452409,0.00426557
2150,3.97396,-1.17823,-506.765,0.00876008,0.000614983,0.00664698,0.00010044,0.00349807,-0.000258809,0.00351878,7.97338e-05,0.00347966,0.0110583,2.16714,-3.11547,-497.141,0.00881802,-0.00253874,0.00611766,-3.84978e-05,0.00176385,-0.000105183,0.00177027,-4.49259e-05,0.00179319,0.0110309,2.44068,-10.3861,-501.658,0.00709429,0.00144696,0.000612042,-0.000346769,-0.000145347,0.000122251,-8.59604e-05,-0.000406155,0.000372406,0.00727731,2.68465,-17.0047,-503.874,0.00399611,-0.000663882,7.44233e-05,-0.000201711,0.000349348,0.000123012,0.000375646,-0.000228009,0.00052804,0.00407167,3.29601,-26.1456,-509.74,0.000872573,-0.00249786,-0.00269963,-9.12609e-05,0.000242267,0.000141909,0.000294668,-0.000143662,0.000387045,0.0037841
2151,3.97396,-1.17823,-506.765,0.00747945,0.000829693,0.00404384,6.59334e-05,0.00270685,-0.000305011,0.00274225,3.05326e-05,0.00272723,0.00858082,2.16714,-3.11547,-497.141,0.00741766,-0.00141192,0.00370738,-3.4544e-05,0.00133097,-0.000129045,0.00134326,-4.68387e-05,0.00136733,0.00841438,2.44068,-10.3861,-501.658,0.00606055,0.001916,0.000279117,-0.000268844,-0.000130562,9.04242e-05,-8.44081e-05,-0.000314997,0.000283898,0.00637065,2.68465,-17.0047,-503.874,0.00363186,0.000441203,-0.000401279,-0.000148891,0.000294496,7.89286e-05,0.000308198,-0.000162593,0.00041423,0.00372485,3.29601,-26.1456,-509.74,0.000975133,-0.00113304,-0.0033921,-8.16747e-05,0.000261906,0.000134227,0.000308266,-0.000128035,0.000388459,0.00371005
2152,3.97396,-1.17823,-506.765,0.00590361,0.000999426,0.00201075,8.96506e-05,0.00187424,-0.000336164,0.0019359,2.79852e-05,0.00192224,0.00634426,2.16714,-3.11547,-497.141,0.00598032,-0.000402712,0.00142347,1.98226e-05,0.000920416,-0.000151992,0.000945477,-5.23894e-06,0.000948206,0.00616312,2.44068,-10.3861,-501.658,0.00471609,0.00239877,-0.000854148,-0.000195376,-0.000140933,3.71255e-05,-0.00011976,-0.000216549,0.000189414,0.00536262,2.68465,-17.0047,-503.874,0.00277228,0.0013562,-0.00133029,-0.000126484,0.000177383,4.26477e-05,0.000183323,-0.000132425,0.0002748,0.00336663,3.29601,-26.1456,-509.74,0.000642946,0.000346735,-0.00401316,-4.18999e-05,0.000193037,0.00012129,0.000244446,-9.33086e-05,0.000302127,0.00408022
2153,3.97396,-1.17823,-506.765,0.00450559,0.00106947,-0.00126178,7.43792e-05,0.000846388,-0.000399873,0.00101637,-9.56013e-05,0.00106793,0.00481008,2.16714,-3.11547,-497.141,0.00437022,0.000531715,-0.000788075,2.9212e-05,0.000395911,-0.000176257,0.000466918,-4.17943e-05,0.000489391,0.00447878,2.44068,-10.3861,-501.658,0.00304697,0.0023489,-0.00245115,-9.07239e-05,-8.73628e-05,2.63344e-05,-6.08129e-05,-0.000117274,0.000102357,0.00456419,2.68465,-17.0047,-503.874,0.00177559,0.00223292,-0.00303016,-9.05516e-05,7.80431e-05,-2.83524e-05,8.2717e-05,-9.52256e-05,0.000154375,0.00416923,3.29601,-26.1456,-509.74,0.000364348,0.00180619,-0.00475676,-6.37649e-06,0.000162307,8.15401e-05,0.00019556,-3.96299e-05,0.000218101,0.00510176
2154,3.97396,-1.17823,-506.765,0.00280028,0.000618853,-0.00403462,4.65969e-05,-0.000121232,-0.000447839,0.000419071,-0.000493707,0.000792132,0.00495551,2.16714,-3.11547,-497.141,0.00285062,0.00118577,-0.00350292,3.89449e-05,-9.95752e-05,-0.000191086,0.000173175,-0.000233805,0.000354148,0.00467376,2.44068,-10.3861,-501.658,0.0014582,0.00213498,-0.00377051,5.62714e-06,-9.72281e-05,-4.5565e-06,5.95814e-06,-9.75591e-05,0.000100869,0.00457333,2.68465,-17.0047,-503.874,0.000535275,0.00297213,-0.00465287,-3.39954e-05,-5.91674e-05,-6.31886e-05,1.78953e-05,-0.000111058,0.00012105,0.00554794,3.29601,-26.1456,-509.74,-0.000486737,0.0029459,-0.00503562,1.74561e-06,0.000128518,7.1446e-05,0.0001609,-3.06364e-05,0.000178208,0.00585635
2155,3.97396,-1.17823,-506.765,0.00118467,0.000110292,-0.00711979,5.40903e-05,-0.00100021,-0.000481871,0.000242892,-0.00118901,0.00132754,0.00723079,2.16714,-3.11547,-497.141,0.00103773,0.00158342,-0.00579249,7.20803e-05,-0.000540648,-0.000205013,0.000134872,-0.00060344,0.000681107,0.00609437,2.44068,-10.3861,-501.658,-0.000243067,0.00182768,-0.00403512,0.000109909,-0.000143295,-4.20302e-05,0.000116723,-0.000150109,0.000231696,0.00443878,2.68465,-17.0047,-503.874,-0.000692729,0.00353897,-0.00562646,5.01318e-05,-0.000168112,-7.01518e-05,7.07365e-05,-0.000188717,0.000232338,0.00668442,3.29601,-26.1456,-509.74,-0.00131062,0.00427476,-0.00595931,4.38358e-05,9.89653e-05,4.58184e-05,0.000125095,1.77062e-05,0.000117258,0.00745032
2156,3.97396,-1.17823,-506.765,-0.000461796,-0.000803644,-0.0100001,-1.68095e-05,-0.00178268,-0.000525082,0.000129975,-0.00192946,0.0019979,0.0100652,2.16714,-3.11547,-497.141,-0.000662182,0.00171732,-0.00776641,5.98299e-05,-0.000959031,-0.000211655,0.000102701,-0.0010019,0.00105716,0.00798238,2.44068,-10.3861,-501.658,-0.00195871,0.00134941,-0.00605651,0.000225745,-0.000117842,-4.30355e-05,0.00023118,-0.000123278,0.000311862,0.00651062,2.68465,-17.0047,-503.874,-0.00200928,0.00379242,-0.00636145,0.000120338,-0.000267389,-7.40876e-05,0.000134024,-0.000281075,0.000366965,0.00767672,3.29601,-26.1456,-509.74,-0.00225619,0.00548342,-0.00637451,8.33594e-05,6.91498e-05,4.45863e-05,0.000121814,3.06952e-05,0.000109911,0.00870649
