"P0",,,,,,,,,,,,,,"P1",,,,,,,,,,,,,"P2",,,,,,,,,,,,,"P3",,,,,,,,,,,,,"P4",,,,,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement"
3370,3.97396,-1.17823,-506.765,-0.000491323,0.000712955,-0.0116981,4.30603e-05,-1.82266e-05,-0.00042446,0.000438854,-0.00041402,0.000739525,0.0117324,2.16714,-3.11547,-497.141,-0.000562194,0.001516,-0.0115296,5.79196e-05,2.47537e-06,-0.000182687,0.000215211,-0.000154816,0.000322452,0.0116425,2.44068,-10.3861,-501.658,-0.00169368,0.00192961,-0.0127697,9.70714e-05,-3.87498e-05,-5.11382e-05,0.000114276,-5.59541e-05,0.000150673,0.0130259,2.68465,-17.0047,-503.874,-0.00197891,0.00309929,-0.0123141,2.03254e-05,-0.000302465,-2.34556e-05,2.21263e-05,-0.000304266,0.000315975,0.0128526,3.29601,-26.1456,-509.74,-0.00265428,0.00503437,-0.0101204,4.40316e-05,-5.11288e-05,9.8873e-05,0.00010635,-0.000113448,0.000190595,0.0116112
3371,3.97396,-1.17823,-506.765,-0.000519076,0.00094365,-0.0130719,4.69015e-05,1.88934e-05,-0.000402889,0.000436914,-0.000371119,0.000701238,0.0131177,2.16714,-3.11547,-497.141,-0.000578575,0.00170548,-0.0116687,6.07194e-05,-3.56988e-06,-0.0001892,0.000220792,-0.000163643,0.000334504,0.011807,2.44068,-10.3861,-501.658,-0.00171844,0.00228702,-0.0127893,8.74908e-05,-5.90492e-05,-2.92256e-05,9.34467e-05,-6.50051e-05,0.000138211,0.0131055,2.68465,-17.0047,-503.874,-0.00212175,0.00335479,-0.0119659,1.3422e-05,-0.000274323,-4.47323e-06,1.3541e-05,-0.000274442,0.000281498,0.0126079,3.29601,-26.1456,-509.74,-0.00256236,0.00502618,-0.00822769,2.80257e-05,-6.07509e-05,0.00011119,0.000103613,-0.000136338,0.000208735,0.00997721
3372,3.97396,-1.17823,-506.765,-0.000377372,0.00106411,-0.0123348,-6.46096e-06,7.77491e-06,-0.000455778,0.000457383,-0.000456069,0.000791571,0.0123893,2.16714,-3.11547,-497.141,-0.000479218,0.00192709,-0.0114321,3.39793e-05,-9.59531e-06,-0.000217792,0.000231316,-0.000206932,0.000379896,0.0116034,2.44068,-10.3861,-501.658,-0.00168192,0.00245393,-0.0124012,6.86477e-05,-2.50594e-05,-3.9501e-05,8.33487e-05,-3.97605e-05,0.000109263,0.0127535,2.68465,-17.0047,-503.874,-0.00217343,0.00345099,-0.0123474,1.68351e-05,-0.00029669,-4.76606e-07,1.6892e-05,-0.000296747,0.000305572,0.0130044,3.29601,-26.1456,-509.74,-0.00245658,0.00536906,-0.0085409,2.95811e-05,-8.9006e-05,9.74556e-05,8.46194e-05,-0.000144044,0.000200595,0.0103841
3373,3.97396,-1.17823,-506.765,-0.000398111,0.00119889,-0.0120359,1.17853e-05,1.1862e-05,-0.000448484,0.000461191,-0.000437543,0.00077903,0.0121051,2.16714,-3.11547,-497.141,-0.000584705,0.00191992,-0.010471,3.57198e-05,4.26755e-05,-0.000209213,0.000248744,-0.000170348,0.000365391,0.0106619,2.44068,-10.3861,-501.658,-0.00172868,0.00252125,-0.0129576,6.14838e-05,-5.05644e-05,-4.75077e-05,7.94135e-05,-6.84941e-05,0.000128694,0.0133139,2.68465,-17.0047,-503.874,-0.00193584,0.00338528,-0.0119714,1.09601e-05,-0.000313175,9.48202e-06,1.13744e-05,-0.00031359,0.000319469,0.0125913,3.29601,-26.1456,-509.74,-0.00275226,0.00555532,-0.00781895,8.23414e-06,-5.50968e-05,0.000140594,0.000121013,-0.000167876,0.000251552,0.00998115
3374,3.97396,-1.17823,-506.765,-0.000384977,0.00108855,-0.0118092,2.58114e-05,4.50087e-05,-0.000422072,0.000458368,-0.000387548,0.000734008,0.0118685,2.16714,-3.11547,-497.141,-0.000469508,0.00207719,-0.0112304,4.82947e-05,2.61655e-05,-0.000197897,0.000235699,-0.000161239,0.000345986,0.0114306,2.44068,-10.3861,-501.658,-0.00151421,0.00249742,-0.0135813,7.42702e-05,-2.63747e-05,-1.88912e-05,7.85055e-05,-3.06101e-05,9.87546e-05,0.0138921,2.68465,-17.0047,-503.874,-0.00211549,0.00357244,-0.0117886,3.3002e-05,-0.000315446,1.39517e-05,3.35702e-05,-0.000316014,0.000334114,0.0124999,3.29601,-26.1456,-509.74,-0.00281952,0.00560849,-0.00813604,7.64561e-06,-0.00011795,0.000138832,9.75312e-05,-0.000207836,0.000270414,0.0102796
3375,3.97396,-1.17823,-506.765,-0.000507966,0.00125129,-0.0132434,2.52192e-05,0.000116294,-0.000405316,0.000479347,-0.000337834,0.000712153,0.0133139,2.16714,-3.11547,-497.141,-0.000670628,0.0019024,-0.012344,5.18513e-05,4.38093e-05,-0.000197766,0.000245821,-0.00015016,0.000346782,0.0125081,2.44068,-10.3861,-501.658,-0.00152146,0.00252944,-0.0128351,5.89751e-05,-6.56565e-05,-4.37145e-05,7.31264e-05,-7.98078e-05,0.000132872,0.0131705,2.68465,-17.0047,-503.874,-0.00204832,0.00368019,-0.0120583,4.20186e-06,-0.000298544,2.40457e-05,6.15644e-06,-0.000300499,0.000303664,0.0127733,3.29601,-26.1456,-509.74,-0.00280719,0.00551169,-0.00742873,8.13314e-06,-0.000127423,0.000134654,9.11879e-05,-0.000210478,0.000268064,0.0096671
3376,3.97396,-1.17823,-506.765,-0.0005764,0.00143421,-0.0122512,-1.06021e-05,0.000113215,-0.000420441,0.000477222,-0.000374609,0.000740233,0.0123499,2.16714,-3.11547,-497.141,-0.000622394,0.00201795,-0.0115477,2.6638e-05,8.67177e-05,-0.000198198,0.000257475,-0.000144119,0.000352821,0.0117394,2.44068,-10.3861,-501.658,-0.00150969,0.00263163,-0.0135108,5.4629e-05,-7.64626e-05,-1.55689e-05,5.72323e-05,-7.9066e-05,0.000119047,0.0138475,2.68465,-17.0047,-503.874,-0.00229496,0.00378109,-0.0121521,1.48356e-05,-0.00031651,4.78046e-05,2.16008e-05,-0.000323275,0.000334641,0.0129331,3.29601,-26.1456,-509.74,-0.00295409,0.00554928,-0.00792337,1.73725e-05,-0.000119635,0.000153498,0.000117151,-0.000219414,0.000296069,0.0101169
3377,3.97396,-1.17823,-506.765,-0.000324634,0.00138462,-0.0121385,2.88653e-05,0.000111225,-0.000419673,0.000492331,-0.00035224,0.000735597,0.0122242,2.16714,-3.11547,-497.141,-0.00053196,0.00213678,-0.011518,4.78919e-05,7.18583e-05,-0.000200444,0.000260887,-0.000141137,0.000353617,0.0117267,2.44068,-10.3861,-501.658,-0.00155301,0.00267245,-0.0130439,4.02415e-05,-8.71595e-05,-3.66201e-06,4.07658e-05,-8.76837e-05,0.000114229,0.0134055,2.68465,-17.0047,-503.874,-0.00218409,0.00370749,-0.0117796,-6.47554e-06,-0.000307684,3.64673e-05,-2.09961e-06,-0.00031206,0.000311032,0.0125427,3.29601,-26.1456,-509.74,-0.00298119,0.00544811,-0.00724919,1.20059e-05,-7.61838e-05,0.000156139,0.000130306,-0.000194484,0.000283203,0.00954622
3378,3.97396,-1.17823,-506.765,-0.000347584,0.00164748,-0.0126478,5.78744e-05,0.000137161,-0.000415695,0.000515786,-0.00032075,0.000731693,0.0127615,2.16714,-3.11547,-497.141,-0.000476979,0.00236736,-0.0117469,7.14771e-05,8.28542e-05,-0.00019918,0.000276632,-0.000122301,0.000354285,0.0119926,2.44068,-10.3861,-501.658,-0.00150977,0.00272953,-0.0132019,6.15222e-05,-7.27486e-05,-5.68221e-06,6.21689e-05,-7.33953e-05,0.0001181,0.0135658,2.68465,-17.0047,-503.874,-0.00216431,0.00363877,-0.0111637,1.21264e-05,-0.000278219,3.89222e-05,1.72609e-05,-0.000283353,0.000292427,0.0119398,3.29601,-26.1456,-509.74,-0.00292056,0.00539273,-0.00795821,-1.90954e-05,-7.07563e-05,0.000117507,7.56245e-05,-0.000165476,0.00021376,0.0100475
3379,3.97396,-1.17823,-506.765,-0.000220776,0.00161245,-0.0121835,4.65551e-05,0.000122783,-0.00044319,0.00052997,-0.000360632,0.000776605,0.0122949,2.16714,-3.11547,-497.141,-0.000455021,0.00236449,-0.011262,6.48021e-05,9.2903e-05,-0.000210694,0.000290217,-0.000132512,0.000374749,0.0115166,2.44068,-10.3861,-501.658,-0.00139724,0.00286323,-0.0134013,8.26804e-05,-6.61538e-05,1.74019e-05,8.49237e-05,-6.83971e-05,0.000134067,0.0137751,2.68465,-17.0047,-503.874,-0.00197566,0.00377666,-0.0106963,2.36807e-06,-0.000360879,1.36488e-05,2.91155e-06,-0.000361423,0.000362915,0.0115186,3.29601,-26.1456,-509.74,-0.00272268,0.00534272,-0.00660331,2.23495e-05,-2.0419e-06,0.00011313,0.000124159,-0.000103851,0.0001979,0.00892116
3380,3.97396,-1.17823,-506.765,-1.77893e-05,0.0015807,-0.0126873,2.59896e-05,0.000131068,-0.000451896,0.000534204,-0.000377147,0.000793919,0.0127899,2.16714,-3.11547,-497.141,-0.000424658,0.00233398,-0.0113384,5.62439e-05,7.42758e-05,-0.000207945,0.000273805,-0.000143286,0.000367306,0.011584,2.44068,-10.3861,-501.658,-0.00130967,0.00287319,-0.0126502,6.52781e-05,-0.000111368,8.78741e-06,6.58442e-05,-0.000111934,0.00015601,0.013039,2.68465,-17.0047,-503.874,-0.0021328,0.00378508,-0.0104375,1.32193e-05,-0.000284731,3.21575e-05,1.66626e-05,-0.000288174,0.000296892,0.0113074,3.29601,-26.1456,-509.74,-0.00274145,0.00529891,-0.00645864,3.0981e-06,-5.9466e-05,9.89661e-05,7.59397e-05,-0.000132308,0.000182953,0.00879305
3381,3.97396,-1.17823,-506.765,-0.000158106,0.00168328,-0.0129881,4.96294e-05,0.000157272,-0.000417682,0.00052523,-0.000318328,0.000738786,0.0131001,2.16714,-3.11547,-497.141,-0.000248978,0.00230722,-0.0113235,6.86943e-05,7.95341e-05,-0.000190394,0.000264943,-0.000116715,0.000339121,0.011559,2.44068,-10.3861,-501.658,-0.00127155,0.00282377,-0.0131555,6.54189e-05,-0.000120861,2.20413e-05,6.85439e-05,-0.000123986,0.000169292,0.0135156,2.68465,-17.0047,-503.874,-0.00201135,0.0036991,-0.0107546,-7.19038e-06,-0.000286931,1.31945e-05,-6.56426e-06,-0.000287557,0.000284365,0.01155,3.29601,-26.1456,-509.74,-0.00270167,0.00530503,-0.00638304,-9.16918e-06,-7.7042e-05,9.28754e-05,5.67194e-05,-0.000142931,0.000178888,0.00872977
3382,3.97396,-1.17823,-506.765,0.000177101,0.0013753,-0.0124381,6.43846e-05,0.000107985,-0.000437129,0.000524633,-0.000352263,0.00076495,0.0125193,2.16714,-3.11547,-497.141,-0.000204169,0.00209564,-0.0109771,7.03767e-05,7.94045e-05,-0.000196969,0.000272351,-0.00012257,0.000350392,0.0111774,2.44068,-10.3861,-501.658,-0.0012275,0.00281038,-0.0132767,5.89131e-05,-9.62106e-05,2.89525e-05,6.43511e-05,-0.000101649,0.000145341,0.0136264,2.68465,-17.0047,-503.874,-0.00182597,0.00363746,-0.010148,1.60316e-05,-0.000310949,5.13087e-05,2.38969e-05,-0.000318814,0.000331458,0.0109355,3.29601,-26.1456,-509.74,-0.00265077,0.00529252,-0.00635562,-2.01509e-05,-3.00963e-05,4.55686e-05,2.43223e-05,-7.45696e-05,9.11125e-05,0.00868893
3383,3.97396,-1.17823,-506.765,0.000320129,0.0012154,-0.0119447,3.07067e-05,0.000137265,-0.000451895,0.000539632,-0.000371661,0.000794223,0.0120131,2.16714,-3.11547,-497.141,3.17765e-05,0.00180817,-0.0110092,4.63952e-05,8.13347e-05,-0.000202589,0.000267564,-0.000139834,0.000358715,0.0111568,2.44068,-10.3861,-501.658,-0.000862523,0.00246632,-0.0134022,3.9235e-05,-7.95482e-05,2.55622e-05,4.49979e-05,-8.5311e-05,0.000115175,0.0136546,2.68465,-17.0047,-503.874,-0.00168846,0.00345979,-0.00985854,1.23623e-05,-0.000295945,3.82269e-05,1.70518e-05,-0.000300635,0.000309539,0.0105841,3.29601,-26.1456,-509.74,-0.00256247,0.00514798,-0.00531225,3.07468e-06,-0.000113765,6.72568e-05,3.54274e-05,-0.000146118,0.000167225,0.00782903
3384,3.97396,-1.17823,-506.765,0.000348369,0.000964575,-0.0124518,3.13258e-05,0.000152929,-0.000441957,0.000538886,-0.000354631,0.000779968,0.0124964,2.16714,-3.11547,-497.141,9.64493e-05,0.00153374,-0.0108109,5.01458e-05,0.00010692,-0.000207335,0.000288041,-0.000130974,0.000371608,0.0109198,2.44068,-10.3861,-501.658,-0.000927123,0.00220244,-0.0135425,5.95982e-05,-0.00011372,1.57397e-05,6.13829e-05,-0.000115505,0.000156042,0.0137521,2.68465,-17.0047,-503.874,-0.00169243,0.00319546,-0.0102191,1.23782e-05,-0.000373597,2.71485e-05,1.42832e-05,-0.000375502,0.00038288,0.0108439,3.29601,-26.1456,-509.74,-0.00266853,0.00499327,-0.00594685,3.53638e-05,-1.29841e-05,4.7527e-05,6.6414e-05,-4.40343e-05,9.68485e-05,0.00821124
3385,3.97396,-1.17823,-506.765,0.000383823,0.000447898,-0.012216,1.68531e-05,0.00014894,-0.000434056,0.000522788,-0.000356994,0.000767109,0.0122332,2.16714,-3.11547,-497.141,0.000135903,0.00127475,-0.0112013,4.77744e-05,0.000110089,-0.000186338,0.000268315,-0.000110451,0.000337666,0.0112746,2.44068,-10.3861,-501.658,-0.000945882,0.00192753,-0.0132,5.22443e-05,-0.000154994,4.95464e-05,6.39569e-05,-0.000166706,0.000206469,0.0133739,2.68465,-17.0047,-503.874,-0.00176406,0.00305706,-0.00994411,5.1942e-06,-0.00028401,3.1864e-05,8.66703e-06,-0.000287483,0.000291934,0.0105525,3.29601,-26.1456,-509.74,-0.00266662,0.00461533,-0.00632903,2.16966e-05,-7.21029e-05,-5.68832e-06,2.55338e-05,-7.59401e-05,9.15535e-05,0.00827542
3386,3.97396,-1.17823,-506.765,0.000346775,0.000416022,-0.0122909,1.35768e-05,0.000129365,-0.000466655,0.000542603,-0.000399662,0.000819743,0.0123049,2.16714,-3.11547,-497.141,0.000171195,0.00105434,-0.0115842,4.29986e-05,5.32768e-05,-0.000224116,0.000272736,-0.000176461,0.00039221,0.0116335,2.44068,-10.3861,-501.658,-0.000834087,0.0017256,-0.0119556,4.39031e-05,-0.000151634,2.14434e-05,4.63975e-05,-0.000154129,0.000182039,0.0121087,2.68465,-17.0047,-503.874,-0.0016953,0.00273464,-0.00965831,1.31056e-05,-0.000319584,4.4076e-05,1.88724e-05,-0.000325351,0.00033521,0.0101833,3.29601,-26.1456,-509.74,-0.00258135,0.00436959,-0.00592547,2.24349e-05,-3.40301e-05,-4.08734e-05,4.55762e-05,-5.71714e-05,8.9676e-05,0.00780551
3387,3.97396,-1.17823,-506.765,0.000545332,0.00022684,-0.0128806,1.07462e-05,0.000156227,-0.00042675,0.000517542,-0.000350569,0.000757071,0.0128966,2.16714,-3.11547,-497.141,0.000184676,0.000922107,-0.0114859,5.03336e-05,6.06497e-05,-0.000180713,0.000237321,-0.000126337,0.000319928,0.0115246,2.44068,-10.3861,-501.658,-0.00111268,0.00155401,-0.0114484,4.53168e-05,-0.000208541,6.40732e-05,6.06372e-05,-0.000223862,0.000259593,0.0116079,2.68465,-17.0047,-503.874,-0.00168815,0.00270629,-0.0085764,2.5673e-05,-0.000298312,8.63993e-06,2.59472e-05,-0.000298587,0.000312385,0.00915091,3.29601,-26.1456,-509.74,-0.00254202,0.00411495,-0.0058293,2.62844e-05,1.45071e-05,1.13196e-06,3.62612e-05,4.5303e-06,3.73608e-05,0.00757537
3388,3.97396,-1.17823,-506.765,0.000643076,0.0001183,-0.0117987,2.41281e-05,9.20301e-05,-0.00044103,0.000501214,-0.000385056,0.000770296,0.0118196,2.16714,-3.11547,-497.141,0.000290265,0.00082864,-0.0102256,5.55193e-05,5.31012e-05,-0.000199083,0.000253773,-0.000145153,0.000349986,0.0102635,2.44068,-10.3861,-501.658,-0.000851491,0.00125445,-0.0120881,3.91409e-05,-0.000117927,3.32347e-05,4.62215e-05,-0.000125007,0.000153781,0.0121832,2.68465,-17.0047,-503.874,-0.00170575,0.00236898,-0.0092656,1.04495e-05,-0.000301677,6.44926e-06,1.06469e-05,-0.000301875,0.000307352,0.00971556,3.29601,-26.1456,-509.74,-0.00234601,0.0041341,-0.00583585,3.65005e-06,-7.51264e-06,-3.43104e-05,3.41291e-05,-3.79917e-05,6.31396e-05,0.0075287
3389,3.97396,-1.17823,-506.765,0.000503912,-0.000127838,-0.0113528,3.03771e-05,0.000103308,-0.000447526,0.000516564,-0.000382879,0.000782471,0.0113667,2.16714,-3.11547,-497.141,0.000429814,0.000575871,-0.010022,5.96553e-05,4.95209e-05,-0.000205422,0.000260488,-0.000151312,0.000360961,0.0100482,2.44068,-10.3861,-501.658,-0.000756553,0.00128039,-0.0109926,6.20968e-05,-0.000181827,5.19877e-05,7.2836e-05,-0.000192566,0.00023764,0.0110939,2.68465,-17.0047,-503.874,-0.00159429,0.00219752,-0.00904796,1.44696e-05,-0.000240068,3.77149e-06,1.45796e-05,-0.000240178,0.000247817,0.00944771,3.29601,-26.1456,-509.74,-0.00231962,0.00386515,-0.00663486,1.60444e-06,-4.29005e-05,-2.74781e-05,1.52395e-05,-5.65356e-05,6.57544e-05,0.00802293
3390,3.97396,-1.17823,-506.765,0.000515827,-0.000125408,-0.0120309,4.86263e-05,8.18813e-05,-0.000435219,0.000501678,-0.00037117,0.000759481,0.0120446,2.16714,-3.11547,-497.141,0.000298616,0.000593958,-0.0110263,7.28269e-05,3.65764e-05,-0.00020203,0.000258075,-0.000148672,0.00035673,0.0110466,2.44068,-10.3861,-501.658,-0.000805003,0.00105857,-0.0107538,5.37745e-05,-0.00019502,4.56543e-05,6.1964e-05,-0.00020321,0.000240374,0.0108368,2.68465,-17.0047,-503.874,-0.00161296,0.00211836,-0.00757308,3.13479e-05,-0.000245039,9.05873e-06,3.17486e-05,-0.000245439,0.000262778,0.00802842,3.29601,-26.1456,-509.74,-0.00222605,0.00377753,-0.00643577,3.28982e-05,-3.53295e-05,-4.62008e-06,3.39529e-05,-3.63842e-05,6.13524e-05,0.00778862
3391,3.97396,-1.17823,-506.765,0.000501817,-0.00062772,-0.0109419,3.20807e-05,9.67418e-05,-0.000457011,0.000523151,-0.000394328,0.000798,0.0109734,2.16714,-3.11547,-497.141,0.000405282,0.000156815,-0.0100043,5.69247e-05,5.70654e-05,-0.000208586,0.000265971,-0.000151981,0.000366673,0.010014,2.44068,-10.3861,-501.658,-0.000802212,0.000763675,-0.0104738,4.26371e-05,-0.000180183,7.5327e-05,6.57951e-05,-0.000203341,0.000243166,0.0105339,2.68465,-17.0047,-503.874,-0.00158349,0.0019745,-0.00696785,2.71938e-05,-0.000282395,-1.29922e-05,2.78863e-05,-0.000283087,0.000298022,0.00741558,3.29601,-26.1456,-509.74,-0.00219903,0.00372608,-0.00705718,8.7918e-06,2.87512e-05,-3.46004e-05,5.55078e-05,-1.79648e-05,6.72383e-05,0.00828079
3392,3.97396,-1.17823,-506.765,0.000487613,-0.000758596,-0.0117223,5.02072e-05,7.66744e-05,-0.000438215,0.00050273,-0.000375848,0.000764215,0.0117593,2.16714,-3.11547,-497.141,0.000335663,-1.4951e-05,-0.00954952,7.75894e-05,5.1154e-05,-0.000201917,0.000267192,-0.000138448,0.000357407,0.00955578,2.44068,-10.3861,-501.658,-0.000899035,0.00047879,-0.0103009,6.25637e-05,-0.000194582,6.44885e-05,7.7858e-05,-0.000209876,0.0002579,0.0103525,2.68465,-17.0047,-503.874,-0.00167968,0.00178891,-0.0083348,1.4872e-05,-0.000261453,-4.33617e-05,2.16621e-05,-0.000268243,0.000279712,0.00868918,3.29601,-26.1456,-509.74,-0.00207245,0.00371042,-0.00755357,-3.41178e-06,-1.03274e-05,-5.92381e-06,1.1185e-06,-1.48577e-05,1.6274e-05,0.00866733
3393,3.97396,-1.17823,-506.765,0.000798521,-0.00109921,-0.0101338,2.08042e-05,0.000100138,-0.000462396,0.000525251,-0.000404308,0.00080782,0.0102271,2.16714,-3.11547,-497.141,0.000569212,-0.000224138,-0.00969118,4.78988e-05,4.84384e-05,-0.000203492,0.000252094,-0.000155757,0.00035658,0.00971094,2.44068,-10.3861,-501.658,-0.000851031,0.000284327,-0.0103033,4.91461e-05,-0.000177394,7.34184e-05,7.09361e-05,-0.000199184,0.00024269,0.0103433,2.68465,-17.0047,-503.874,-0.00174321,0.00158325,-0.00875849,6.66982e-06,-0.000243261,-2.44151e-05,9.19098e-06,-0.000245782,0.000250524,0.00907006,3.29601,-26.1456,-509.74,-0.0021187,0.00331796,-0.00735074,-7.5402e-06,-7.84199e-05,-1.14437e-05,-5.71389e-06,-8.02462e-05,7.80057e-05,0.0083388
3394,3.97396,-1.17823,-506.765,0.000474147,-0.00104801,-0.00926858,-2.38378e-06,3.98661e-05,-0.000470927,0.00049093,-0.000453448,0.000818687,0.00934204,2.16714,-3.11547,-497.141,0.000389214,-0.000362655,-0.00924892,3.94146e-05,4.94118e-05,-0.000207622,0.000252568,-0.000163741,0.000363431,0.00926438,2.44068,-10.3861,-501.658,-0.00112781,0.000181878,-0.0098993,4.74468e-05,-0.000204008,8.81301e-05,7.53216e-05,-0.000231883,0.00027743,0.0099668,2.68465,-17.0047,-503.874,-0.00161107,0.00142028,-0.00712569,1.3703e-05,-0.000253212,-1.582e-05,1.48072e-05,-0.000254316,0.000262058,0.0074437,3.29601,-26.1456,-509.74,-0.00207748,0.00336292,-0.00616894,-1.71787e-05,-7.73862e-05,9.50961e-06,-1.53274e-05,-7.92375e-05,7.32309e-05,0.00732782
3395,3.97396,-1.17823,-506.765,0.00049776,-0.00127972,-0.0112292,4.60207e-05,8.67444e-05,-0.000429615,0.000497336,-0.000364571,0.000749994,0.0113141,2.16714,-3.11547,-497.141,0.000362656,-0.000591454,-0.00975737,5.9881e-05,4.87464e-05,-0.000184773,0.000239749,-0.000131122,0.000325937,0.00978256,2.44068,-10.3861,-501.658,-0.00116331,4.76398e-05,-0.00917426,3.84218e-05,-0.000212311,7.38109e-05,5.86541e-05,-0.000232544,0.000266801,0.00925013,2.68465,-17.0047,-503.874,-0.00175536,0.00131146,-0.00673889,3.12839e-05,-0.000261894,-3.73586e-05,3.60916e-05,-0.000266702,0.000286472,0.0070877,3.29601,-26.1456,-509.74,-0.00245052,0.00314357,-0.00613856,-5.81623e-06,-2.24436e-05,3.9171e-06,-3.30462e-06,-2.49553e-05,2.42563e-05,0.00732219
3396,3.97396,-1.17823,-506.765,0.000364829,-0.00122223,-0.00964252,6.19734e-05,8.20363e-05,-0.000432126,0.000504868,-0.000360858,0.0007537,0.00972977,2.16714,-3.11547,-497.141,0.000286877,-0.000517631,-0.00960521,7.02357e-05,3.40435e-05,-0.000196417,0.000249755,-0.000145476,0.000346323,0.00962415,2.44068,-10.3861,-501.658,-0.00106854,3.71719e-05,-0.00857463,5.81484e-05,-0.000217779,5.26071e-05,6.78405e-05,-0.000227471,0.000268004,0.00864235,2.68465,-17.0047,-503.874,-0.00194462,0.00116058,-0.00728403,1.53605e-05,-0.000252955,-3.46636e-05,1.9842e-05,-0.000257436,0.00026793,0.00762893,3.29601,-26.1456,-509.74,-0.00218171,0.00294146,-0.00572575,-1.51733e-05,9.76643e-06,1.48465e-05,1.86567e-05,-2.40635e-05,3.89103e-05,0.00679696
3397,3.97396,-1.17823,-506.765,0.000284029,-0.00126523,-0.0103403,5.90768e-05,7.73162e-05,-0.000447226,0.000516301,-0.000379908,0.00077983,0.0104233,2.16714,-3.11547,-497.141,0.00023662,-0.000531951,-0.00934646,7.65176e-05,1.6071e-05,-0.00019791,0.00024709,-0.000154502,0.000351011,0.00936496,2.44068,-10.3861,-501.658,-0.00124909,0.000222597,-0.0083777,5.07642e-05,-0.000247805,6.55028e-05,6.45074e-05,-0.000261548,0.00029913,0.00847472,2.68465,-17.0047,-503.874,-0.00201878,0.00126213,-0.0069696,-1.70296e-05,-0.000191546,-5.80158e-05,6.90463e-07,-0.000209266,0.000209623,0.00736526,3.29601,-26.1456,-509.74,-0.0024007,0.00291533,-0.00554812,-2.66933e-05,-2.66979e-05,3.33635e-05,8.18674e-06,-6.15779e-05,6.69687e-05,0.00671441
3398,3.97396,-1.17823,-506.765,0.000268749,-0.00120583,-0.00937247,5.15856e-05,4.94178e-05,-0.000438976,0.000490352,-0.000389348,0.000764262,0.00945679,2.16714,-3.11547,-497.141,0.000122151,-0.00030473,-0.00877601,6.86115e-05,2.15392e-05,-0.000190933,0.000238205,-0.000148054,0.000337671,0.00878269,2.44068,-10.3861,-501.658,-0.00127513,0.000246021,-0.00848813,3.96401e-05,-0.000193019,7.66683e-05,6.27374e-05,-0.000216116,0.000253498,0.00858853,2.68465,-17.0047,-503.874,-0.00194234,0.00131158,-0.00688018,1.24378e-06,-0.000220275,-4.03812e-05,8.48505e-06,-0.000227517,0.000231892,0.00726893,3.29601,-26.1456,-509.74,-0.00239099,0.00318738,-0.00582047,-4.0081e-05,-8.16708e-05,7.40362e-05,1.6361e-05,-0.000138113,0.000147511,0.00705872
3399,3.97396,-1.17823,-506.765,0.00016858,-0.000994294,-0.0101176,4.79755e-05,6.52472e-05,-0.000430065,0.000487684,-0.000374461,0.000749429,0.0101696,2.16714,-3.11547,-497.141,6.97581e-05,-0.000247469,-0.00926624,6.47797e-05,-6.42308e-06,-0.000194431,0.000227356,-0.000169,0.000344616,0.00927004,2.44068,-10.3861,-501.658,-0.00142397,0.000439705,-0.00779697,5.39041e-05,-0.000244449,6.33741e-05,6.6821e-05,-0.000257365,0.000296526,0.00793986,2.68465,-17.0047,-503.874,-0.00199988,0.00144574,-0.00564689,1.93964e-05,-0.000183447,-5.50234e-05,3.35307e-05,-0.000197581,0.000216317,0.00616336,3.29601,-26.1456,-509.74,-0.00226821,0.00303958,-0.00561968,-3.87591e-05,-9.0322e-05,6.61786e-05,6.79877e-06,-0.00013588,0.000140006,0.0067834
