"Average",,,,,,,,,,,"P0",,,,,,,,,,"P1",,,,,,,,,,"P2",,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]"
216,66.0503,7.31066,-694.952,-0.00405157,0.00192179,0.0036909,0.00608153,0.000372797,0.000254848,0.00156489,57.7388,10.3303,-695.125,-0.00487459,0.0022377,0.00793355,0.0095767,0.000443887,0.000259235,0.00192029,57.9435,8.07444,-696.71,-0.00509113,0.00202771,0.00518738,0.00755624,0.000347904,0.000216608,0.00150083,58.4098,5.4752,-698.512,-0.00476879,0.00216827,0.00274829,0.00591945,0.000289784,0.000186604,0.00123604
217,66.0503,7.31066,-694.952,-0.00392031,0.00176703,0.00353581,0.00592992,0.000373518,0.000254696,0.00156835,57.7388,10.3303,-695.125,-0.00509861,0.00228576,0.00583768,0.00808138,0.000448488,0.000257486,0.00193928,57.9435,8.07444,-696.71,-0.00423469,0.00200807,0.00293259,0.00554801,0.000349138,0.000218114,0.00150629,58.4098,5.4752,-698.512,-0.00441795,0.00194692,0.00202793,0.00524161,0.000288626,0.000188636,0.00123182
218,66.0503,7.31066,-694.952,-0.0035497,0.00194059,0.002566,0.00533382,0.00037226,0.000254602,0.00156287,57.7388,10.3303,-695.125,-0.00493618,0.00225901,0.00611357,0.00817609,0.000443038,0.000258874,0.00191665,57.9435,8.07444,-696.71,-0.00445793,0.00192264,0.00357148,0.00603918,0.000344749,0.000217894,0.00148782,58.4098,5.4752,-698.512,-0.00397969,0.00213629,0.00183627,0.00488481,0.000284416,0.000187869,0.00121437
219,66.0503,7.31066,-694.952,-0.0032687,0.00214765,0.00238321,0.005017,0.000372155,0.000254166,0.00156225,57.7388,10.3303,-695.125,-0.0042575,0.00241155,0.00417009,0.0064335,0.000444414,0.000256746,0.001922,57.9435,8.07444,-696.71,-0.00431476,0.00209624,0.0034377,0.00590672,0.000347099,0.000219893,0.00149807,58.4098,5.4752,-698.512,-0.00355653,0.0026244,0.000890605,0.00452349,0.000288087,0.000189407,0.00122981
220,66.0503,7.31066,-694.952,-0.00284904,0.00265251,0.00128206,0.0047486,0.000372357,0.000254217,0.00156314,57.7388,10.3303,-695.125,-0.00399812,0.00286125,0.000743876,0.00498198,0.00044184,0.000256186,0.00191106,57.9435,8.07444,-696.71,-0.00373665,0.0026878,0.001855,0.00497821,0.000344072,0.000217856,0.00148497,58.4098,5.4752,-698.512,-0.00315111,0.00319773,-0.000561623,0.00453863,0.000286919,0.000189175,0.00122496
221,66.0503,7.31066,-694.952,-0.00269618,0.00279871,0.00142632,0.00468616,0.00037172,0.000253791,0.00156064,57.7388,10.3303,-695.125,-0.00383102,0.002455,0.00604073,0.00756503,0.000445682,0.000261915,0.0019284,57.9435,8.07444,-696.71,-0.00335818,0.0027591,0.00185987,0.00478199,0.000346471,0.000221112,0.00149565,58.4098,5.4752,-698.512,-0.00290089,0.00326859,-0.000161746,0.00438134,0.000288191,0.000188042,0.00122988
222,66.0503,7.31066,-694.952,-0.00244279,0.00287179,0.00192867,0.00471329,0.00037209,0.000254024,0.00156203,57.7388,10.3303,-695.125,-0.00318595,0.00306618,0.00380686,0.00583974,0.000444528,0.000258538,0.00192284,57.9435,8.07444,-696.71,-0.00308115,0.00301159,0.00263764,0.00506811,0.000347463,0.000222156,0.00150002,58.4098,5.4752,-698.512,-0.0027361,0.00322988,0.00128525,0.00444702,0.000287729,0.00019116,0.0012288
223,66.0503,7.31066,-694.952,-0.00260038,0.00264388,0.00343635,0.00546069,0.000372318,0.000254279,0.00156322,57.7388,10.3303,-695.125,-0.00324866,0.00272515,0.00401618,0.00584273,0.000452208,0.000260717,0.00195559,57.9435,8.07444,-696.71,-0.00319022,0.00277947,0.00261892,0.00500077,0.00034603,0.000217406,0.0014931,58.4098,5.4752,-698.512,-0.00276039,0.00304896,0.00129984,0.00432505,0.000285889,0.000186375,0.00122001
224,66.0503,7.31066,-694.952,-0.00224779,0.00228218,0.00373358,0.00519788,0.00037291,0.00025452,0.00156557,57.7388,10.3303,-695.125,-0.0031284,0.00230238,0.00542403,0.00667166,0.00044838,0.000258934,0.00193911,57.9435,8.07444,-696.71,-0.00269101,0.00218998,0.00390517,0.00523478,0.000345774,0.000220193,0.00149256,58.4098,5.4752,-698.512,-0.00234463,0.00260395,0.00276618,0.00447486,0.000287269,0.000190787,0.00122681
225,66.0503,7.31066,-694.952,-0.00191235,0.00192389,0.0039722,0.00502997,0.000370969,0.000253195,0.00155753,57.7388,10.3303,-695.125,-0.00295493,0.00197546,0.00904659,0.00972018,0.000450244,0.000258711,0.0019469,57.9435,8.07444,-696.71,-0.00270382,0.00196824,0.00438235,0.00552413,0.000347672,0.000217696,0.00150006,58.4098,5.4752,-698.512,-0.00213349,0.00225354,0.00171087,0.00355061,0.000286531,0.000188334,0.00122314
226,66.0503,7.31066,-694.952,-0.00135938,0.00185457,0.0027626,0.00396758,0.000370983,0.000254013,0.0015576,57.7388,10.3303,-695.125,-0.00182379,0.00218158,0.00443786,0.00527209,0.000446161,0.000257165,0.00192941,57.9435,8.07444,-696.71,-0.00155638,0.00209215,0.00217596,0.00341468,0.000345598,0.000215604,0.00149094,58.4098,5.4752,-698.512,-0.00157636,0.00214897,0.00130334,0.00297576,0.000283042,0.000184614,0.00120788
227,66.0503,7.31066,-694.952,-0.000834421,0.00191415,0.00184106,0.00332002,0.000370495,0.000253315,0.00155573,57.7388,10.3303,-695.125,-0.00149356,0.00188631,0.00406857,0.00472798,0.000446668,0.000259379,0.001932,57.9435,8.07444,-696.71,-0.00133754,0.00204285,0.000737091,0.00256414,0.00034608,0.000218342,0.00149348,58.4098,5.4752,-698.512,-0.00128731,0.00224115,0.000820053,0.00273925,0.000284225,0.000187224,0.0012134
228,66.088,7.31115,-694.941,-0.000565741,0.00198593,0.00139627,0.00332502,0.000371439,0.000253841,0.00155904,57.7388,10.3303,-695.125,-0.000648441,0.00221544,0.000167168,0.00232415,0.000440619,0.000258912,0.00190647,57.9435,8.07444,-696.71,-0.000862443,0.00234136,-0.0015189,0.00292306,0.000342959,0.000215632,0.00147986,58.4098,5.4752,-698.512,-0.000727586,0.00260074,-0.00137916,0.00303826,0.000282956,0.000184953,0.00120761
229,66.0805,7.30999,-694.944,-0.000104868,0.00239906,0.000787988,0.00351964,0.000371153,0.000254095,0.00155817,57.7388,10.3303,-695.125,-0.000536669,0.00208176,-0.000282028,0.00224357,0.000436385,0.000256837,0.00188824,57.9435,8.07444,-696.71,-0.000562904,0.00246412,-0.00089498,0.00272295,0.000346171,0.000217333,0.00149366,58.4098,5.4752,-698.512,0.000139498,0.00293808,-0.00227417,0.00372784,0.000288713,0.000188018,0.001232
230,66.1568,7.31323,-694.92,4.33796e-05,0.00269079,0.00134792,0.00404586,0.000371635,0.000254818,0.0015594,57.7388,10.3303,-695.125,-0.000573048,0.00259202,0.00217915,0.00343883,0.000447078,0.000267165,0.00193536,57.9435,8.07444,-696.71,-0.000360554,0.00302398,-0.000480717,0.00308685,0.000349448,0.000223692,0.00150863,58.4098,5.4752,-698.512,-0.000275905,0.00319563,-0.000501646,0.00325905,0.000287327,0.000189444,0.00122669
231,66.1183,7.31048,-694.933,0.00026143,0.0026313,0.00225866,0.00419914,0.000371505,0.00025441,0.00155926,57.7388,10.3303,-695.125,-0.000445096,0.00220501,0.00349332,0.0041566,0.000439578,0.000255135,0.00190129,57.9435,8.07444,-696.71,-7.17375e-06,0.00284881,-0.000104861,0.00290337,0.000340904,0.00021378,0.00147089,58.4098,5.4752,-698.512,0.000560736,0.00342866,-0.00178094,0.00391826,0.000285509,0.000186668,0.00121851
232,66.0805,7.30999,-694.944,0.000505859,0.00242552,0.00317352,0.0046426,0.000371265,0.000253858,0.00155842,57.7388,10.3303,-695.125,2.98154e-05,0.00234391,0.00318363,0.00396026,0.000445184,0.000256311,0.00192511,57.9435,8.07444,-696.71,0.000343026,0.00265626,0.00116456,0.00295347,0.000346149,0.000217805,0.00149365,58.4098,5.4752,-698.512,0.000502181,0.002925,0.00024251,0.00298095,0.000287271,0.000187692,0.001226
233,66.1183,7.31048,-694.933,0.000760757,0.00200781,0.00387225,0.00484263,0.000371571,0.000253765,0.00155973,57.7388,10.3303,-695.125,-0.000683265,0.00195213,0.00643509,0.00676179,0.000448085,0.000255183,0.00193707,57.9435,8.07444,-696.71,0.00041127,0.00220274,0.0020069,0.00307243,0.00034817,0.000219527,0.00150246,58.4098,5.4752,-698.512,0.00095551,0.00227248,0.000421792,0.00252621,0.000286708,0.000187803,0.00122371
234,66.0805,7.30999,-694.944,0.000934779,0.00154544,0.00449953,0.00510785,0.000371765,0.000253883,0.00156064,57.7388,10.3303,-695.125,-0.000313086,0.00147058,0.007279,0.0074333,0.000450783,0.000265604,0.00195058,57.9435,8.07444,-696.71,0.000308761,0.00160039,0.00347948,0.00385614,0.000348589,0.000219745,0.00150425,58.4098,5.4752,-698.512,0.000745059,0.00182483,0.00204451,0.00285325,0.000287031,0.00018583,0.00122453
235,66.1183,7.31048,-694.933,0.00144049,0.0013055,0.00451564,0.0053889,0.000371076,0.000253375,0.00155732,57.7388,10.3303,-695.125,0.000145471,0.00172156,0.0061106,0.00635325,0.000453703,0.000258559,0.0019614,57.9435,8.07444,-696.71,0.00123074,0.00177106,0.00229531,0.00319403,0.000345934,0.00021431,0.0014921,58.4098,5.4752,-698.512,0.00184954,0.00191341,-0.000190598,0.00267514,0.000282861,0.000185602,0.00120738
236,66.0805,7.30999,-694.944,0.0019508,0.00139049,0.00331064,0.00490097,0.000371049,0.000253771,0.00155758,57.7388,10.3303,-695.125,0.00045306,0.001719,0.0054598,0.0057423,0.000443523,0.0002577,0.0019184,57.9435,8.07444,-696.71,0.00139646,0.00167436,0.00168123,0.00279572,0.000341141,0.000215681,0.00147223,58.4098,5.4752,-698.512,0.00205918,0.0018227,0.000969233,0.00293343,0.000284335,0.000187547,0.00121392
237,66.0805,7.30999,-694.944,0.00218134,0.00145261,0.00362343,0.00514321,0.000371455,0.000253556,0.00155895,57.7388,10.3303,-695.125,0.00098347,0.00166627,0.0065363,0.00682614,0.000444301,0.000261793,0.00192252,57.9435,8.07444,-696.71,0.00147721,0.00175336,0.00237474,0.00343279,0.000344041,0.000219716,0.00148516,58.4098,5.4752,-698.512,0.00252923,0.0022185,-0.00222923,0.00405391,0.000284148,0.000189502,0.00121367
238,66.1568,7.31323,-694.92,0.00261431,0.0018545,0.00326324,0.00517196,0.000370967,0.00025366,0.00155686,57.7388,10.3303,-695.125,0.00161175,0.0024674,0.00334263,0.00447453,0.00044942,0.000261325,0.00194395,57.9435,8.07444,-696.71,0.00233075,0.0021634,0.000844296,0.00333917,0.000345938,0.000221467,0.00149347,58.4098,5.4752,-698.512,0.00282084,0.00225128,0.000355052,0.00365117,0.000285791,0.000191551,0.00122094
239,66.18,7.30987,-694.916,0.0028088,0.00209902,0.00372382,0.00574547,0.000373505,0.000255366,0.00156707,57.7388,10.3303,-695.125,0.00196383,0.00232302,0.00654865,0.00722077,0.000451938,0.000258874,0.00195402,57.9435,8.07444,-696.71,0.00242219,0.00232573,0.0036431,0.00499662,0.000347966,0.000216678,0.00150106,58.4098,5.4752,-698.512,0.00272986,0.00245871,0.00137188,0.0039271,0.00028699,0.000187701,0.00122483
240,66.1568,7.31323,-694.92,0.00285072,0.00202666,0.00523168,0.00685216,0.000372664,0.000255692,0.00156372,57.7388,10.3303,-695.125,0.00103432,0.00194243,0.00915307,0.00941555,0.000444138,0.000261868,0.00192185,57.9435,8.07444,-696.71,0.0017693,0.00200273,0.00622976,0.00678998,0.000346895,0.000216906,0.0014966,58.4098,5.4752,-698.512,0.00237606,0.00238121,0.00465408,0.00574902,0.000288172,0.000187872,0.00122972
241,66.1568,7.31323,-694.92,0.00300378,0.00181885,0.00613178,0.00733278,0.000372852,0.000255177,0.00156452,57.7388,10.3303,-695.125,0.00151264,0.0021347,0.00829987,0.00870569,0.000444626,0.000263621,0.00192427,57.9435,8.07444,-696.71,0.00215224,0.00176041,0.00621613,0.00682278,0.000349073,0.000222882,0.00150686,58.4098,5.4752,-698.512,0.00283165,0.00224068,0.00401048,0.00539954,0.000288592,0.000189185,0.00123178
242,66.18,7.30987,-694.916,0.00315272,0.00148233,0.00694318,0.00823425,0.000372853,0.000255122,0.00156384,57.7388,10.3303,-695.125,0.00151262,0.00183855,0.0116589,0.0118996,0.000451025,0.000254373,0.00194924,57.9435,8.07444,-696.71,0.00254383,0.00154081,0.00665385,0.00730746,0.000347053,0.000215655,0.00149703,58.4098,5.4752,-698.512,0.00322315,0.00177219,0.00418844,0.00557824,0.000288136,0.000187584,0.00122949
243,66.18,7.30987,-694.916,0.00335617,0.00102335,0.00710351,0.00821477,0.000371627,0.000253881,0.00155918,57.7388,10.3303,-695.125,0.0019887,0.00127906,0.0119291,0.0121614,0.000452465,0.000264,0.00195728,57.9435,8.07444,-696.71,0.00282868,0.0011796,0.00766004,0.00826211,0.00034599,0.000221532,0.00149368,58.4098,5.4752,-698.512,0.00358864,0.00158562,0.00424378,0.00578594,0.000283795,0.000188459,0.00121194
244,66.18,7.30987,-694.916,0.00366879,0.000685814,0.00679564,0.00817498,0.000371962,0.000254638,0.00156029,57.7388,10.3303,-695.125,0.00237144,0.00129277,0.0102404,0.0105919,0.000451117,0.00025892,0.00195055,57.9435,8.07444,-696.71,0.00265664,0.000939712,0.00887552,0.00931757,0.000345471,0.000216533,0.00149055,58.4098,5.4752,-698.512,0.00351169,0.00111082,0.00605037,0.00708469,0.000283319,0.000186337,0.00120942
245,66.1568,7.31323,-694.92,0.00406082,0.000633207,0.00596353,0.00788448,0.000372178,0.000253665,0.00156123,57.7388,10.3303,-695.125,0.00190676,0.000903377,0.0125122,0.0126894,0.000446957,0.000256984,0.00193266,57.9435,8.07444,-696.71,0.00284678,0.000905112,0.00801463,0.00856559,0.000345158,0.000214897,0.00148892,58.4098,5.4752,-698.512,0.00413416,0.00114331,0.00334779,0.00545178,0.000282418,0.00018338,0.00120497
246,66.18,7.30987,-694.916,0.00447933,0.000850126,0.00473148,0.00720426,0.000370667,0.000253733,0.00155536,57.7388,10.3303,-695.125,0.00321664,0.00116719,0.00670617,0.00753805,0.000440622,0.000256763,0.00190598,57.9435,8.07444,-696.71,0.00358237,0.00100283,0.00526064,0.00644747,0.000342194,0.000217103,0.0014769,58.4098,5.4752,-698.512,0.00401668,0.000927323,0.00507392,0.00653821,0.000284756,0.000188727,0.00121593
247,66.1568,7.31323,-694.92,0.00460896,0.000998698,0.00507817,0.00768022,0.000373361,0.000256189,0.00156664,57.7388,10.3303,-695.125,0.00355536,0.00100626,0.00852737,0.00929518,0.000451636,0.000262432,0.00195346,57.9435,8.07444,-696.71,0.00439275,0.00118894,0.00453787,0.00643605,0.000348321,0.000221499,0.00150342,58.4098,5.4752,-698.512,0.0046913,0.00153577,0.00223762,0.00542006,0.000289265,0.000190867,0.00123497
248,66.18,7.30987,-694.916,0.00463534,0.00117198,0.0052571,0.00765215,0.00037324,0.000255887,0.00156584,57.7388,10.3303,-695.125,0.00325367,0.000950105,0.0099147,0.0104791,0.000451308,0.000266824,0.001953,57.9435,8.07444,-696.71,0.00424309,0.00121829,0.00651421,0.00789282,0.000347032,0.000219296,0.0014976,58.4098,5.4752,-698.512,0.00492431,0.00178978,0.0020819,0.00564288,0.000283546,0.000185439,0.00121012
249,66.1568,7.31323,-694.92,0.00455592,0.00110831,0.00643157,0.00830567,0.000373654,0.000255487,0.00156734,57.7388,10.3303,-695.125,0.00234617,0.000691304,0.0138167,0.0140324,0.000447933,0.000262287,0.00193786,57.9435,8.07444,-696.71,0.0035066,0.00118366,0.00799294,0.00882781,0.000349556,0.000219712,0.00150827,58.4098,5.4752,-698.512,0.00463168,0.00159753,0.00460185,0.0067254,0.00028793,0.000188244,0.00122881
250,66.191,7.31237,-694.911,0.00466966,0.000926233,0.00665324,0.0084671,0.000373646,0.000256298,0.00156784,57.7388,10.3303,-695.125,0.00315591,0.000150777,0.0126203,0.0130104,0.000448794,0.000261568,0.00194132,57.9435,8.07444,-696.71,0.00367871,0.000775758,0.00839798,0.00920945,0.000348906,0.000219952,0.00150559,58.4098,5.4752,-698.512,0.00450147,0.0015216,0.00438798,0.00647939,0.000289412,0.000191277,0.00123568
251,66.18,7.30987,-694.916,0.00467444,0.000465335,0.00756169,0.00915209,0.000372947,0.000256067,0.00156515,57.7388,10.3303,-695.125,0.00238005,0.000223807,0.0130022,0.0132213,0.000451272,0.000259153,0.00195125,57.9435,8.07444,-696.71,0.00423674,0.000795732,0.00635994,0.00769585,0.000343602,0.00021756,0.0014829,58.4098,5.4752,-698.512,0.00485488,0.000880615,0.00531751,0.00725444,0.000285841,0.000189881,0.00122068
252,66.2077,7.30705,-694.91,0.00490576,6.37278e-05,0.00776038,0.00951749,0.000372973,0.00025541,0.00156453,57.7388,10.3303,-695.125,0.00396461,-0.000171102,0.0131444,0.013731,0.000449464,0.000262715,0.00194437,57.9435,8.07444,-696.71,0.00446223,0.000266165,0.00784048,0.00903656,0.000350839,0.00022126,0.00151395,58.4098,5.4752,-698.512,0.00496512,0.000439333,0.00519341,0.00719858,0.000286953,0.000189072,0.00122502
253,66.231,7.30367,-694.906,0.00511885,-0.000298261,0.00761619,0.00940106,0.00037168,0.000255958,0.00155895,57.7388,10.3303,-695.125,0.00435197,-7.29868e-05,0.0103465,0.011226,0.000446669,0.000259385,0.00193193,57.9435,8.07444,-696.71,0.00490145,-3.5582e-05,0.00648914,0.00813258,0.000340387,0.000216251,0.00146915,58.4098,5.4752,-698.512,0.00487246,3.58041e-07,0.00698843,0.00852051,0.000282902,0.000189838,0.00120863
254,66.1568,7.31323,-694.92,0.00561245,-0.000200657,0.00569496,0.00860277,0.000373728,0.000255151,0.00156815,57.7388,10.3303,-695.125,0.00372283,-8.79242e-05,0.00994203,0.0106175,0.000449825,0.000263358,0.00194604,57.9435,8.07444,-696.71,0.00463982,0.000220525,0.00595131,0.00757712,0.000355594,0.000222816,0.00153419,58.4098,5.4752,-698.512,0.00584046,0.000223525,0.00231473,0.00629434,0.000293338,0.000189886,0.0012514
255,66.2143,7.309,-694.907,0.00566431,-0.000137822,0.00561773,0.00840627,0.000373139,0.000255531,0.00156496,57.7388,10.3303,-695.125,0.0035842,-0.000256241,0.0120634,0.0125874,0.000450666,0.000262598,0.00194941,57.9435,8.07444,-696.71,0.00426891,1.92448e-05,0.00908315,0.0100437,0.000348274,0.000220978,0.00150313,58.4098,5.4752,-698.512,0.00521616,0.000209512,0.00484476,0.00713394,0.000288028,0.000190918,0.00122991
256,66.2809,7.30816,-694.889,0.00584447,0.000192041,0.00523812,0.00836244,0.000374082,0.000256454,0.00156831,57.7388,10.3303,-695.125,0.00380463,0.000355512,0.0110947,0.0117353,0.000448459,0.000263513,0.00194032,57.9435,8.07444,-696.71,0.0049893,0.000485536,0.00603758,0.00786647,0.000351099,0.000222475,0.00151526,58.4098,5.4752,-698.512,0.00574531,0.000566988,0.00250997,0.00630888,0.000290662,0.000188907,0.00124018
257,66.1966,7.30455,-694.915,0.00589447,0.000587783,0.00495624,0.00834422,0.000373029,0.000256439,0.00156471,57.7388,10.3303,-695.125,0.00498973,0.000536099,0.00639583,0.00813087,0.000452325,0.000260695,0.00195599,57.9435,8.07444,-696.71,0.00533257,0.000917149,0.00307553,0.00623287,0.00035313,0.000220976,0.00152352,58.4098,5.4752,-698.512,0.00586078,0.00125007,0.00153026,0.00618596,0.000293351,0.000193026,0.00125227
258,66.2609,7.30302,-694.898,0.00576918,0.00067582,0.00592939,0.00871083,0.00037391,0.000256486,0.00156798,57.7388,10.3303,-695.125,0.00404264,0.000508621,0.0115396,0.0122385,0.000444641,0.000260818,0.00192371,57.9435,8.07444,-696.71,0.00489258,0.000742285,0.00552738,0.00743346,0.000346131,0.000221142,0.00149417,58.4098,5.4752,-698.512,0.00552571,0.000852144,0.00504108,0.00753059,0.000288067,0.000188803,0.00122951
259,66.2143,7.309,-694.907,0.00582089,0.000521511,0.00637384,0.00911096,0.000374624,0.000256916,0.0015716,57.7388,10.3303,-695.125,0.00373856,0.000239664,0.0119049,0.012481,0.00044794,0.000261745,0.00193777,57.9435,8.07444,-696.71,0.00464283,0.000547356,0.00751816,0.00887943,0.000351931,0.000222408,0.00151874,58.4098,5.4752,-698.512,0.00586053,0.00106394,0.00327114,0.00679792,0.000291514,0.000190976,0.0012442
260,66.231,7.30367,-694.906,0.00575106,0.00017578,0.00698862,0.00940568,0.000372131,0.00025572,0.00156029,57.7388,10.3303,-695.125,0.00365542,0.000322939,0.0120278,0.0125754,0.000443551,0.000255526,0.00191802,57.9435,8.07444,-696.71,0.00469754,0.000290389,0.00794901,0.00925483,0.000344699,0.000219212,0.00148779,58.4098,5.4752,-698.512,0.00578217,0.000541993,0.00499784,0.00766222,0.000289045,0.000191313,0.00123417
261,66.3204,7.31166,-694.875,0.00581052,-9.16494e-05,0.00658163,0.00931646,0.000374884,0.000256888,0.00157113,57.7388,10.3303,-695.125,0.00366008,-0.000204852,0.0125921,0.0131163,0.000447403,0.000261527,0.00193548,57.9435,8.07444,-696.71,0.00480698,-7.02523e-06,0.00706894,0.00858026,0.000346536,0.000218637,0.00149539,58.4098,5.4752,-698.512,0.00581924,0.00029881,0.00365501,0.00688462,0.000290231,0.000190614,0.00123885
262,66.231,7.30367,-694.906,0.00590058,-0.000364754,0.00647452,0.00928353,0.000374591,0.000256659,0.0015708,57.7388,10.3303,-695.125,0.00428475,-3.76343e-05,0.0113979,0.012177,0.000449309,0.000259164,0.00194299,57.9435,8.07444,-696.71,0.00518391,-1.21758e-05,0.00595885,0.00792708,0.000348709,0.000218846,0.00150455,58.4098,5.4752,-698.512,0.00606374,8.82268e-06,0.0024925,0.00656254,0.000288758,0.000187081,0.0012319
263,66.2978,7.30281,-694.888,0.00610609,-0.000475735,0.00543844,0.00885536,0.000374042,0.000256842,0.00156774,57.7388,10.3303,-695.125,0.00439785,0.000266561,0.00999643,0.0109342,0.000448318,0.000259531,0.0019389,57.9435,8.07444,-696.71,0.00544503,-0.000147903,0.00654631,0.00854755,0.000348824,0.000220222,0.00150529,58.4098,5.4752,-698.512,0.00645155,-3.13712e-05,0.00258852,0.00695962,0.000288641,0.000190983,0.00123243
264,66.2509,7.3088,-694.897,0.00649267,-8.38045e-05,0.00385878,0.00850101,0.000373342,0.000257271,0.00156578,57.7388,10.3303,-695.125,0.00488197,0.000308746,0.00735091,0.00883162,0.00044696,0.000266082,0.00193457,57.9435,8.07444,-696.71,0.00582269,0.000381679,0.00335277,0.0067437,0.000346807,0.000223493,0.00149746,58.4098,5.4752,-698.512,0.00656063,0.000469248,0.00132814,0.00671337,0.000286791,0.000191048,0.00122487
265,66.231,7.30367,-694.906,0.00640281,0.0001324,0.00353381,0.00808707,0.000374477,0.000256801,0.00157034,57.7388,10.3303,-695.125,0.00491819,0.000634445,0.00633022,0.00804465,0.000448891,0.000260794,0.00194157,57.9435,8.07444,-696.71,0.00551141,0.000105439,0.00449925,0.00712874,0.00034593,0.00021952,0.00149301,58.4098,5.4752,-698.512,0.0061671,0.000266294,0.00128984,0.00632341,0.000287337,0.000188821,0.00122653
266,66.2845,7.29888,-694.895,0.00629329,0.000359875,0.00419105,0.00817904,0.000374392,0.000256211,0.00156966,57.7388,10.3303,-695.125,0.00502862,0.000541929,0.00737033,0.00893923,0.000451827,0.000258114,0.00195336,57.9435,8.07444,-696.71,0.00520983,0.000509053,0.00443273,0.00687003,0.000351844,0.000218571,0.00151767,58.4098,5.4752,-698.512,0.0062614,0.000765049,0.0014157,0.00647089,0.000289049,0.000189154,0.00123363
267,66.2677,7.30347,-694.896,0.00615844,0.000574114,0.00438809,0.00820584,0.000374332,0.000257664,0.00156997,57.7388,10.3303,-695.125,0.00436815,0.000805738,0.00816892,0.00930001,0.00044544,0.00026212,0.00192734,57.9435,8.07444,-696.71,0.00557478,0.00106238,0.00420997,0.00708495,0.000347221,0.00022296,0.00149907,58.4098,5.4752,-698.512,0.0061115,0.00114595,0.00137581,0.00637627,0.000291117,0.000192926,0.00124309
268,66.2609,7.30302,-694.898,0.00593912,0.000394555,0.00574403,0.00896156,0.000373616,0.000256687,0.00156633,57.7388,10.3303,-695.125,0.00424862,0.000487451,0.00994342,0.010825,0.000453405,0.000265713,0.00196158,57.9435,8.07444,-696.71,0.00535658,0.00065503,0.00553835,0.00775075,0.000349396,0.000221626,0.00150796,58.4098,5.4752,-698.512,0.00623132,0.000988879,0.00277834,0.00690242,0.000288511,0.000189327,0.00123147
269,66.1966,7.30455,-694.915,0.00594971,5.67848e-05,0.00562635,0.00881082,0.000372542,0.000256244,0.00156284,57.7388,10.3303,-695.125,0.00448858,-8.39192e-05,0.00965226,0.0106482,0.000444855,0.000258403,0.00192411,57.9435,8.07444,-696.71,0.00534525,8.16147e-05,0.00648849,0.00841458,0.00034397,0.000217427,0.00148439,58.4098,5.4752,-698.512,0.00580984,0.000361057,0.00448865,0.00736048,0.000287593,0.000190177,0.00122793
270,66.231,7.30367,-694.906,0.0059349,-0.000294862,0.00547446,0.00888148,0.000373807,0.000257074,0.00156782,57.7388,10.3303,-695.125,0.00360029,-2.50217e-05,0.0121886,0.0127104,0.000448106,0.000258671,0.00193783,57.9435,8.07444,-696.71,0.00533281,8.59395e-05,0.0057595,0.00788603,0.000349825,0.000217871,0.00150907,58.4098,5.4752,-698.512,0.00612208,0.000238284,0.0031246,0.0068867,0.000287843,0.000190341,0.001229
271,66.231,7.30367,-694.906,0.00617211,-0.000527664,0.00444338,0.00835711,0.000372758,0.00025616,0.00156329,57.7388,10.3303,-695.125,0.00475837,-0.000170964,0.00837593,0.00963622,0.000451477,0.000261701,0.00195263,57.9435,8.07444,-696.71,0.00563264,-0.000100677,0.00458156,0.00728109,0.000346504,0.000219883,0.0014955,58.4098,5.4752,-698.512,0.00612002,-6.07901e-05,0.00280274,0.00675355,0.000286394,0.000190781,0.00122318
272,66.1966,7.30455,-694.915,0.00623327,-0.000546784,0.00353717,0.00816717,0.000373368,0.000255439,0.00156612,57.7388,10.3303,-695.125,0.00414758,-0.000110886,0.0106371,0.0114184,0.000452399,0.000257843,0.00195571,57.9435,8.07444,-696.71,0.00563267,-0.000143077,0.00441025,0.00721618,0.000347879,0.000219418,0.00150118,58.4098,5.4752,-698.512,0.00678383,-7.69646e-05,-0.000472942,0.00680261,0.000289284,0.000190868,0.00123504
273,66.2477,7.29909,-694.905,0.00645524,-0.000325724,0.00213825,0.00774217,0.000372433,0.000255652,0.00156151,57.7388,10.3303,-695.125,0.00419428,-7.23301e-05,0.00811051,0.00913239,0.000448704,0.000261869,0.00194102,57.9435,8.07444,-696.71,0.00494584,-0.000462336,0.00618385,0.00793873,0.000349577,0.000221325,0.00150866,58.4098,5.4752,-698.512,0.00614767,-0.000340683,0.0024104,0.00662615,0.000290073,0.000189304,0.00123787
