"Average",,,,,,,,,,,"P0",,,,,,,,,,"P1",,,,,,,,,,"P2",,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]"
47,66.1183,7.31048,-694.933,0.000334122,0.000358491,0.00290948,0.00342701,0.000370599,0.000253131,0.00155519,57.7388,10.3303,-695.125,-0.000719229,0.000301219,0.00643283,0.00648007,0.000443686,0.000260152,0.00191961,57.9435,8.07444,-696.71,0.000160778,0.000312411,0.00219886,0.00223887,0.000344998,0.000216948,0.00148865,58.4098,5.4752,-698.512,0.000689451,0.000529628,0.000193327,0.00099195,0.000286811,0.000186269,0.00122374
48,66.1568,7.31323,-694.92,0.000462539,0.000671644,0.00174466,0.0030525,0.000372012,0.000253746,0.00156103,57.7388,10.3303,-695.125,1.31717e-05,0.000372198,0.0038095,0.00382887,0.000449713,0.00026371,0.00194569,57.9435,8.07444,-696.71,0.000369066,0.000691115,0.000704708,0.00117529,0.000350504,0.00021822,0.001512,58.4098,5.4752,-698.512,0.000761982,0.00118682,-0.00155935,0.00211,0.000287145,0.000183397,0.00122438
49,66.1568,7.31323,-694.92,0.000328067,0.000593593,0.00126198,0.00249518,0.000371019,0.000254357,0.00155663,57.7388,10.3303,-695.125,0.000121943,0.000489174,0.00243607,0.0024902,0.000440593,0.000258579,0.00190628,57.9435,8.07444,-696.71,0.000373058,0.000799654,0.000777776,0.00120003,0.00034559,0.000215947,0.00149095,58.4098,5.4752,-698.512,0.000608648,0.000996907,-0.000152895,0.00119958,0.000286724,0.000184446,0.00122292
50,66.18,7.30987,-694.916,0.000273464,0.000486536,0.000941391,0.00243856,0.00036962,0.000252146,0.0015506,57.7388,10.3303,-695.125,-0.000335627,9.66303e-05,0.00298016,0.0030014,0.0004462,0.000261556,0.00193048,57.9435,8.07444,-696.71,7.88569e-05,0.000531625,0.0010624,0.00124003,0.000345553,0.000215669,0.00149075,58.4098,5.4752,-698.512,0.000319015,0.000878079,-0.000905882,0.0013283,0.000285521,0.000183541,0.00121776
51,66.1568,7.31323,-694.92,0.000174516,0.000158063,0.00116823,0.00230094,0.000369357,0.000252217,0.00154988,57.7388,10.3303,-695.125,0.000368984,0.000170953,0.00229834,0.00233914,0.000442116,0.000256402,0.00191222,57.9435,8.07444,-696.71,0.000469018,0.000238635,0.000282141,0.000651249,0.000346861,0.000217891,0.00149666,58.4098,5.4752,-698.512,0.000270856,0.000302103,8.083e-05,0.000479244,0.000287918,0.000189298,0.00122907
52,66.0805,7.30999,-694.944,3.84652e-05,-0.000139605,0.00208609,0.0027329,0.000369323,0.000253273,0.00155021,57.7388,10.3303,-695.125,-0.00106271,-0.0002492,0.00553263,0.00563976,0.000439748,0.000253902,0.00190175,57.9435,8.07444,-696.71,-0.000228399,0.000100187,0.00136245,0.00141838,0.000338929,0.000212924,0.00146244,58.4098,5.4752,-698.512,0.000635435,0.000430981,-0.000769762,0.00111964,0.00028049,0.000182446,0.00119685
53,66.1568,7.31323,-694.92,-3.62134e-05,-0.000132255,0.00259062,0.00284433,0.000369991,0.000252356,0.00155223,57.7388,10.3303,-695.125,-0.000163901,0.000349575,0.00317597,0.00320185,0.000445774,0.000257247,0.00192778,57.9435,8.07444,-696.71,0.000153815,9.11424e-06,0.00105699,0.00108271,0.000346183,0.000217862,0.00149381,58.4098,5.4752,-698.512,-1.1144e-05,7.13898e-05,0.000682286,0.000700556,0.000285447,0.000186983,0.00121834
54,66.0503,7.31066,-694.952,-0.000323183,-5.66046e-05,0.00334843,0.00375054,0.000369411,0.000252587,0.00155119,57.7388,10.3303,-695.125,-0.00111554,0.00011201,0.00537518,0.00549124,0.000444719,0.000258642,0.00192364,57.9435,8.07444,-696.71,-0.000911067,-7.70323e-05,0.00379032,0.00389952,0.000346619,0.000218176,0.00149569,58.4098,5.4752,-698.512,-7.6459e-05,0.000325077,0.000726691,0.000822984,0.000284808,0.000186735,0.00121566
55,66.088,7.31115,-694.941,-8.17749e-05,0.000385697,0.00306976,0.00335467,0.000370477,0.000252767,0.00155521,57.7388,10.3303,-695.125,-0.0006875,0.000637176,0.003876,0.00398804,0.000446415,0.00025676,0.00193038,57.9435,8.07444,-696.71,8.91074e-05,0.00049752,0.000902443,0.00110383,0.000342128,0.000216825,0.00147661,58.4098,5.4752,-698.512,0.000362061,0.000653858,0.000300805,0.000978417,0.0002806,0.000184138,0.00119774
56,66.1264,7.3139,-694.928,-5.10328e-06,0.000860445,0.0021465,0.00299398,0.000370747,0.000252768,0.00155577,57.7388,10.3303,-695.125,-0.000535356,0.00153726,0.00349101,0.00385373,0.000443838,0.000264417,0.00192115,57.9435,8.07444,-696.71,-3.62095e-05,0.00110408,0.000929774,0.0015,0.000346054,0.00022001,0.00149367,58.4098,5.4752,-698.512,0.00036995,0.00121517,1.36541e-05,0.00130954,0.000286024,0.000186226,0.00122051
57,66.1264,7.3139,-694.928,0.000129166,0.00126149,0.000986866,0.00272804,0.000370647,0.000252488,0.00155573,57.7388,10.3303,-695.125,-0.000716288,0.00138217,0.00438982,0.00466132,0.00045135,0.000261546,0.00195212,57.9435,8.07444,-696.71,-0.000543458,0.00117305,0.00190743,0.00236072,0.000350153,0.000220879,0.00151104,58.4098,5.4752,-698.512,0.000243927,0.00162849,-0.00162414,0.00232146,0.000285343,0.000186441,0.00121778
58,66.0885,7.31341,-694.939,0.000218384,0.00136716,0.000502839,0.00277414,0.000371987,0.000254012,0.00156129,57.7388,10.3303,-695.125,-0.000313693,0.00179456,0.0026136,0.00318783,0.000447269,0.000258601,0.00193435,57.9435,8.07444,-696.71,0.000153814,0.00135886,-0.000218779,0.00154365,0.000343783,0.000217129,0.00148361,58.4098,5.4752,-698.512,0.000817323,0.00176364,-0.00346174,0.00397142,0.000284523,0.000188011,0.00121483
59,66.0885,7.31341,-694.939,7.15686e-05,0.00123281,0.000791387,0.00273803,0.000370669,0.000253929,0.00155591,57.7388,10.3303,-695.125,-0.000432267,0.00180192,-0.000137438,0.00188664,0.000451175,0.000261918,0.00195148,57.9435,8.07444,-696.71,-0.000375626,0.00131595,-0.000117195,0.00143232,0.000349225,0.000218934,0.00150678,58.4098,5.4752,-698.512,0.000480094,0.00146603,-0.00208245,0.00259606,0.000286399,0.000186469,0.00122211
60,66.0885,7.31341,-694.939,2.73164e-05,0.000999987,0.000790331,0.00251445,0.000370517,0.000253223,0.0015552,57.7388,10.3303,-695.125,-0.000208993,0.00186864,0.00105383,0.00217367,0.000445399,0.000263056,0.00192743,57.9435,8.07444,-696.71,-8.59932e-05,0.00134558,-0.00103106,0.00176363,0.000345805,0.000219698,0.00149258,58.4098,5.4752,-698.512,0.00033915,0.00138745,-0.00285816,0.00319905,0.000282902,0.000185847,0.00120762
61,66.0503,7.31066,-694.952,-6.36012e-05,0.00087783,0.00100696,0.00256415,0.000371592,0.000253806,0.00155964,57.7388,10.3303,-695.125,-0.000419799,0.00150265,0.00279651,0.00320628,0.000437949,0.000256855,0.00189481,57.9435,8.07444,-696.71,-5.68394e-06,0.00113167,-0.00031639,0.001311,0.000344712,0.000214377,0.00148697,58.4098,5.4752,-698.512,0.000261361,0.00104955,-0.0012372,0.00164956,0.000286594,0.000182894,0.00122199
62,66.0503,7.31066,-694.952,-0.0003364,0.000759794,0.0022176,0.00316572,0.000369622,0.000252934,0.00155221,57.7388,10.3303,-695.125,-0.000901269,0.00141833,0.00485248,0.00513647,0.000446091,0.000261755,0.00193006,57.9435,8.07444,-696.71,-0.000187819,0.00106029,0.00161134,0.00201172,0.000346796,0.00021921,0.00149663,58.4098,5.4752,-698.512,0.000150293,0.00091337,-0.000905081,0.00130721,0.000285878,0.00018816,0.00122041
63,66.0503,7.31066,-694.952,-0.000508854,0.00092547,0.00280655,0.00358652,0.000370773,0.000253473,0.00155713,57.7388,10.3303,-695.125,-0.00106141,0.00195387,0.00525829,0.0057104,0.000444487,0.000257734,0.00192248,57.9435,8.07444,-696.71,-0.000455174,0.00147733,0.000864534,0.00193943,0.000344776,0.000216405,0.00148765,58.4098,5.4752,-698.512,0.000161055,0.00133299,-0.00206361,0.00247371,0.000287063,0.000188193,0.00122528
64,66.0503,7.31066,-694.952,-0.000588104,0.00133144,0.00247963,0.00336244,0.0003719,0.000254351,0.00156107,57.7388,10.3303,-695.125,-0.00103212,0.00208622,0.00298551,0.0037933,0.000442337,0.000257145,0.00191332,57.9435,8.07444,-696.71,-0.000582089,0.00175618,0.000286719,0.00196649,0.000344064,0.000215872,0.00148454,58.4098,5.4752,-698.512,0.000132672,0.00192308,-0.00226104,0.00297363,0.000288051,0.000188293,0.00122935
65,66.0503,7.31066,-694.952,-0.000566841,0.00172963,0.00166683,0.00343892,0.000370814,0.000252178,0.00155659,57.7388,10.3303,-695.125,-0.000572321,0.00246991,0.000900921,0.00269686,0.000445934,0.000259999,0.00192905,57.9435,8.07444,-696.71,-0.000361071,0.00210081,-0.000646617,0.00226087,0.000345616,0.000218997,0.00149165,58.4098,5.4752,-698.512,0.000366028,0.00230548,-0.00310581,0.00388667,0.000283226,0.000185179,0.00120877
66,66.0503,7.31066,-694.952,-0.0004048,0.00215739,0.000764377,0.00318254,0.000372389,0.000254275,0.00156324,57.7388,10.3303,-695.125,-0.000707785,0.00237244,0.00187187,0.00310501,0.000443425,0.000260256,0.00191854,57.9435,8.07444,-696.71,-0.00017224,0.00234151,-0.00176073,0.0029882,0.000344347,0.00021846,0.00148623,58.4098,5.4752,-698.512,0.000149496,0.00265735,-0.00333832,0.0042721,0.000286674,0.00018717,0.00122342
67,66.0503,7.31066,-694.952,-0.000470244,0.00210052,-0.000281761,0.00355134,0.000370655,0.000253571,0.0015565,57.7388,10.3303,-695.125,-0.00110228,0.00243242,0.000829068,0.00284233,0.000443045,0.000262128,0.00191735,57.9435,8.07444,-696.71,7.08007e-05,0.00259669,-0.004937,0.00558902,0.000348078,0.000221432,0.00150243,58.4098,5.4752,-698.512,9.97637e-05,0.00270394,-0.00519283,0.00586218,0.000289418,0.00018845,0.00123501
68,66.0503,7.31066,-694.952,-0.000615275,0.00195431,-6.18729e-05,0.00327562,0.000371083,0.000253257,0.00155794,57.7388,10.3303,-695.125,-0.00163459,0.0024391,0.000925167,0.00308141,0.000448354,0.000259721,0.00193916,57.9435,8.07444,-696.71,-0.000810609,0.00231515,-0.00269089,0.00366007,0.000347876,0.000216346,0.00150064,58.4098,5.4752,-698.512,-0.000107959,0.00231822,-0.0042766,0.00486699,0.000287495,0.000185357,0.00122632
69,66.0503,7.31066,-694.952,-0.000730027,0.00158712,1.67935e-05,0.0029834,0.000371706,0.000254349,0.00156051,57.7388,10.3303,-695.125,-0.00101891,0.00184085,0.00166608,0.00268639,0.000449219,0.000263916,0.00194367,57.9435,8.07444,-696.71,-0.000600147,0.00169182,-0.00138073,0.00231681,0.000346689,0.000220755,0.00149648,58.4098,5.4752,-698.512,-0.000171925,0.0018226,-0.00391641,0.00432447,0.000289625,0.000188298,0.00123581
70,66.0503,7.31066,-694.952,-0.00121374,0.00107816,0.00157244,0.00320546,0.000370687,0.000253296,0.00155601,57.7388,10.3303,-695.125,-0.0016298,0.00155781,0.00212025,0.00310443,0.000450136,0.000259874,0.00194668,57.9435,8.07444,-696.71,-0.00145369,0.00133127,0.000538706,0.00210975,0.000350705,0.000218842,0.00151299,58.4098,5.4752,-698.512,-0.000845941,0.00134071,-0.00154499,0.0022306,0.000289922,0.000188865,0.00123718
71,66.0503,7.31066,-694.952,-0.00125228,0.000903928,0.00192392,0.00316926,0.000370645,0.000253373,0.00155595,57.7388,10.3303,-695.125,-0.00202244,0.00110823,0.00447047,0.00503062,0.000444025,0.00025871,0.00192075,57.9435,8.07444,-696.71,-0.00145182,0.00117414,0.000828845,0.00213083,0.000346099,0.000215147,0.00149296,58.4098,5.4752,-698.512,-0.000726044,0.00135776,-0.00167356,0.00230087,0.000285955,0.000183419,0.00121951
72,66.0503,7.31066,-694.952,-0.00143558,0.000913825,0.00228197,0.00351386,0.000369818,0.000252975,0.00155291,57.7388,10.3303,-695.125,-0.00198732,0.001023,0.0060426,0.00644379,0.000442865,0.000259389,0.00191601,57.9435,8.07444,-696.71,-0.00141766,0.00127311,0.00164476,0.00256737,0.000343761,0.000215831,0.00148326,58.4098,5.4752,-698.512,-0.00121698,0.00138505,-0.000443975,0.00191355,0.000284218,0.000184848,0.00121276
73,66.0503,7.31066,-694.952,-0.00139643,0.00112449,0.00185943,0.00342961,0.000371376,0.000253376,0.00155882,57.7388,10.3303,-695.125,-0.00182986,0.00119718,0.00391493,0.00448495,0.000448674,0.000259116,0.00194038,57.9435,8.07444,-696.71,-0.00149884,0.00118885,0.000630702,0.00209434,0.000347952,0.000218205,0.00150131,58.4098,5.4752,-698.512,-0.00112517,0.00151452,-0.00141346,0.00236163,0.000287281,0.000187325,0.00122595
74,66.0503,7.31066,-694.952,-0.00135198,0.00140036,0.00119371,0.00327197,0.00037088,0.000253555,0.00155687,57.7388,10.3303,-695.125,-0.00163683,0.00145797,0.00215518,0.00308073,0.000438267,0.000259702,0.00189676,57.9435,8.07444,-696.71,-0.00110644,0.00157102,-0.00185715,0.00268981,0.000341786,0.000216328,0.00147508,58.4098,5.4752,-698.512,-0.00116098,0.00178867,-0.00318527,0.00384478,0.000285036,0.000185609,0.00121631
75,66.0503,7.31066,-694.952,-0.00129314,0.00181816,-0.000272296,0.0032867,0.000371725,0.00025445,0.00156103,57.7388,10.3303,-695.125,-0.00221715,0.00179456,0.00163072,0.0033005,0.000441885,0.000262225,0.00191251,57.9435,8.07444,-696.71,-0.0013309,0.00197064,-0.00274438,0.00366281,0.000345245,0.000219957,0.00149028,58.4098,5.4752,-698.512,-0.000719728,0.00221389,-0.00465686,0.00521166,0.000285666,0.000187428,0.00121936
76,66.0503,7.31066,-694.952,-0.00127085,0.00177641,-0.000710786,0.00316273,0.000371628,0.000253503,0.00156015,57.7388,10.3303,-695.125,-0.00219928,0.00125977,0.00292505,0.00387239,0.000445269,0.000257724,0.00192578,57.9435,8.07444,-696.71,-0.00139531,0.00189685,-0.00170574,0.00299325,0.0003455,0.000214281,0.00149028,58.4098,5.4752,-698.512,-0.000684601,0.00226022,-0.00482726,0.00537893,0.000289437,0.000186614,0.00123461
77,66.0503,7.31066,-694.952,-0.00133375,0.00165513,-0.00113171,0.00329894,0.000370341,0.000254564,0.00155496,57.7388,10.3303,-695.125,-0.00140484,0.00161089,-0.000910937,0.00233027,0.000445825,0.000257851,0.00192815,57.9435,8.07444,-696.71,-0.00146818,0.00173085,-0.00239342,0.00331936,0.000343772,0.000216744,0.0014835,58.4098,5.4752,-698.512,-0.00104769,0.00185833,-0.00471593,0.00517753,0.000286093,0.000188899,0.0012215
78,66.0503,7.31066,-694.952,-0.00165131,0.00112878,2.75602e-07,0.00308587,0.00037063,0.000252899,0.00155593,57.7388,10.3303,-695.125,-0.00221942,0.00135696,0.000435269,0.0026434,0.000452185,0.000262408,0.00195584,57.9435,8.07444,-696.71,-0.00150866,0.00163418,-0.00306994,0.00380555,0.000346146,0.000220496,0.00149417,58.4098,5.4752,-698.512,-0.00102596,0.00175489,-0.00444636,0.00489055,0.000285392,0.000187452,0.00121825
79,66.0503,7.31066,-694.952,-0.00181077,0.000896679,0.000267701,0.00303778,0.000369463,0.000252742,0.00155123,57.7388,10.3303,-695.125,-0.003111,0.000834429,0.00526107,0.00616949,0.000443331,0.000257923,0.00191767,57.9435,8.07444,-696.71,-0.00223224,0.00102282,0.000519169,0.00260943,0.00034259,0.000215048,0.00147821,58.4098,5.4752,-698.512,-0.00148257,0.00114479,-0.00288822,0.00346688,0.000284629,0.000185628,0.00121465
80,66.0503,7.31066,-694.952,-0.00208538,0.000668415,0.000809927,0.00315845,0.000370678,0.000253729,0.00155636,57.7388,10.3303,-695.125,-0.00264839,0.00112057,0.00223307,0.00364456,0.000446109,0.000260437,0.00192988,57.9435,8.07444,-696.71,-0.00227428,0.00105607,-0.00101982,0.00273216,0.00034373,0.00021791,0.00148355,58.4098,5.4752,-698.512,-0.00214587,0.00105745,-0.00105263,0.00262865,0.000284846,0.000186164,0.00121568
81,66.0503,7.31066,-694.952,-0.00212777,0.000829311,0.00108471,0.00321336,0.000370561,0.000252953,0.00155554,57.7388,10.3303,-695.125,-0.00255177,0.00126794,0.00134068,0.00315103,0.000447825,0.000258055,0.00193661,57.9435,8.07444,-696.71,-0.00219103,0.00107323,1.75607e-05,0.00246242,0.000347781,0.000218303,0.00150062,58.4098,5.4752,-698.512,-0.00186784,0.00122887,-0.00149735,0.00270851,0.000286709,0.000184965,0.00122301
82,66.0503,7.31066,-694.952,-0.00206738,0.0011591,0.000590783,0.00331121,0.000371639,0.000253684,0.00156024,57.7388,10.3303,-695.125,-0.00241167,0.00185351,0.000598127,0.00310528,0.000447278,0.000260087,0.00193473,57.9435,8.07444,-696.71,-0.00195984,0.0016426,-0.00216356,0.00335146,0.000347098,0.00021776,0.00149765,58.4098,5.4752,-698.512,-0.00225076,0.00133335,-0.00150195,0.00302712,0.000286763,0.000185899,0.00122347
83,66.0503,7.31066,-694.952,-0.00222026,0.00160755,0.00021145,0.00370306,0.000370866,0.000254587,0.00155727,57.7388,10.3303,-695.125,-0.00255154,0.00222483,-0.000468343,0.00343256,0.000447382,0.000260741,0.00193531,57.9435,8.07444,-696.71,-0.00205623,0.00197173,-0.00259368,0.00386777,0.000343303,0.0002164,0.00148148,58.4098,5.4752,-698.512,-0.0016075,0.00211449,-0.00418794,0.00496584,0.000282235,0.000184745,0.00120461
84,66.0503,7.31066,-694.952,-0.00210554,0.00191563,-0.0008322,0.00410054,0.000371168,0.000253361,0.00155857,57.7388,10.3303,-695.125,-0.00263931,0.00209977,0.00262808,0.00428663,0.000448793,0.000258559,0.00194078,57.9435,8.07444,-696.71,-0.00220544,0.00196976,-0.00107209,0.00326047,0.000347154,0.000217095,0.00149777,58.4098,5.4752,-698.512,-0.00218513,0.00244683,-0.00448192,0.00556094,0.00028519,0.000186953,0.0012173
85,66.0503,7.31066,-694.952,-0.00207249,0.00191513,-0.0013267,0.00382013,0.00037165,0.00025409,0.00156057,57.7388,10.3303,-695.125,-0.00331806,0.00172536,0.00350786,0.00512979,0.000439749,0.000260485,0.00190316,57.9435,8.07444,-696.71,-0.00252314,0.00178914,-0.00184111,0.00367364,0.000343136,0.000217314,0.00148092,58.4098,5.4752,-698.512,-0.00170452,0.00245952,-0.00498056,0.00581488,0.000285622,0.000186488,0.00121895
86,66.0503,7.31066,-694.952,-0.0020735,0.00179254,-0.00178762,0.00415956,0.000370592,0.000253132,0.0015555,57.7388,10.3303,-695.125,-0.00220419,0.00216005,-0.00198772,0.00367868,0.000445039,0.000255231,0.00192431,57.9435,8.07444,-696.71,-0.00187175,0.00177292,-0.00372147,0.00453506,0.00034447,0.000215208,0.00148615,58.4098,5.4752,-698.512,-0.00187598,0.00205702,-0.00475008,0.00550832,0.000285746,0.000185025,0.00121908
87,66.0503,7.31066,-694.952,-0.0020828,0.00148594,-0.00122798,0.00373952,0.000371784,0.000253967,0.00156074,57.7388,10.3303,-695.125,-0.00239681,0.00220355,-0.000550952,0.00331758,0.000450435,0.000260133,0.00194801,57.9435,8.07444,-696.71,-0.00287922,0.00152057,-0.000983859,0.00345347,0.000345754,0.000217236,0.00149192,58.4098,5.4752,-698.512,-0.00240102,0.00180394,-0.00419495,0.0051631,0.000283287,0.000185523,0.00120913
88,66.0503,7.31066,-694.952,-0.00215047,0.00115122,-0.00049598,0.00363163,0.000370104,0.000252225,0.0015534,57.7388,10.3303,-695.125,-0.00243646,0.00165332,0.000606571,0.00301364,0.000440465,0.000258003,0.00190565,57.9435,8.07444,-696.71,-0.00193282,0.00137167,-0.00246253,0.00346764,0.00034317,0.000215855,0.0014808,58.4098,5.4752,-698.512,-0.0019804,0.00122966,-0.00377574,0.00444255,0.000287194,0.000188277,0.00122585
89,66.0503,7.31066,-694.952,-0.00229093,0.000819185,0.00105061,0.00355448,0.000370157,0.000253244,0.00155419,57.7388,10.3303,-695.125,-0.00320371,0.00154796,0.00295062,0.00462721,0.000446442,0.000255737,0.00193031,57.9435,8.07444,-696.71,-0.00268088,0.00108871,-0.000184721,0.00297494,0.00034494,0.000216233,0.00148832,58.4098,5.4752,-698.512,-0.00231613,0.00116813,-0.00205084,0.00333033,0.000283839,0.000186819,0.00121173
90,66.0503,7.31066,-694.952,-0.00230279,0.00072202,0.00202579,0.0037567,0.000370122,0.000253356,0.00155419,57.7388,10.3303,-695.125,-0.00334737,0.00150831,0.00404459,0.00546409,0.000440931,0.000257926,0.00190759,57.9435,8.07444,-696.71,-0.00277664,0.00097925,0.00145916,0.00335317,0.000342866,0.000216028,0.00147956,58.4098,5.4752,-698.512,-0.00197758,0.000998921,-0.00180199,0.00286464,0.000285267,0.00018696,0.00121761
91,66.0503,7.31066,-694.952,-0.00197166,0.000994781,0.00100056,0.00337897,0.000369602,0.000252909,0.00155167,57.7388,10.3303,-695.125,-0.00192301,0.00177454,0.00103383,0.00281614,0.000444821,0.000257811,0.00192391,57.9435,8.07444,-696.71,-0.00199972,0.00153001,-0.000758709,0.00271396,0.000344535,0.000218296,0.00148699,58.4098,5.4752,-698.512,-0.0021136,0.00161176,-0.00168597,0.00317739,0.000284339,0.000188196,0.00121413
92,66.0503,7.31066,-694.952,-0.00172748,0.00129995,0.00097833,0.00339031,0.000370762,0.000253425,0.00155655,57.7388,10.3303,-695.125,-0.00181945,0.00170871,0.00104879,0.00272803,0.00045449,0.000259399,0.00196491,57.9435,8.07444,-696.71,-0.00187237,0.001468,-0.000161895,0.00242255,0.000348912,0.0002137,0.00150452,58.4098,5.4752,-698.512,-0.0016174,0.00179469,-0.00227538,0.00334533,0.000283495,0.000182022,0.00120907
93,66.0805,7.30999,-694.944,-0.0013307,0.00160527,-0.000337062,0.00307873,0.000371347,0.000254396,0.00155894,57.7388,10.3303,-695.125,-0.00140009,0.00192904,-0.00121316,0.00269043,0.000444691,0.000258089,0.00192343,57.9435,8.07444,-696.71,-0.00173472,0.00187251,-0.000722056,0.00265423,0.000346396,0.000217917,0.00149474,58.4098,5.4752,-698.512,-0.00154622,0.00208984,-0.00174107,0.00313528,0.000287288,0.00018743,0.00122601
94,66.0805,7.30999,-694.944,-0.000855943,0.00170293,-0.00138179,0.00305597,0.000371471,0.000253855,0.00155923,57.7388,10.3303,-695.125,-0.000971062,0.00190471,-0.00132253,0.00251808,0.000449385,0.000258869,0.00194332,57.9435,8.07444,-696.71,-0.00110741,0.00177403,-0.00292985,0.0036067,0.000349201,0.000217682,0.00150646,58.4098,5.4752,-698.512,-0.000994183,0.00210345,-0.00338042,0.00410967,0.000285516,0.000185888,0.00121835
95,66.0503,7.31066,-694.952,-0.000807883,0.00150694,-0.000682514,0.00282308,0.000369771,0.000252579,0.00155244,57.7388,10.3303,-695.125,-0.00149758,0.00133631,0.00137584,0.00247489,0.000440614,0.000260587,0.00190681,57.9435,8.07444,-696.71,-0.000640884,0.00175662,-0.00371525,0.00416232,0.000341793,0.00021841,0.0014755,58.4098,5.4752,-698.512,-0.000726516,0.00205972,-0.00381869,0.00440331,0.000283489,0.000186506,0.00121021
96,66.0503,7.31066,-694.952,-0.000620859,0.0011518,-0.000529457,0.00287019,0.000371028,0.000253456,0.00155758,57.7388,10.3303,-695.125,-0.00145536,0.00137926,0.00131723,0.00242966,0.000443278,0.000260505,0.00191799,57.9435,8.07444,-696.71,-0.000792963,0.00150755,-0.00209144,0.00270537,0.000346522,0.000218899,0.00149544,58.4098,5.4752,-698.512,-0.000496343,0.00161904,-0.00336662,0.00376904,0.000286847,0.000186408,0.00122394
97,66.0805,7.30999,-694.944,-0.000592134,0.000685256,0.00120362,0.00238829,0.000370232,0.000253112,0.00155385,57.7388,10.3303,-695.125,-0.000788819,0.000784599,0.00175208,0.00208402,0.000444981,0.00025884,0.00192479,57.9435,8.07444,-696.71,-0.000341765,0.000977056,-0.00119469,0.00160182,0.000344056,0.000217777,0.00148487,58.4098,5.4752,-698.512,-0.000253297,0.00129769,-0.00199022,0.00239927,0.000284569,0.000186344,0.00121458
98,66.0805,7.30999,-694.944,-0.000377076,0.000444755,0.00202845,0.00280769,0.000369775,0.000252537,0.00155215,57.7388,10.3303,-695.125,-0.00143123,0.000693787,0.00454471,0.00481605,0.00044843,0.000256189,0.00193875,57.9435,8.07444,-696.71,-0.00112769,0.000708059,0.00273606,0.00304593,0.000343913,0.000215937,0.00148394,58.4098,5.4752,-698.512,-0.000507355,0.000755619,0.000761219,0.00121129,0.00028259,0.00018432,0.00120594
99,66.0503,7.31066,-694.952,-9.86422e-05,0.000434666,0.00202575,0.0026874,0.00037129,0.000253412,0.00155893,57.7388,10.3303,-695.125,-0.000410387,0.00039343,0.00287709,0.00293287,0.00044604,0.000256975,0.00192885,57.9435,8.07444,-696.71,-0.000124084,0.00061636,0.000251919,0.000789746,0.000345798,0.000218956,0.00149242,58.4098,5.4752,-698.512,0.000143492,0.00081021,-0.00114006,0.00142971,0.000285966,0.000188159,0.00122077
100,66.0503,7.31066,-694.952,0.000448127,0.000696658,0.00151749,0.00233031,0.000369365,0.000253403,0.0015505,57.7388,10.3303,-695.125,-0.000502933,0.000627644,0.00294179,0.00305075,0.000439498,0.000252968,0.00190051,57.9435,8.07444,-696.71,1.43338e-05,0.000709115,0.000596638,0.0010522,0.000346194,0.000216485,0.0014936,58.4098,5.4752,-698.512,0.000738652,0.00102084,-0.00108328,0.00167231,0.000285269,0.000187799,0.00121782
101,66.1183,7.31048,-694.933,0.000770956,0.000999884,0.00113446,0.00250114,0.000370544,0.000252731,0.00155511,57.7388,10.3303,-695.125,0.000950402,0.00110742,-0.000271412,0.00152585,0.00044718,0.000257121,0.00193367,57.9435,8.07444,-696.71,0.00102488,0.00130587,-0.00165667,0.0023471,0.000345517,0.000216774,0.00149082,58.4098,5.4752,-698.512,0.000837334,0.00148459,-0.00208116,0.00269424,0.000287528,0.000188364,0.00122723
102,66.0503,7.31066,-694.952,0.00130199,0.00125553,0.000438311,0.00286338,0.000370691,0.000253702,0.00155622,57.7388,10.3303,-695.125,-7.15119e-05,0.000918683,0.00370335,0.0038209,0.000444937,0.000257262,0.00192426,57.9435,8.07444,-696.71,0.000939632,0.00138705,-0.00101831,0.00198229,0.000345611,0.000215488,0.00149097,58.4098,5.4752,-698.512,0.00118007,0.00170679,-0.00120983,0.002428,0.000285015,0.000184226,0.00121585
103,66.0503,7.31066,-694.952,0.00178972,0.00142877,-0.000302368,0.00316798,0.00037031,0.000253078,0.00155475,57.7388,10.3303,-695.125,0.00129505,0.00154843,-0.000553401,0.00210824,0.000441718,0.000256705,0.00191061,57.9435,8.07444,-696.71,0.00174355,0.00172458,-0.00406005,0.00474368,0.000342142,0.000216111,0.00147652,58.4098,5.4752,-698.512,0.00139615,0.00182633,-0.00238166,0.00332183,0.00028321,0.000185938,0.0012089
