"Average",,,,,,,,"P0",,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement"
3275,3.84839,2.93288,-505.844,-0.0103707,-0.00288731,-0.0136155,0.0173718,4.033,3.03709,-505.638,-0.0107787,-0.00289593,-0.013478,0.0175012
3276,3.84839,2.93288,-505.844,-0.0106799,-0.00288844,-0.0132863,0.0173027,4.033,3.03709,-505.638,-0.0110877,-0.0029058,-0.0133889,0.0176273
3277,3.84839,2.93288,-505.844,-0.010798,-0.00291883,-0.0129966,0.0171658,4.033,3.03709,-505.638,-0.0112208,-0.00291524,-0.0128195,0.0172869
3278,3.84839,2.93288,-505.844,-0.01079,-0.00275184,-0.0126028,0.0168327,4.033,3.03709,-505.638,-0.0112269,-0.0027645,-0.0125439,0.0170617
3279,3.84839,2.93288,-505.844,-0.0108699,-0.0027119,-0.0124012,0.016723,4.033,3.03709,-505.638,-0.0112921,-0.00273105,-0.0124732,0.017047
3280,3.84839,2.93288,-505.844,-0.0109153,-0.00228278,-0.0124832,0.0167569,4.033,3.03709,-505.638,-0.0113019,-0.00226317,-0.0123332,0.0168832
3281,3.84839,2.93288,-505.844,-0.0109401,-0.00208938,-0.0119347,0.0163495,4.033,3.03709,-505.638,-0.0113128,-0.00205359,-0.0121354,0.0167219
3282,3.84839,2.93288,-505.844,-0.0109833,-0.00168906,-0.0115705,0.0160594,4.033,3.03709,-505.638,-0.0113769,-0.00167131,-0.0115263,0.0162844
3283,3.84839,2.93288,-505.844,-0.0108054,-0.00129652,-0.0120386,0.0162513,4.033,3.03709,-505.638,-0.011227,-0.00126868,-0.0120548,0.016526
3284,3.84839,2.93288,-505.844,-0.0107814,-0.000727297,-0.0118488,0.0160511,4.033,3.03709,-505.638,-0.0111614,-0.000704098,-0.0118895,0.0163251
3285,3.84839,2.93288,-505.844,-0.010661,-0.000341396,-0.0114269,0.0156479,4.033,3.03709,-505.638,-0.0110739,-0.000275183,-0.0113291,0.0158468
3286,3.84839,2.93288,-505.844,-0.0106245,0.000116642,-0.0111644,0.0154229,4.033,3.03709,-505.638,-0.0110251,0.000184142,-0.0112182,0.0157316
3287,3.84839,2.93288,-505.844,-0.010528,0.000298636,-0.0109394,0.0151997,4.033,3.03709,-505.638,-0.0109558,0.000378261,-0.0109453,0.0154935
3288,3.84839,2.93288,-505.844,-0.010393,0.000486963,-0.0114465,0.0154926,4.033,3.03709,-505.638,-0.0108127,0.000539902,-0.0114977,0.0157962
3289,3.84839,2.93288,-505.844,-0.0104114,0.000819703,-0.010704,0.0149667,4.033,3.03709,-505.638,-0.0108199,0.000843802,-0.0108675,0.0153602
3290,3.84839,2.93288,-505.844,-0.0100528,0.000722004,-0.0110193,0.0149501,4.033,3.03709,-505.638,-0.010485,0.000799697,-0.0109653,0.0151948
3291,3.84839,2.93288,-505.844,-0.00974904,0.000598991,-0.0104855,0.0143451,4.033,3.03709,-505.638,-0.010144,0.000679586,-0.0104101,0.0145531
3292,3.84839,2.93288,-505.844,-0.00949631,0.000613739,-0.0108552,0.0144542,4.033,3.03709,-505.638,-0.009894,0.000679272,-0.0109714,0.0147924
3293,3.84839,2.93288,-505.844,-0.00940493,0.000276646,-0.0112078,0.0146511,4.033,3.03709,-505.638,-0.00985466,0.000337225,-0.0112086,0.014931
3294,3.84839,2.93288,-505.844,-0.00912292,-2.12378e-05,-0.0114452,0.014657,4.033,3.03709,-505.638,-0.00954514,2.78812e-05,-0.011415,0.0148831
3295,3.84839,2.93288,-505.844,-0.00902131,-0.000485134,-0.0114869,0.0146355,4.033,3.03709,-505.638,-0.00942431,-0.000447153,-0.0116768,0.0150158
3296,3.84839,2.93288,-505.844,-0.00892797,-0.000734304,-0.0116169,0.0146886,4.033,3.03709,-505.638,-0.00933885,-0.000706735,-0.0115619,0.0148818
3297,3.84839,2.93288,-505.844,-0.00876393,-0.00127375,-0.0124879,0.0153337,4.033,3.03709,-505.638,-0.00914297,-0.00124048,-0.0125386,0.015572
3298,3.84839,2.93288,-505.844,-0.00880527,-0.00194586,-0.0124184,0.0153803,4.033,3.03709,-505.638,-0.00922417,-0.00191272,-0.0124632,0.0156288
3299,3.84839,2.93288,-505.844,-0.00879536,-0.00237958,-0.0121154,0.0151705,4.033,3.03709,-505.638,-0.00921186,-0.00237424,-0.012454,0.0156731
3300,3.84839,2.93288,-505.844,-0.00881829,-0.0028486,-0.0124396,0.0155308,4.033,3.03709,-505.638,-0.00921359,-0.0028622,-0.0124195,0.0157297
3301,3.84839,2.93288,-505.844,-0.00875735,-0.00316533,-0.0122484,0.0154026,4.033,3.03709,-505.638,-0.00919471,-0.00317371,-0.0123183,0.0156982
3302,3.84839,2.93288,-505.844,-0.00880432,-0.00358159,-0.0126908,0.0158731,4.033,3.03709,-505.638,-0.00920131,-0.00357703,-0.0127411,0.0161207
3303,3.84839,2.93288,-505.844,-0.00898553,-0.00373436,-0.0121772,0.0156051,4.033,3.03709,-505.638,-0.00936163,-0.00374042,-0.012402,0.0159856
3304,3.84839,2.93288,-505.844,-0.00905153,-0.00402247,-0.0125521,0.0160083,4.033,3.03709,-505.638,-0.00945118,-0.00400654,-0.0126829,0.0163195
3305,3.84839,2.93288,-505.844,-0.00935636,-0.00390308,-0.0124494,0.0160713,4.033,3.03709,-505.638,-0.00973237,-0.00394701,-0.0124304,0.0162758
3306,3.84839,2.93288,-505.844,-0.00939384,-0.00391408,-0.0126089,0.0162239,4.033,3.03709,-505.638,-0.00979329,-0.00392273,-0.0126426,0.0164694
3307,3.84839,2.93288,-505.844,-0.00962796,-0.00394689,-0.0117756,0.0157235,4.033,3.03709,-505.638,-0.010022,-0.0039528,-0.0119938,0.016123
3308,3.84839,2.93288,-505.844,-0.00975413,-0.00374978,-0.0123097,0.0161673,4.033,3.03709,-505.638,-0.0101573,-0.00373207,-0.0123627,0.016433
3309,3.84839,2.93288,-505.844,-0.00996904,-0.00346105,-0.0117421,0.0157966,4.033,3.03709,-505.638,-0.0103951,-0.0034563,-0.0119839,0.0162375
3310,3.84839,2.93288,-505.844,-0.010009,-0.00307391,-0.0117464,0.0157437,4.033,3.03709,-505.638,-0.0104253,-0.00303779,-0.0118451,0.01607
3311,3.84839,2.93288,-505.844,-0.00999064,-0.00260444,-0.0121147,0.0159344,4.033,3.03709,-505.638,-0.0104145,-0.00257034,-0.0122957,0.0163201
3312,3.84839,2.93288,-505.844,-0.0101538,-0.00229721,-0.0112749,0.0153582,4.033,3.03709,-505.638,-0.010539,-0.00226154,-0.0113228,0.0156344
3313,3.84839,2.93288,-505.844,-0.0102087,-0.0017739,-0.0114885,0.0154772,4.033,3.03709,-505.638,-0.0106084,-0.00175612,-0.0115712,0.0157966
3314,3.84839,2.93288,-505.844,-0.0102215,-0.00137219,-0.0115308,0.0154844,4.033,3.03709,-505.638,-0.0106203,-0.00131647,-0.0117082,0.0158645
3315,3.84839,2.93288,-505.844,-0.010149,-0.00102407,-0.0114545,0.0153503,4.033,3.03709,-505.638,-0.0105596,-0.000958026,-0.0115249,0.015662
3316,3.84839,2.93288,-505.844,-0.0102243,-0.000657411,-0.0116985,0.0155676,4.033,3.03709,-505.638,-0.0106675,-0.000603568,-0.0117148,0.0158576
3317,3.84839,2.93288,-505.844,-0.0101066,-0.000504543,-0.0115199,0.0153467,4.033,3.03709,-505.638,-0.0105212,-0.000440753,-0.011471,0.0155732
3318,3.84839,2.93288,-505.844,-0.0100292,-0.000266419,-0.0120981,0.0157281,4.033,3.03709,-505.638,-0.0104168,-0.000225798,-0.0124113,0.0162069
3319,3.84839,2.93288,-505.844,-0.00983319,-0.000135242,-0.0123303,0.0157879,4.033,3.03709,-505.638,-0.0102672,-6.11098e-05,-0.0123488,0.0160623
3320,3.84839,2.93288,-505.844,-0.00977393,0.00011753,-0.0123352,0.0157523,4.033,3.03709,-505.638,-0.0102329,0.000159366,-0.0123648,0.0160527
3321,3.84839,2.93288,-505.844,-0.00964585,6.95361e-05,-0.0128012,0.0160463,4.033,3.03709,-505.638,-0.0100678,0.000124668,-0.0128457,0.0163243
3322,3.84839,2.93288,-505.844,-0.00960704,5.61797e-06,-0.012304,0.0156176,4.033,3.03709,-505.638,-0.0100235,6.50075e-05,-0.0123663,0.0159192
3323,3.84839,2.93288,-505.844,-0.00941026,-0.000238276,-0.0126922,0.0158116,4.033,3.03709,-505.638,-0.00983606,-0.000181865,-0.0127176,0.0160795
3324,3.84839,2.93288,-505.844,-0.00945812,-0.00032587,-0.0127423,0.0158821,4.033,3.03709,-505.638,-0.00988072,-0.000290835,-0.0128115,0.0161827
3325,3.84839,2.93288,-505.844,-0.00933436,-0.00062966,-0.0134251,0.0163689,4.033,3.03709,-505.638,-0.00973921,-0.000592538,-0.0136472,0.016777
3326,3.84839,2.93288,-505.844,-0.00915016,-0.000838628,-0.0135476,0.0163855,4.033,3.03709,-505.638,-0.00959264,-0.000848431,-0.0136027,0.0166686
3327,3.84839,2.93288,-505.844,-0.00910647,-0.00110542,-0.0140776,0.016818,4.033,3.03709,-505.638,-0.00957628,-0.00109316,-0.0142252,0.017185
3328,3.84839,2.93288,-505.844,-0.00909646,-0.00139111,-0.0137039,0.0165168,4.033,3.03709,-505.638,-0.00950749,-0.00135175,-0.0137959,0.0168102
3329,3.84839,2.93288,-505.844,-0.00915343,-0.00159477,-0.013852,0.0166912,4.033,3.03709,-505.638,-0.0095932,-0.0015481,-0.0138545,0.0169237
3330,3.84839,2.93288,-505.844,-0.00917741,-0.0016693,-0.0145151,0.0172668,4.033,3.03709,-505.638,-0.00956398,-0.00168882,-0.014373,0.0173481
3331,3.84839,2.93288,-505.844,-0.00909198,-0.00200385,-0.0147232,0.0174374,4.033,3.03709,-505.638,-0.00950447,-0.00197579,-0.0148404,0.0177362
3332,3.84839,2.93288,-505.844,-0.00923588,-0.00194485,-0.0138362,0.0167604,4.033,3.03709,-505.638,-0.00964915,-0.00191935,-0.0138531,0.0169922
3333,3.84839,2.93288,-505.844,-0.00926943,-0.00214683,-0.0142531,0.0171485,4.033,3.03709,-505.638,-0.00967767,-0.00215592,-0.0143773,0.0174661
3334,3.84839,2.93288,-505.844,-0.00933673,-0.00221974,-0.0143242,0.0172538,4.033,3.03709,-505.638,-0.00973519,-0.00223524,-0.014446,0.0175645
3335,3.84839,2.93288,-505.844,-0.00936128,-0.002085,-0.0143011,0.0172307,4.033,3.03709,-505.638,-0.00977002,-0.00208607,-0.0143563,0.0174918
3336,3.84839,2.93288,-505.844,-0.0095305,-0.00206053,-0.0141813,0.0172183,4.033,3.03709,-505.638,-0.00993752,-0.00204335,-0.0142399,0.0174852
3337,3.84839,2.93288,-505.844,-0.00954504,-0.00185978,-0.0145691,0.0175299,4.033,3.03709,-505.638,-0.00996554,-0.00185135,-0.0146617,0.0178261
3338,3.84839,2.93288,-505.844,-0.00968689,-0.00171835,-0.0147571,0.0177514,4.033,3.03709,-505.638,-0.0100794,-0.00167758,-0.0150377,0.0181833
3339,3.84839,2.93288,-505.844,-0.00986714,-0.0013737,-0.0141563,0.017319,4.033,3.03709,-505.638,-0.0102577,-0.00135578,-0.014289,0.0176428
3340,3.84839,2.93288,-505.844,-0.0098573,-0.00115577,-0.0144744,0.0175573,4.033,3.03709,-505.638,-0.0102574,-0.00114205,-0.0146045,0.017884
3341,3.84839,2.93288,-505.844,-0.0100639,-0.000708706,-0.0144577,0.0176397,4.033,3.03709,-505.638,-0.010451,-0.000665878,-0.0144462,0.0178438
3342,3.84839,2.93288,-505.844,-0.0100511,-0.000448055,-0.0145153,0.0176725,4.033,3.03709,-505.638,-0.0104487,-0.000426246,-0.014464,0.0178497
3343,3.84839,2.93288,-505.844,-0.010083,-6.54148e-05,-0.0144695,0.0176465,4.033,3.03709,-505.638,-0.010497,-5.69667e-05,-0.0145571,0.0179486
3344,3.84839,2.93288,-505.844,-0.0102602,0.000308847,-0.0145847,0.0178454,4.033,3.03709,-505.638,-0.0106858,0.000308923,-0.0146294,0.0181203
3345,3.84839,2.93288,-505.844,-0.0102364,0.000484212,-0.0142467,0.017555,4.033,3.03709,-505.638,-0.0106367,0.00049711,-0.0143083,0.0178361
3346,3.84839,2.93288,-505.844,-0.0103476,0.000785244,-0.0151639,0.0183873,4.033,3.03709,-505.638,-0.0107251,0.000856733,-0.0153607,0.0187563
3347,3.84839,2.93288,-505.844,-0.0103857,0.00116522,-0.0151854,0.0184423,4.033,3.03709,-505.638,-0.0107593,0.00119396,-0.0151455,0.0186172
3348,3.84839,2.93288,-505.844,-0.0103244,0.00133833,-0.0148991,0.0181893,4.033,3.03709,-505.638,-0.0107219,0.00134211,-0.0148382,0.0183575
3349,3.84839,2.93288,-505.844,-0.0104598,0.00157146,-0.0149227,0.0182993,4.033,3.03709,-505.638,-0.0108612,0.00161184,-0.0148868,0.0184988
3350,3.84839,2.93288,-505.844,-0.0102778,0.0016381,-0.0145252,0.0178776,4.033,3.03709,-505.638,-0.010703,0.00168989,-0.0145636,0.0181533
3351,3.84839,2.93288,-505.844,-0.0104298,0.00158251,-0.0153884,0.0186683,4.033,3.03709,-505.638,-0.0108202,0.0016169,-0.0154216,0.0189098
3352,3.84839,2.93288,-505.844,-0.0104516,0.00164101,-0.0147832,0.0181857,4.033,3.03709,-505.638,-0.0108375,0.00166883,-0.0148715,0.0184777
3353,3.84839,2.93288,-505.844,-0.010476,0.00156517,-0.0156052,0.0188693,4.033,3.03709,-505.638,-0.0108716,0.00160024,-0.0155868,0.0190718
3354,3.84839,2.93288,-505.844,-0.0102914,0.00124627,-0.015419,0.0185907,4.033,3.03709,-505.638,-0.0106805,0.00127223,-0.0152209,0.0186388
3355,3.84839,2.93288,-505.844,-0.0104667,0.00119959,-0.0159388,0.0191163,4.033,3.03709,-505.638,-0.0108502,0.00121394,-0.0158806,0.019273
3356,3.84839,2.93288,-505.844,-0.0104152,0.00107248,-0.015262,0.0185168,4.033,3.03709,-505.638,-0.0108381,0.00110606,-0.0153931,0.0188595
3357,3.84839,2.93288,-505.844,-0.0104274,0.000796479,-0.015665,0.018844,4.033,3.03709,-505.638,-0.0108639,0.000814323,-0.0157449,0.0191474
3358,3.84839,2.93288,-505.844,-0.0105131,0.00052839,-0.0148511,0.0182103,4.033,3.03709,-505.638,-0.0109376,0.000555273,-0.0147826,0.0183977
3359,3.84839,2.93288,-505.844,-0.0104556,0.000306236,-0.0156524,0.0188336,4.033,3.03709,-505.638,-0.010859,0.000311415,-0.0157551,0.0191382
3360,3.84839,2.93288,-505.844,-0.010531,1.6756e-05,-0.0152787,0.0185648,4.033,3.03709,-505.638,-0.0109238,2.02444e-05,-0.0152988,0.0187993
3361,3.84839,2.93288,-505.844,-0.0105396,-0.00018875,-0.0155196,0.0187731,4.033,3.03709,-505.638,-0.0109886,-0.000165824,-0.0155736,0.0190626
3362,3.84839,2.93288,-505.844,-0.0105079,-0.000344226,-0.014998,0.0183218,4.033,3.03709,-505.638,-0.0109246,-0.000344215,-0.0150066,0.0185655
3363,3.84839,2.93288,-505.844,-0.0104992,-0.000631538,-0.0144718,0.0179001,4.033,3.03709,-505.638,-0.0108713,-0.000644412,-0.0145407,0.0181681
3364,3.84839,2.93288,-505.844,-0.0104514,-0.000654362,-0.0145083,0.0178995,4.033,3.03709,-505.638,-0.0108952,-0.000687792,-0.0147173,0.0183251
3365,3.84839,2.93288,-505.844,-0.0105272,-0.000696188,-0.0153352,0.0186238,4.033,3.03709,-505.638,-0.0109597,-0.000681647,-0.0156099,0.0190868
3366,3.84839,2.93288,-505.844,-0.01039,-0.00075565,-0.0148978,0.0181875,4.033,3.03709,-505.638,-0.0108158,-0.00074571,-0.0147878,0.0183369
3367,3.84839,2.93288,-505.844,-0.0104752,-0.000683747,-0.014987,0.0183066,4.033,3.03709,-505.638,-0.0108582,-0.000668836,-0.0149864,0.0185197
3368,3.84839,2.93288,-505.844,-0.0105088,-0.000503585,-0.0149993,0.0183318,4.033,3.03709,-505.638,-0.0109119,-0.000503441,-0.0148753,0.0184565
3369,3.84839,2.93288,-505.844,-0.0105765,-0.0003551,-0.0145194,0.0179704,4.033,3.03709,-505.638,-0.0109624,-0.000319764,-0.0146417,0.0182938
3370,3.84839,2.93288,-505.844,-0.0106972,-0.000247747,-0.0141047,0.01771,4.033,3.03709,-505.638,-0.0111027,-0.000236039,-0.0141983,0.0180261
3371,3.84839,2.93288,-505.844,-0.0107873,-4.84452e-05,-0.0137947,0.0175182,4.033,3.03709,-505.638,-0.0111925,-3.3314e-05,-0.0137818,0.0177545
3372,3.84839,2.93288,-505.844,-0.0107936,0.000186726,-0.0138488,0.0175637,4.033,3.03709,-505.638,-0.011204,0.000184729,-0.0139971,0.0179303
3373,3.84839,2.93288,-505.844,-0.0107066,0.000427211,-0.0141509,0.0177599,4.033,3.03709,-505.638,-0.0111158,0.000427836,-0.0141824,0.018026
3374,3.84839,2.93288,-505.844,-0.0105736,0.000702477,-0.0137768,0.0173857,4.033,3.03709,-505.638,-0.0110052,0.000727667,-0.0138824,0.0177307
3375,3.84839,2.93288,-505.844,-0.0105324,0.000919451,-0.0135538,0.0171978,4.033,3.03709,-505.638,-0.0109297,0.000942524,-0.0135923,0.0174679
3376,3.84839,2.93288,-505.844,-0.0106233,0.00101513,-0.013211,0.0169902,4.033,3.03709,-505.638,-0.0110639,0.00103053,-0.0132966,0.0173292
3377,3.84839,2.93288,-505.844,-0.0104326,0.00121349,-0.0136466,0.0172312,4.033,3.03709,-505.638,-0.0108214,0.00125768,-0.0135869,0.0174165
3378,3.84839,2.93288,-505.844,-0.0105831,0.00136805,-0.0131194,0.0169182,4.033,3.03709,-505.638,-0.0109877,0.00141881,-0.0131816,0.0172197
3379,3.84839,2.93288,-505.844,-0.0105312,0.00135281,-0.0131935,0.0169421,4.033,3.03709,-505.638,-0.0109421,0.00136495,-0.013162,0.0171712
3380,3.84839,2.93288,-505.844,-0.0103924,0.00139068,-0.0135692,0.0171605,4.033,3.03709,-505.638,-0.0108021,0.00142846,-0.013478,0.0173332
3381,3.84839,2.93288,-505.844,-0.0103276,0.00128935,-0.0134279,0.0169962,4.033,3.03709,-505.638,-0.0107151,0.00130966,-0.0135624,0.0173348
3382,3.84839,2.93288,-505.844,-0.0102349,0.0010553,-0.0137289,0.0171713,4.033,3.03709,-505.638,-0.0106372,0.0010713,-0.0137057,0.0173846
3383,3.84839,2.93288,-505.844,-0.0102087,0.00102588,-0.0130803,0.0166299,4.033,3.03709,-505.638,-0.0105825,0.00109049,-0.0130881,0.0168667
3384,3.84839,2.93288,-505.844,-0.0100986,0.000778412,-0.0129405,0.0164424,4.033,3.03709,-505.638,-0.010474,0.000841991,-0.0129654,0.0166898
3385,3.84839,2.93288,-505.844,-0.00996716,0.000396473,-0.0128512,0.0162821,4.033,3.03709,-505.638,-0.0103828,0.000427116,-0.0127791,0.0164725
3386,3.84839,2.93288,-505.844,-0.00997801,0.000241773,-0.0132361,0.0165882,4.033,3.03709,-505.638,-0.0103931,0.000238319,-0.0134535,0.0170035
3387,3.84839,2.93288,-505.844,-0.00994422,-0.000150755,-0.0129581,0.0163458,4.033,3.03709,-505.638,-0.0103593,-0.000132145,-0.01309,0.0166951
3388,3.84839,2.93288,-505.844,-0.00984806,-0.00037521,-0.012912,0.0162519,4.033,3.03709,-505.638,-0.010241,-0.000336145,-0.0130626,0.0166031
3389,3.84839,2.93288,-505.844,-0.00992784,-0.000701169,-0.0123197,0.0158464,4.033,3.03709,-505.638,-0.0103377,-0.000651264,-0.0123186,0.0160954
3390,3.84839,2.93288,-505.844,-0.00997133,-0.00107964,-0.0127739,0.0162505,4.033,3.03709,-505.638,-0.010367,-0.00109518,-0.0127492,0.0164699
3391,3.84839,2.93288,-505.844,-0.00986421,-0.00131041,-0.0119762,0.0155837,4.033,3.03709,-505.638,-0.0102552,-0.0013076,-0.0117672,0.0156649
3392,3.84839,2.93288,-505.844,-0.00986964,-0.00161417,-0.0119378,0.0155826,4.033,3.03709,-505.638,-0.010272,-0.00162667,-0.0119741,0.0158609
3393,3.84839,2.93288,-505.844,-0.00993223,-0.00163917,-0.0116716,0.0154258,4.033,3.03709,-505.638,-0.0103342,-0.00161683,-0.0117174,0.0157086
3394,3.84839,2.93288,-505.844,-0.00979698,-0.00186144,-0.0119409,0.0155694,4.033,3.03709,-505.638,-0.0101629,-0.00186343,-0.0119448,0.0157954
3395,3.84839,2.93288,-505.844,-0.00994091,-0.00191999,-0.011914,0.015647,4.033,3.03709,-505.638,-0.0103703,-0.00193144,-0.0118722,0.0158829
3396,3.84839,2.93288,-505.844,-0.00996644,-0.00192471,-0.0113344,0.0152246,4.033,3.03709,-505.638,-0.0103961,-0.00192857,-0.0114544,0.0155897
3397,3.84839,2.93288,-505.844,-0.0100947,-0.00187091,-0.0112968,0.0152718,4.033,3.03709,-505.638,-0.0104754,-0.001842,-0.0112674,0.0154953
3398,3.84839,2.93288,-505.844,-0.010072,-0.00193038,-0.0112961,0.0152698,4.033,3.03709,-505.638,-0.0105078,-0.00188085,-0.0114078,0.0156253
3399,3.84839,2.93288,-505.844,-0.0101157,-0.00184685,-0.0112337,0.0152372,4.033,3.03709,-505.638,-0.0104786,-0.00183742,-0.0112226,0.0154644
3400,3.84839,2.93288,-505.844,-0.0102372,-0.00162232,-0.0108436,0.0150064,4.033,3.03709,-505.638,-0.0106356,-0.0015783,-0.0110088,0.0153889
3401,3.84839,2.93288,-505.844,-0.0100456,-0.00147843,-0.0112186,0.0151419,4.033,3.03709,-505.638,-0.0104343,-0.0014689,-0.0112652,0.0154267
3402,3.84839,2.93288,-505.844,-0.0100821,-0.0011983,-0.0109067,0.0149154,4.033,3.03709,-505.638,-0.0104787,-0.00115166,-0.0108394,0.0151224
3403,3.84839,2.93288,-505.844,-0.0100401,-0.000935641,-0.0103713,0.0144735,4.033,3.03709,-505.638,-0.0104419,-0.000893121,-0.0104798,0.0148216
3404,3.84839,2.93288,-505.844,-0.00995918,-0.000733664,-0.00997763,0.0141236,4.033,3.03709,-505.638,-0.0103739,-0.000719709,-0.00999777,0.0144258
3405,3.84839,2.93288,-505.844,-0.0098797,-0.000595604,-0.0108837,0.0147203,4.033,3.03709,-505.638,-0.0103012,-0.000563956,-0.0108309,0.0149586
3406,3.84839,2.93288,-505.844,-0.00989098,-0.000301505,-0.0109907,0.0148022,4.033,3.03709,-505.638,-0.0102458,-0.00026556,-0.0109076,0.0149693
3407,3.84839,2.93288,-505.844,-0.0096831,-0.000143487,-0.0115453,0.0150839,4.033,3.03709,-505.638,-0.0100889,-0.000108673,-0.011473,0.0152807
3408,3.84839,2.93288,-505.844,-0.00955465,-9.69531e-05,-0.0104804,0.0141909,4.033,3.03709,-505.638,-0.00994205,-4.50794e-05,-0.0104968,0.0144587
3409,3.84839,2.93288,-505.844,-0.00942589,-0.00010081,-0.0107853,0.0143392,4.033,3.03709,-505.638,-0.00983275,-5.95256e-05,-0.010674,0.0145146
3410,3.84839,2.93288,-505.844,-0.00922646,-0.00011989,-0.0109013,0.0142945,4.033,3.03709,-505.638,-0.00963585,-5.17827e-05,-0.0108724,0.0145295
3411,3.84839,2.93288,-505.844,-0.00897511,-0.000287311,-0.011444,0.0145631,4.033,3.03709,-505.638,-0.009383,-0.000218017,-0.0112896,0.0146836
3412,3.84839,2.93288,-505.844,-0.00878945,-0.000269025,-0.0109287,0.0140452,4.033,3.03709,-505.638,-0.00918167,-0.000242737,-0.0107061,0.0141084
3413,3.84839,2.93288,-505.844,-0.00872809,-0.000368398,-0.0116672,0.0145831,4.033,3.03709,-505.638,-0.00914971,-0.00036711,-0.011829,0.01496
3414,3.84839,2.93288,-505.844,-0.00863882,-0.00058104,-0.0113428,0.0142823,4.033,3.03709,-505.638,-0.0090264,-0.000542016,-0.011403,0.0145548
3415,3.84839,2.93288,-505.844,-0.00843125,-0.000779127,-0.0118397,0.0145718,4.033,3.03709,-505.638,-0.00880619,-0.000755788,-0.0118279,0.0147682
3416,3.84839,2.93288,-505.844,-0.00837308,-0.00104686,-0.0114214,0.0142128,4.033,3.03709,-505.638,-0.00879377,-0.0010225,-0.0114297,0.0144589
3417,3.84839,2.93288,-505.844,-0.0081702,-0.00136548,-0.0116909,0.0143418,4.033,3.03709,-505.638,-0.00858474,-0.0013345,-0.0116097,0.0145022
3418,3.84839,2.93288,-505.844,-0.00812526,-0.00144506,-0.0118994,0.014494,4.033,3.03709,-505.638,-0.00852863,-0.00141086,-0.0118619,0.0146792
3419,3.84839,2.93288,-505.844,-0.00810434,-0.00166013,-0.0114742,0.0141552,4.033,3.03709,-505.638,-0.008488,-0.00161474,-0.0114841,0.0143723
3420,3.84839,2.93288,-505.844,-0.0079554,-0.0020287,-0.0115698,0.0141991,4.033,3.03709,-505.638,-0.00837373,-0.00202407,-0.011443,0.0143245
3421,3.84839,2.93288,-505.844,-0.00800085,-0.00210355,-0.0119317,0.0145317,4.033,3.03709,-505.638,-0.00839951,-0.00209297,-0.0120482,0.0148375
3422,3.84839,2.93288,-505.844,-0.00782711,-0.00221989,-0.0113657,0.0139919,4.033,3.03709,-505.638,-0.00817736,-0.00220626,-0.0113103,0.014132
3423,3.84839,2.93288,-505.844,-0.00805946,-0.00236584,-0.0115649,0.0142993,4.033,3.03709,-505.638,-0.00845908,-0.0023638,-0.0115776,0.0145324
3424,3.84839,2.93288,-505.844,-0.00816879,-0.00228616,-0.0114076,0.0142218,4.033,3.03709,-505.638,-0.00858151,-0.00228526,-0.0114566,0.0144957
3425,3.84839,2.93288,-505.844,-0.00838466,-0.00224262,-0.0112863,0.0142526,4.033,3.03709,-505.638,-0.00877895,-0.00223011,-0.0111601,0.0143754
3426,3.84839,2.93288,-505.844,-0.0082885,-0.00234567,-0.0112578,0.0141918,4.033,3.03709,-505.638,-0.00870244,-0.00231382,-0.0112093,0.0143807
3427,3.84839,2.93288,-505.844,-0.00842133,-0.00219811,-0.0109011,0.0139582,4.033,3.03709,-505.638,-0.00881533,-0.00216017,-0.0110542,0.0143043
3428,3.84839,2.93288,-505.844,-0.00855502,-0.00203123,-0.0106144,0.0137926,4.033,3.03709,-505.638,-0.00897923,-0.00201302,-0.0105101,0.0139699
3429,3.84839,2.93288,-505.844,-0.00863923,-0.00182495,-0.0105867,0.0137986,4.033,3.03709,-505.638,-0.00905042,-0.00181707,-0.0105294,0.0140044
3430,3.84839,2.93288,-505.844,-0.00877343,-0.00144583,-0.010317,0.0136358,4.033,3.03709,-505.638,-0.00917397,-0.00145064,-0.0101383,0.0137519
