"Average",,,,,,,,"P0",,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement"
1729,3.84839,2.93288,-505.844,-0.00737302,0.000105816,-0.0113105,0.0135157,4.033,3.03709,-505.638,-0.00777367,0.000117485,-0.0113532,0.0137619
1730,3.84839,2.93288,-505.844,-0.00736782,-0.000311996,-0.011252,0.0134646,4.033,3.03709,-505.638,-0.00779009,-0.000293782,-0.0113638,0.0137819
1731,3.84839,2.93288,-505.844,-0.00725127,-0.000491168,-0.0113679,0.0135079,4.033,3.03709,-505.638,-0.0076481,-0.000446948,-0.0115916,0.0138968
1732,3.84839,2.93288,-505.844,-0.00717904,-0.000820316,-0.0110814,0.0132377,4.033,3.03709,-505.638,-0.00761382,-0.000794023,-0.0112104,0.0135754
1733,3.84839,2.93288,-505.844,-0.00711027,-0.000995691,-0.0116882,0.0137287,4.033,3.03709,-505.638,-0.00751665,-0.000947056,-0.0117034,0.0139427
1734,3.84839,2.93288,-505.844,-0.00728918,-0.00120135,-0.0117571,0.0138955,4.033,3.03709,-505.638,-0.00769598,-0.00120261,-0.0119073,0.0142303
1735,3.84839,2.93288,-505.844,-0.00728149,-0.0013357,-0.0120392,0.0141419,4.033,3.03709,-505.638,-0.00766408,-0.00133028,-0.0120277,0.0143246
1736,3.84839,2.93288,-505.844,-0.00729955,-0.00154996,-0.0117564,0.0139364,4.033,3.03709,-505.638,-0.00771472,-0.0015368,-0.011878,0.0142478
1737,3.84839,2.93288,-505.844,-0.0073397,-0.00157059,-0.0127085,0.0147734,4.033,3.03709,-505.638,-0.00775447,-0.0015528,-0.0128013,0.015049
1738,3.84839,2.93288,-505.844,-0.00754936,-0.00167905,-0.0128668,0.0150245,4.033,3.03709,-505.638,-0.00798169,-0.00165014,-0.0129859,0.0153338
1739,3.84839,2.93288,-505.844,-0.00768381,-0.00163864,-0.0120591,0.0143998,4.033,3.03709,-505.638,-0.00812532,-0.00160326,-0.0123318,0.0148555
1740,3.84839,2.93288,-505.844,-0.00779978,-0.00143303,-0.0121082,0.0144837,4.033,3.03709,-505.638,-0.00825166,-0.00142374,-0.0123097,0.0148888
1741,3.84839,2.93288,-505.844,-0.00793437,-0.00136829,-0.012513,0.0148912,4.033,3.03709,-505.638,-0.00835292,-0.00134785,-0.0127361,0.015292
1742,3.84839,2.93288,-505.844,-0.00791494,-0.00109473,-0.0119378,0.014373,4.033,3.03709,-505.638,-0.00834607,-0.001091,-0.0120222,0.0146765
1743,3.84839,2.93288,-505.844,-0.00815549,-0.000734506,-0.012083,0.0146097,4.033,3.03709,-505.638,-0.00858928,-0.000710283,-0.0121738,0.0149175
1744,3.84839,2.93288,-505.844,-0.00824057,-0.000452174,-0.0120279,0.0145949,4.033,3.03709,-505.638,-0.00860192,-0.000412982,-0.0121037,0.0148557
1745,3.84839,2.93288,-505.844,-0.00851581,-0.000116528,-0.0128598,0.0154317,4.033,3.03709,-505.638,-0.00893919,-8.70939e-05,-0.01308,0.0158439
1746,3.84839,2.93288,-505.844,-0.00849222,0.00018508,-0.012096,0.0147893,4.033,3.03709,-505.638,-0.00890893,0.000232927,-0.0121434,0.0150638
1747,3.84839,2.93288,-505.844,-0.00867354,0.00070189,-0.0130287,0.0156764,4.033,3.03709,-505.638,-0.00909141,0.000755647,-0.0131559,0.0160105
1748,3.84839,2.93288,-505.844,-0.00883828,0.000948655,-0.0130578,0.0158044,4.033,3.03709,-505.638,-0.00925948,0.00098737,-0.0133313,0.0162627
1749,3.84839,2.93288,-505.844,-0.00892749,0.00130416,-0.0126961,0.0155793,4.033,3.03709,-505.638,-0.00933881,0.00133157,-0.0127671,0.0158741
1750,3.84839,2.93288,-505.844,-0.00894368,0.00169265,-0.0129539,0.015843,4.033,3.03709,-505.638,-0.0093495,0.00169227,-0.0131249,0.0162046
1751,3.84839,2.93288,-505.844,-0.00905409,0.00202975,-0.0145178,0.0172446,4.033,3.03709,-505.638,-0.0094446,0.0020635,-0.0143288,0.0172872
1752,3.84839,2.93288,-505.844,-0.00907372,0.0022424,-0.0130927,0.016092,4.033,3.03709,-505.638,-0.00945762,0.0022974,-0.0131396,0.0163519
1753,3.84839,2.93288,-505.844,-0.00923829,0.00253711,-0.0140116,0.0169841,4.033,3.03709,-505.638,-0.00962394,0.00259476,-0.014179,0.0173335
1754,3.84839,2.93288,-505.844,-0.00917344,0.00270471,-0.014474,0.01736,4.033,3.03709,-505.638,-0.00957497,0.00276842,-0.0144794,0.01758
1755,3.84839,2.93288,-505.844,-0.00929689,0.00276371,-0.0144971,0.0174512,4.033,3.03709,-505.638,-0.00971216,0.00283451,-0.0147686,0.0179029
1756,3.84839,2.93288,-505.844,-0.00927515,0.00274931,-0.0148963,0.0177691,4.033,3.03709,-505.638,-0.00967062,0.0027972,-0.0149222,0.0180011
1757,3.84839,2.93288,-505.844,-0.00934113,0.00280687,-0.0147864,0.0177188,4.033,3.03709,-505.638,-0.00972764,0.00283417,-0.0149079,0.0180254
1758,3.84839,2.93288,-505.844,-0.009422,0.00268054,-0.0158179,0.018613,4.033,3.03709,-505.638,-0.00982644,0.00273928,-0.0158675,0.0188644
1759,3.84839,2.93288,-505.844,-0.00952197,0.00276392,-0.0162599,0.0190541,4.033,3.03709,-505.638,-0.00993726,0.00281971,-0.0163791,0.0193654
1760,3.84839,2.93288,-505.844,-0.00949258,0.00253314,-0.0160671,0.0188398,4.033,3.03709,-505.638,-0.00992144,0.0025815,-0.0161849,0.0191592
1761,3.84839,2.93288,-505.844,-0.00957669,0.00257434,-0.0164236,0.0191958,4.033,3.03709,-505.638,-0.0100088,0.00262591,-0.0163795,0.0193754
1762,3.84839,2.93288,-505.844,-0.00945046,0.00239226,-0.0164749,0.0191476,4.033,3.03709,-505.638,-0.00987162,0.00240074,-0.0166658,0.0195186
1763,3.84839,2.93288,-505.844,-0.00965088,0.00232296,-0.0163714,0.0191502,4.033,3.03709,-505.638,-0.0100317,0.00234678,-0.0164096,0.0193759
1764,3.84839,2.93288,-505.844,-0.00964472,0.00218566,-0.0169401,0.0196239,4.033,3.03709,-505.638,-0.0100797,0.00223725,-0.0169393,0.0198388
1765,3.84839,2.93288,-505.844,-0.00986107,0.00214785,-0.017388,0.0201088,4.033,3.03709,-505.638,-0.0102782,0.00217749,-0.0175773,0.0204782
1766,3.84839,2.93288,-505.844,-0.00998964,0.00208991,-0.0175525,0.0203123,4.033,3.03709,-505.638,-0.0103712,0.00210944,-0.0177261,0.0206463
1767,3.84839,2.93288,-505.844,-0.00981962,0.00189351,-0.0169719,0.0197059,4.033,3.03709,-505.638,-0.0102452,0.0018964,-0.0170163,0.0199534
1768,3.84839,2.93288,-505.844,-0.00994291,0.00196525,-0.0168938,0.0197069,4.033,3.03709,-505.638,-0.0103789,0.00199349,-0.0169788,0.0199999
1769,3.84839,2.93288,-505.844,-0.00993292,0.00174024,-0.0171808,0.0199282,4.033,3.03709,-505.638,-0.0103415,0.00177057,-0.0171509,0.0201062
1770,3.84839,2.93288,-505.844,-0.0099808,0.00198565,-0.0176299,0.0203638,4.033,3.03709,-505.638,-0.0104031,0.0020245,-0.0178017,0.0207187
1771,3.84839,2.93288,-505.844,-0.0101067,0.00208095,-0.0169031,0.0198088,4.033,3.03709,-505.638,-0.010539,0.00209476,-0.0170408,0.020146
1772,3.84839,2.93288,-505.844,-0.0102091,0.00237286,-0.017352,0.0202784,4.033,3.03709,-505.638,-0.0106129,0.00237065,-0.017306,0.0204395
1773,3.84839,2.93288,-505.844,-0.0100736,0.00243659,-0.0171972,0.0200859,4.033,3.03709,-505.638,-0.0104704,0.00248433,-0.0171213,0.0202229
1774,3.84839,2.93288,-505.844,-0.0101976,0.00262697,-0.0173783,0.0203288,4.033,3.03709,-505.638,-0.0106278,0.00267318,-0.0173405,0.020514
1775,3.84839,2.93288,-505.844,-0.0101639,0.00295341,-0.0165941,0.0196898,4.033,3.03709,-505.638,-0.0106011,0.00298201,-0.0165588,0.0198871
1776,3.84839,2.93288,-505.844,-0.0103295,0.0030877,-0.0174343,0.0205068,4.033,3.03709,-505.638,-0.0107777,0.00310721,-0.0175342,0.0208158
1777,3.84839,2.93288,-505.844,-0.0102361,0.00332672,-0.0173725,0.0204461,4.033,3.03709,-505.638,-0.0106465,0.00337023,-0.0174259,0.0206983
1778,3.84839,2.93288,-505.844,-0.0101882,0.0035315,-0.0166543,0.0198457,4.033,3.03709,-505.638,-0.0105885,0.00355987,-0.0168174,0.0201899
1779,3.84839,2.93288,-505.844,-0.0101958,0.00376458,-0.0167241,0.0199552,4.033,3.03709,-505.638,-0.0106104,0.00381423,-0.0167299,0.020176
1780,3.84839,2.93288,-505.844,-0.0101273,0.00401005,-0.0172695,0.0204279,4.033,3.03709,-505.638,-0.0105347,0.00404654,-0.0173535,0.0207018
1781,3.84839,2.93288,-505.844,-0.0101462,0.00422181,-0.0167981,0.0200808,4.033,3.03709,-505.638,-0.0105734,0.00426323,-0.0168854,0.0203745
1782,3.84839,2.93288,-505.844,-0.0100749,0.00437052,-0.017085,0.020321,4.033,3.03709,-505.638,-0.0105014,0.00441305,-0.0170627,0.0205169
1783,3.84839,2.93288,-505.844,-0.0101698,0.00434227,-0.01649,0.0198646,4.033,3.03709,-505.638,-0.0106148,0.00439082,-0.0164267,0.0200459
1784,3.84839,2.93288,-505.844,-0.0101313,0.00440023,-0.0170142,0.0202921,4.033,3.03709,-505.638,-0.0105395,0.00446599,-0.017202,0.0206632
1785,3.84839,2.93288,-505.844,-0.009905,0.00433565,-0.016065,0.0193711,4.033,3.03709,-505.638,-0.0103114,0.00441917,-0.0163694,0.0198455
1786,3.84839,2.93288,-505.844,-0.0099993,0.00426158,-0.0157283,0.0191257,4.033,3.03709,-505.638,-0.010423,0.00429455,-0.0157753,0.0193899
1787,3.84839,2.93288,-505.844,-0.00997821,0.00389236,-0.0161224,0.0193639,4.033,3.03709,-505.638,-0.0103984,0.00389714,-0.0161572,0.0196063
1788,3.84839,2.93288,-505.844,-0.00979913,0.00365319,-0.0157619,0.0189229,4.033,3.03709,-505.638,-0.0102192,0.0036938,-0.0158428,0.0192119
1789,3.84839,2.93288,-505.844,-0.00974155,0.00341638,-0.0161805,0.0191995,4.033,3.03709,-505.638,-0.0101898,0.00346312,-0.0163383,0.019565
1790,3.84839,2.93288,-505.844,-0.00968166,0.0030711,-0.0154752,0.0185218,4.033,3.03709,-505.638,-0.0100907,0.00308855,-0.0155644,0.018806
1791,3.84839,2.93288,-505.844,-0.00973999,0.00268364,-0.0151792,0.0182409,4.033,3.03709,-505.638,-0.0101902,0.00271579,-0.0151818,0.0184856
1792,3.84839,2.93288,-505.844,-0.00959076,0.00229746,-0.0152324,0.0181568,4.033,3.03709,-505.638,-0.0100223,0.0023535,-0.0152687,0.0184165
1793,3.84839,2.93288,-505.844,-0.00973837,0.00177532,-0.0149972,0.0179795,4.033,3.03709,-505.638,-0.010161,0.00180852,-0.0151744,0.0183531
1794,3.84839,2.93288,-505.844,-0.00969814,0.00138383,-0.0147524,0.0177216,4.033,3.03709,-505.638,-0.0101062,0.00142147,-0.0147878,0.0179694
1795,3.84839,2.93288,-505.844,-0.00972835,0.00104393,-0.014287,0.0173205,4.033,3.03709,-505.638,-0.0101405,0.00105993,-0.0143726,0.0176219
1796,3.84839,2.93288,-505.844,-0.00969864,0.000688229,-0.0138462,0.0169267,4.033,3.03709,-505.638,-0.0101028,0.000724558,-0.0141317,0.0173876
1797,3.84839,2.93288,-505.844,-0.0095909,0.000339821,-0.0131681,0.0163024,4.033,3.03709,-505.638,-0.00999174,0.000349254,-0.0133162,0.0166527
1798,3.84839,2.93288,-505.844,-0.00967571,-3.74972e-06,-0.0127205,0.015991,4.033,3.03709,-505.638,-0.0100528,2.1293e-05,-0.0127806,0.0162616
1799,3.84839,2.93288,-505.844,-0.00976909,-0.000175868,-0.0132806,0.0164943,4.033,3.03709,-505.638,-0.0102103,-0.000173942,-0.0135793,0.0169912
1800,3.84839,2.93288,-505.844,-0.00969676,-0.000276089,-0.0117676,0.0152591,4.033,3.03709,-505.638,-0.01014,-0.000262958,-0.0117395,0.0155151
1801,3.84839,2.93288,-505.844,-0.00994596,-0.000398557,-0.0115554,0.0152578,4.033,3.03709,-505.638,-0.0103788,-0.000386338,-0.0116547,0.0156114
1802,3.84839,2.93288,-505.844,-0.0098518,-0.000365255,-0.0113485,0.0150403,4.033,3.03709,-505.638,-0.0102477,-0.000349109,-0.0112698,0.0152369
1803,3.84839,2.93288,-505.844,-0.0099565,-0.00057465,-0.0112772,0.0150675,4.033,3.03709,-505.638,-0.0103706,-0.000520258,-0.0113088,0.0153543
1804,3.84839,2.93288,-505.844,-0.00984102,-0.000626473,-0.0107283,0.0145808,4.033,3.03709,-505.638,-0.0102747,-0.000618621,-0.011046,0.0150998
1805,3.84839,2.93288,-505.844,-0.00983819,-0.000503873,-0.0105746,0.0144675,4.033,3.03709,-505.638,-0.0102447,-0.000476721,-0.0104851,0.0146691
1806,3.84839,2.93288,-505.844,-0.00969407,-0.000349051,-0.00998838,0.0139303,4.033,3.03709,-505.638,-0.0101136,-0.00030744,-0.0100667,0.0142736
1807,3.84839,2.93288,-505.844,-0.00975273,-0.000377072,-0.00968808,0.0137635,4.033,3.03709,-505.638,-0.010156,-0.00032287,-0.00988958,0.0141812
1808,3.84839,2.93288,-505.844,-0.00970044,-0.000280151,-0.0101115,0.0140232,4.033,3.03709,-505.638,-0.0100943,-0.000232251,-0.0101906,0.0143467
1809,3.84839,2.93288,-505.844,-0.00960992,-0.000133838,-0.00892021,0.0131241,4.033,3.03709,-505.638,-0.0100443,-0.000102249,-0.00882988,0.013375
1810,3.84839,2.93288,-505.844,-0.00959994,-0.000111554,-0.00898544,0.0131664,4.033,3.03709,-505.638,-0.0100029,-5.68844e-05,-0.00902098,0.0134727
1811,3.84839,2.93288,-505.844,-0.00933344,-0.000129473,-0.00826151,0.0124775,4.033,3.03709,-505.638,-0.00973106,-9.50747e-05,-0.00842927,0.0128765
1812,3.84839,2.93288,-505.844,-0.00924369,-0.000140309,-0.00830396,0.0124366,4.033,3.03709,-505.638,-0.00965792,-8.42429e-05,-0.00845465,0.0128375
1813,3.84839,2.93288,-505.844,-0.00913559,-0.000274816,-0.00802942,0.0121739,4.033,3.03709,-505.638,-0.0095549,-0.000252017,-0.0080759,0.0125139
1814,3.84839,2.93288,-505.844,-0.00895614,-0.000387396,-0.00815175,0.0121337,4.033,3.03709,-505.638,-0.00936244,-0.000333753,-0.0082785,0.0125048
1815,3.84839,2.93288,-505.844,-0.00864332,-0.000661499,-0.00696638,0.011133,4.033,3.03709,-505.638,-0.00908546,-0.000606731,-0.00712436,0.0115637
1816,3.84839,2.93288,-505.844,-0.0085528,-0.000842104,-0.00683418,0.0109927,4.033,3.03709,-505.638,-0.00899265,-0.000793322,-0.0069173,0.0113743
1817,3.84839,2.93288,-505.844,-0.0083033,-0.00101682,-0.00712918,0.0110081,4.033,3.03709,-505.638,-0.0087074,-0.000979654,-0.00715,0.0113121
1818,3.84839,2.93288,-505.844,-0.00822088,-0.00131142,-0.00747689,0.0112047,4.033,3.03709,-505.638,-0.0086125,-0.00127472,-0.00740775,0.0114331
1819,3.84839,2.93288,-505.844,-0.00790521,-0.00146963,-0.00602727,0.0100579,4.033,3.03709,-505.638,-0.00828736,-0.00142105,-0.00621648,0.0104581
1820,3.84839,2.93288,-505.844,-0.00787684,-0.00190473,-0.00584038,0.0100009,4.033,3.03709,-505.638,-0.00826613,-0.00183305,-0.00611402,0.0104446
1821,3.84839,2.93288,-505.844,-0.00790558,-0.00207605,-0.00604953,0.0101804,4.033,3.03709,-505.638,-0.00830302,-0.00203853,-0.00623651,0.0105839
1822,3.84839,2.93288,-505.844,-0.00760037,-0.00237664,-0.00641897,0.0102445,4.033,3.03709,-505.638,-0.00801493,-0.00236153,-0.0065363,0.0106109
1823,3.84839,2.93288,-505.844,-0.00741813,-0.00258055,-0.00581161,0.00978448,4.033,3.03709,-505.638,-0.00780496,-0.00252908,-0.00594531,0.0101344
1824,3.84839,2.93288,-505.844,-0.00732082,-0.00289747,-0.00566421,0.00971338,4.033,3.03709,-505.638,-0.00773454,-0.00288769,-0.00581486,0.0101002
1825,3.84839,2.93288,-505.844,-0.00716048,-0.00291543,-0.00592586,0.00977018,4.033,3.03709,-505.638,-0.00752501,-0.00289647,-0.00621037,0.0101821
1826,3.84839,2.93288,-505.844,-0.0071893,-0.00309842,-0.00558107,0.00963073,4.033,3.03709,-505.638,-0.00760586,-0.00305333,-0.00581124,0.0100494
1827,3.84839,2.93288,-505.844,-0.0071475,-0.00311221,-0.00520173,0.00938675,4.033,3.03709,-505.638,-0.00753994,-0.00308152,-0.00548256,0.00982022
1828,3.84839,2.93288,-505.844,-0.00712053,-0.00327936,-0.00543324,0.00957158,4.033,3.03709,-505.638,-0.0075142,-0.00327169,-0.00583778,0.0100658
1829,3.84839,2.93288,-505.844,-0.00718609,-0.00321107,-0.00493767,0.00930479,4.033,3.03709,-505.638,-0.00761609,-0.00319283,-0.0049871,0.00964891
1830,3.84839,2.93288,-505.844,-0.00713343,-0.00316802,-0.00531613,0.0094493,4.033,3.03709,-505.638,-0.00753669,-0.00314882,-0.00549188,0.0098429
1831,3.84839,2.93288,-505.844,-0.00708339,-0.00320998,-0.00523698,0.00938198,4.033,3.03709,-505.638,-0.00747662,-0.00320574,-0.00546448,0.00980037
1832,3.84839,2.93288,-505.844,-0.00721663,-0.00299726,-0.00460695,0.00908734,4.033,3.03709,-505.638,-0.00760316,-0.00296951,-0.00478859,0.00946555
1833,3.84839,2.93288,-505.844,-0.00716256,-0.00282471,-0.00486031,0.00913229,4.033,3.03709,-505.638,-0.00758481,-0.00277781,-0.00523916,0.00963184
1834,3.84839,2.93288,-505.844,-0.00719064,-0.0025834,-0.00438791,0.00882338,4.033,3.03709,-505.638,-0.00762247,-0.00256222,-0.00434973,0.0091434
1835,3.84839,2.93288,-505.844,-0.00714195,-0.0023496,-0.00505176,0.00907056,4.033,3.03709,-505.638,-0.00754811,-0.002311,-0.00508836,0.00939311
1836,3.84839,2.93288,-505.844,-0.00717242,-0.00189481,-0.00562999,0.00933465,4.033,3.03709,-505.638,-0.00755975,-0.00186058,-0.00569089,0.00964656
1837,3.84839,2.93288,-505.844,-0.00719614,-0.00165117,-0.0052741,0.00908538,4.033,3.03709,-505.638,-0.00760661,-0.00159135,-0.00525119,0.00938058
1838,3.84839,2.93288,-505.844,-0.0071968,-0.00135186,-0.00574848,0.00932633,4.033,3.03709,-505.638,-0.00760144,-0.00130672,-0.0060055,0.00977806
1839,3.84839,2.93288,-505.844,-0.0072221,-0.00106522,-0.00515653,0.00895173,4.033,3.03709,-505.638,-0.00761395,-0.00099297,-0.00534917,0.00935985
1840,3.84839,2.93288,-505.844,-0.00722247,-0.000765026,-0.00587888,0.0093637,4.033,3.03709,-505.638,-0.00761607,-0.000724649,-0.00589365,0.00966052
1841,3.84839,2.93288,-505.844,-0.00727128,-0.000526752,-0.00556888,0.00918338,4.033,3.03709,-505.638,-0.0076984,-0.000514885,-0.00568275,0.00958394
1842,3.84839,2.93288,-505.844,-0.00713941,-0.000370702,-0.00608224,0.00940308,4.033,3.03709,-505.638,-0.00754615,-0.000314511,-0.00605015,0.00967969
1843,3.84839,2.93288,-505.844,-0.00706396,-0.000153067,-0.00623717,0.00942949,4.033,3.03709,-505.638,-0.00746651,-0.000111078,-0.00640398,0.00983755
1844,3.84839,2.93288,-505.844,-0.00699875,1.74553e-06,-0.00567115,0.00902253,4.033,3.03709,-505.638,-0.00740422,8.53385e-05,-0.00594207,0.00949516
1845,3.84839,2.93288,-505.844,-0.00690865,7.94404e-05,-0.00600899,0.00916993,4.033,3.03709,-505.638,-0.00730021,0.000121376,-0.00616574,0.00955842
1846,3.84839,2.93288,-505.844,-0.00701823,0.000221178,-0.0064366,0.00954084,4.033,3.03709,-505.638,-0.00741155,0.000282245,-0.00650837,0.00986943
1847,3.84839,2.93288,-505.844,-0.00682512,0.000181884,-0.00738636,0.0100799,4.033,3.03709,-505.638,-0.00722587,0.000204217,-0.00764985,0.0105279
1848,3.84839,2.93288,-505.844,-0.00684306,0.000205381,-0.0080165,0.0105501,4.033,3.03709,-505.638,-0.00725052,0.000277573,-0.00822535,0.0109691
1849,3.84839,2.93288,-505.844,-0.00683269,0.000153258,-0.00736516,0.0100597,4.033,3.03709,-505.638,-0.00724095,0.000236456,-0.00743894,0.0103849
1850,3.84839,2.93288,-505.844,-0.0068048,8.70768e-05,-0.00789619,0.0104401,4.033,3.03709,-505.638,-0.00718094,0.000143394,-0.00811041,0.0108355
1851,3.84839,2.93288,-505.844,-0.00668234,4.80715e-06,-0.00775025,0.0102429,4.033,3.03709,-505.638,-0.00705017,1.4642e-05,-0.00783212,0.0105389
1852,3.84839,2.93288,-505.844,-0.00669251,2.03776e-05,-0.00849376,0.0108239,4.033,3.03709,-505.638,-0.00713892,5.99579e-05,-0.00857822,0.0111615
1853,3.84839,2.93288,-505.844,-0.006621,-6.47533e-05,-0.00838392,0.0106917,4.033,3.03709,-505.638,-0.00700303,-3.22548e-05,-0.00845318,0.010978
1854,3.84839,2.93288,-505.844,-0.00684049,-2.13178e-05,-0.00931446,0.0115696,4.033,3.03709,-505.638,-0.00723126,4.9463e-05,-0.00942055,0.0118776
1855,3.84839,2.93288,-505.844,-0.00689861,-0.000119752,-0.00849528,0.0109568,4.033,3.03709,-505.638,-0.00731016,-7.75592e-05,-0.00872303,0.0113832
1856,3.84839,2.93288,-505.844,-0.00683811,-8.62478e-05,-0.00942572,0.0116547,4.033,3.03709,-505.638,-0.00728303,-3.75154e-05,-0.00974789,0.0121694
1857,3.84839,2.93288,-505.844,-0.00706912,4.97362e-05,-0.00946992,0.0118279,4.033,3.03709,-505.638,-0.00747563,9.10587e-05,-0.00978345,0.0123147
1858,3.84839,2.93288,-505.844,-0.00714912,0.000142855,-0.00923582,0.0116866,4.033,3.03709,-505.638,-0.00756376,0.000171112,-0.00940754,0.0120728
1859,3.84839,2.93288,-505.844,-0.0072437,0.000293908,-0.00979172,0.0121926,4.033,3.03709,-505.638,-0.0076427,0.000301835,-0.0100224,0.0126085
1860,3.84839,2.93288,-505.844,-0.00727388,0.000387523,-0.00953324,0.012008,4.033,3.03709,-505.638,-0.0076811,0.000393124,-0.00971077,0.0123889
1861,3.84839,2.93288,-505.844,-0.00737367,0.000668855,-0.0099366,0.0124035,4.033,3.03709,-505.638,-0.00777753,0.000676635,-0.0101201,0.0127832
1862,3.84839,2.93288,-505.844,-0.00746643,0.000947098,-0.00950122,0.0121274,4.033,3.03709,-505.638,-0.0078393,0.000985739,-0.00967236,0.0124899
1863,3.84839,2.93288,-505.844,-0.0075736,0.00134132,-0.0106078,0.013113,4.033,3.03709,-505.638,-0.00797052,0.00137671,-0.0106315,0.0133597
1864,3.84839,2.93288,-505.844,-0.00789872,0.00163382,-0.0101313,0.0129568,4.033,3.03709,-505.638,-0.00832369,0.00167713,-0.0103183,0.0133633
1865,3.84839,2.93288,-505.844,-0.0079165,0.00189427,-0.00989517,0.0128188,4.033,3.03709,-505.638,-0.00832959,0.00192358,-0.00987533,0.0130618
1866,3.84839,2.93288,-505.844,-0.00800963,0.00225146,-0.0113719,0.0141095,4.033,3.03709,-505.638,-0.00842272,0.00233184,-0.0113883,0.0143584
1867,3.84839,2.93288,-505.844,-0.00807091,0.00256667,-0.0104663,0.0134732,4.033,3.03709,-505.638,-0.00850078,0.00262425,-0.0107564,0.0139603
1868,3.84839,2.93288,-505.844,-0.00820708,0.00280604,-0.01086,0.0139082,4.033,3.03709,-505.638,-0.00862836,0.00284255,-0.0109881,0.0142584
1869,3.84839,2.93288,-505.844,-0.00828668,0.00304399,-0.0108071,0.0139615,4.033,3.03709,-505.638,-0.00870416,0.00307362,-0.0108464,0.0142431
1870,3.84839,2.93288,-505.844,-0.0083502,0.00320638,-0.01105,0.0142333,4.033,3.03709,-505.638,-0.00871531,0.0032473,-0.0111498,0.0145219
1871,3.84839,2.93288,-505.844,-0.00827073,0.00336367,-0.0115794,0.0146335,4.033,3.03709,-505.638,-0.00867188,0.00342715,-0.0116924,0.0149568
1872,3.84839,2.93288,-505.844,-0.00836392,0.00356901,-0.0116869,0.0148159,4.033,3.03709,-505.638,-0.00876987,0.00360198,-0.0116989,0.0150587
1873,3.84839,2.93288,-505.844,-0.00838415,0.00368949,-0.0115802,0.0147728,4.033,3.03709,-505.638,-0.00878843,0.00375209,-0.0115963,0.0150271
1874,3.84839,2.93288,-505.844,-0.00859702,0.00357932,-0.0122903,0.015431,4.033,3.03709,-505.638,-0.00904982,0.00366618,-0.0124443,0.0158192
1875,3.84839,2.93288,-505.844,-0.00867735,0.0037087,-0.0119472,0.0152359,4.033,3.03709,-505.638,-0.00908025,0.00377323,-0.0120535,0.0155571
1876,3.84839,2.93288,-505.844,-0.00862478,0.00354298,-0.0121114,0.0152926,4.033,3.03709,-505.638,-0.0090328,0.00356814,-0.0122488,0.0156327
1877,3.84839,2.93288,-505.844,-0.00867412,0.00328751,-0.0120842,0.0152436,4.033,3.03709,-505.638,-0.00908925,0.00334214,-0.0121277,0.0155207
1878,3.84839,2.93288,-505.844,-0.00867608,0.00332081,-0.0121705,0.0153222,4.033,3.03709,-505.638,-0.00910323,0.00338426,-0.012225,0.0156147
1879,3.84839,2.93288,-505.844,-0.00867081,0.00302264,-0.0119964,0.0151174,4.033,3.03709,-505.638,-0.0090763,0.0030718,-0.0120072,0.015363
1880,3.84839,2.93288,-505.844,-0.00882577,0.00300705,-0.0122032,0.0153684,4.033,3.03709,-505.638,-0.0092644,0.00303436,-0.0122737,0.0156756
1881,3.84839,2.93288,-505.844,-0.00890562,0.00295202,-0.0124059,0.0155622,4.033,3.03709,-505.638,-0.00934748,0.00300072,-0.0124784,0.0158781
1882,3.84839,2.93288,-505.844,-0.00893913,0.00278747,-0.0119739,0.0152078,4.033,3.03709,-505.638,-0.00934799,0.00285818,-0.0122168,0.0156472
1883,3.84839,2.93288,-505.844,-0.00919777,0.00284396,-0.0122188,0.015563,4.033,3.03709,-505.638,-0.0095994,0.0029023,-0.0124906,0.0160193
1884,3.84839,2.93288,-505.844,-0.00927898,0.00274,-0.0118528,0.0153096,4.033,3.03709,-505.638,-0.00966672,0.00277597,-0.0120521,0.0156984
1885,3.84839,2.93288,-505.844,-0.00942974,0.00261425,-0.011981,0.0154763,4.033,3.03709,-505.638,-0.00984055,0.0026357,-0.0121543,0.0158599
1886,3.84839,2.93288,-505.844,-0.00950285,0.00264494,-0.0124199,0.0158649,4.033,3.03709,-505.638,-0.00991867,0.00269452,-0.0125943,0.0162564
1887,3.84839,2.93288,-505.844,-0.0095553,0.0026472,-0.0120376,0.015601,4.033,3.03709,-505.638,-0.00996375,0.00265358,-0.0123095,0.0160582
1888,3.84839,2.93288,-505.844,-0.00976802,0.00260716,-0.0122919,0.0159191,4.033,3.03709,-505.638,-0.0102018,0.00265152,-0.0126178,0.0164417
1889,3.84839,2.93288,-505.844,-0.00977455,0.00265813,-0.0121129,0.0157963,4.033,3.03709,-505.638,-0.0101663,0.00271327,-0.0122152,0.0161229
1890,3.84839,2.93288,-505.844,-0.00987274,0.00293737,-0.0120475,0.0158628,4.033,3.03709,-505.638,-0.0102924,0.00299696,-0.0122533,0.0162825
1891,3.84839,2.93288,-505.844,-0.00998868,0.00295953,-0.0118207,0.0157635,4.033,3.03709,-505.638,-0.0104126,0.00299562,-0.0119877,0.0161592
