"R0",,,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]"
1049,2.59726,15.5735,-411.578,0.00293035,-0.00197238,0.00784483,0.00866394,0.000189284,0.000194558,0.000980665
1050,2.59726,15.5735,-411.578,0.00269407,-0.000356692,0.00842736,0.00890014,0.000187715,0.000193116,0.000972203
1051,2.59726,15.5735,-411.578,0.00283174,0.000712729,0.00915231,0.00961907,0.000189774,0.000195164,0.000983283
1052,2.59726,15.5735,-411.578,0.00292603,0.00159463,0.0105699,0.0110975,0.000188941,0.000193824,0.000978559
1053,2.59726,15.5735,-411.578,0.00267154,0.00234626,0.0110109,0.0115865,0.000191431,0.000197042,0.000991623
1054,2.59726,15.5735,-411.578,0.00151516,0.00251677,0.0114807,0.0118645,0.000189336,0.000194894,0.000980836
1055,2.59726,15.5735,-411.578,0.00032476,0.00233326,0.0112814,0.011534,0.000191157,0.000196334,0.000990177
1056,2.59726,15.5735,-411.578,-0.000538026,0.00157869,0.0115629,0.0116891,0.000191129,0.00019608,0.000990013
1057,2.59726,15.5735,-411.578,-0.00150216,0.000334528,0.0115893,0.0116966,0.000187487,0.000193208,0.000971101
1058,2.59726,15.5735,-411.578,-0.00193461,-0.000999357,0.0104971,0.0107271,0.000190716,0.000195839,0.000987962
1059,2.59726,15.5735,-411.578,-0.00213521,-0.00252829,0.0102991,0.010823,0.000188205,0.000193263,0.00097506
1060,2.59726,15.5735,-411.578,-0.0021824,-0.00409771,0.00943586,0.0105375,0.000190272,0.000195344,0.00098557
1061,2.59726,15.5735,-411.578,-0.00198531,-0.00518112,0.00813729,0.00989719,0.000191157,0.000195978,0.000990227
1062,2.59726,15.5735,-411.578,-0.00160805,-0.00638453,0.0074762,0.0100147,0.000189377,0.000194563,0.000981001
1063,2.59726,15.5735,-411.578,-0.00184365,-0.00675428,0.00655754,0.00968532,0.00018975,0.000194803,0.000982893
1064,2.59726,15.5735,-411.578,-0.00251101,-0.00716195,0.0062627,0.0099052,0.00018945,0.000194855,0.000981552
1065,2.59726,15.5735,-411.578,-0.00357129,-0.00704474,0.00590641,0.00991548,0.000190926,0.000196428,0.000989052
1066,2.59726,15.5735,-411.578,-0.00452447,-0.00647689,0.00586811,0.00989202,0.000192475,0.000197618,0.000997226
1067,2.59726,15.5735,-411.578,-0.00494181,-0.00583593,0.00636565,0.0100138,0.000189825,0.000195355,0.000983212
1068,2.59726,15.5735,-411.578,-0.00485659,-0.00491919,0.00579382,0.0091218,0.00018885,0.000194139,0.000978279
1069,2.59726,15.5735,-411.578,-0.00448715,-0.00390288,0.00637791,0.00878407,0.000191041,0.000196134,0.000989598
1070,2.59726,15.5735,-411.578,-0.00408681,-0.00293274,0.0064382,0.00819982,0.00018679,0.00019219,0.000967683
1071,2.59726,15.5735,-411.578,-0.00403419,-0.00152961,0.00636834,0.00772272,0.000190883,0.000196355,0.000988588
1072,2.59726,15.5735,-411.578,-0.00448863,-0.000363504,0.00761231,0.00886697,0.000194727,0.000199895,0.0010087
1073,2.59726,15.5735,-411.578,-0.00512826,0.00074593,0.00748024,0.00915219,0.00018898,0.00019394,0.000978814
1074,2.59726,15.5735,-411.578,-0.00583599,0.00146901,0.00691018,0.00930835,0.000190929,0.000195454,0.000988888
1075,2.59726,15.5735,-411.578,-0.0065117,0.00186146,0.00835074,0.0108337,0.000188433,0.000193678,0.000975981
1076,2.59726,15.5735,-411.578,-0.00667234,0.00176506,0.00787868,0.0105252,0.000194603,0.000200309,0.00100788
1077,2.59726,15.5735,-411.578,-0.0068994,0.0013321,0.00824717,0.0109102,0.000190608,0.000196183,0.000987493
1078,2.59726,15.5735,-411.578,-0.00653616,0.000532994,0.00864921,0.0109176,0.000186974,0.000191928,0.000968763
1079,2.59726,15.5735,-411.578,-0.00616839,-0.000209079,0.00796477,0.0101457,0.000191327,0.000196323,0.000990765
1080,2.59726,15.5735,-411.578,-0.00558416,-0.001327,0.00821611,0.0100511,0.000188814,0.000194291,0.000978359
1081,2.59726,15.5735,-411.578,-0.00545901,-0.00233685,0.00754504,0.00971568,0.000190105,0.000195318,0.000984869
1082,2.59726,15.5735,-411.578,-0.00584239,-0.00314749,0.00633605,0.00936403,0.000189809,0.000195137,0.000983198
1083,2.59726,15.5735,-411.578,-0.00644871,-0.00404319,0.00651797,0.0101202,0.000190453,0.000195858,0.000986472
1084,2.59726,15.5735,-411.578,-0.00720963,-0.0045788,0.00607927,0.0106309,0.000191236,0.000196598,0.000990522
1085,2.59726,15.5735,-411.578,-0.00735076,-0.00525339,0.00563709,0.0107742,0.000187327,0.000192608,0.000970383
1086,2.59726,15.5735,-411.578,-0.00692576,-0.00552401,0.00467424,0.0101814,0.000188939,0.000194327,0.000978918
1087,2.59726,15.5735,-411.578,-0.00618897,-0.00553089,0.00376287,0.00921629,0.000189084,0.000194025,0.000979413
1088,2.59726,15.5735,-411.578,-0.00545219,-0.00541038,0.00417026,0.00885806,0.000188165,0.00019348,0.000974642
1089,2.59726,15.5735,-411.578,-0.00486686,-0.00513505,0.00451836,0.00849005,0.00019121,0.000196275,0.000990392
1090,2.59726,15.5735,-411.578,-0.00475381,-0.00417398,0.00449063,0.0078456,0.000185539,0.000190606,0.000961234
1091,2.59726,15.5735,-411.578,-0.0050323,-0.00316822,0.00442592,0.00749324,0.000191951,0.000196933,0.000994333
1092,2.59726,15.5735,-411.578,-0.00550902,-0.00230868,0.00496011,0.00782786,0.000189964,0.000195206,0.000983925
1093,2.59726,15.5735,-411.578,-0.00582363,-0.00114197,0.00509146,0.00788796,0.000190576,0.000196005,0.000987176
1094,2.59726,15.5735,-411.578,-0.00610465,-0.00067711,0.00557029,0.0083962,0.000189305,0.000194418,0.000980602
1095,2.59726,15.5735,-411.578,-0.00620454,0.000118112,0.00667977,0.00921212,0.000189721,0.000195045,0.000983002
1096,2.59726,15.5735,-411.578,-0.0055545,0.000541116,0.00701645,0.00906266,0.000192719,0.000198271,0.000998295
1097,2.59726,15.5735,-411.578,-0.00503454,0.000829823,0.00734377,0.00901148,0.000188418,0.000193363,0.000976036
1098,2.59726,15.5735,-411.578,-0.00433994,0.00092012,0.0076088,0.00886271,0.00019084,0.000196401,0.000988349
1099,2.59726,15.5735,-411.578,-0.00414502,0.000828604,0.00944389,0.0103677,0.000188279,0.000193523,0.000975216
1100,2.59726,15.5735,-411.578,-0.00414378,0.000688905,0.00844774,0.00944977,0.000189194,0.000195164,0.000979959
1101,2.59726,15.5735,-411.578,-0.00469065,0.000473075,0.00793822,0.00931583,0.000185868,0.000191196,0.00096292
1102,2.59726,15.5735,-411.578,-0.00508389,-0.000225224,0.00906724,0.0104107,0.000189153,0.000194536,0.000979971
1103,2.59726,15.5735,-411.578,-0.00529447,-0.00103969,0.00742451,0.00924323,0.000191477,0.000196448,0.000991496
1104,2.59726,15.5735,-411.578,-0.00478375,-0.00197427,0.00784429,0.00942725,0.000190464,0.000195604,0.000986491
1105,2.59726,15.5735,-411.578,-0.00387154,-0.00279672,0.00833984,0.009664,0.000189429,0.000194681,0.000981021
1106,2.59726,15.5735,-411.578,-0.00276567,-0.00357981,0.00620402,0.00772808,0.000190848,0.000196232,0.000988568
1107,2.59726,15.5735,-411.578,-0.00199579,-0.00424153,0.006809,0.00828865,0.000191948,0.000197421,0.000994205
1108,2.59726,15.5735,-411.578,-0.00143882,-0.00469645,0.00687668,0.00850087,0.000193409,0.000198742,0.00100186
1109,2.59726,15.5735,-411.578,-0.000944873,-0.0047596,0.00632356,0.00808103,0.000186723,0.000191861,0.000967242
1110,2.59726,15.5735,-411.578,-0.0010363,-0.0046837,0.00678998,0.00835255,0.000190318,0.000195669,0.000985804
1111,2.59726,15.5735,-411.578,-0.00137156,-0.00419194,0.00616004,0.0076554,0.000190784,0.000196066,0.000988452
1112,2.59726,15.5735,-411.578,-0.00118434,-0.00389296,0.0066164,0.00781614,0.000187686,0.000192581,0.000972182
1113,2.59726,15.5735,-411.578,-0.000855309,-0.00347189,0.00738164,0.00821905,0.000190272,0.00019551,0.000985604
1114,2.59726,15.5735,-411.578,-2.92385e-05,-0.00299602,0.00671313,0.00738412,0.000190311,0.00019571,0.000985759
1115,2.59726,15.5735,-411.578,0.000883253,-0.00222406,0.00650304,0.00695703,0.000188648,0.000193615,0.000977173
1116,2.59726,15.5735,-411.578,0.00173825,-0.00180893,0.00727331,0.00772104,0.000193065,0.000198404,0.000999877
1117,2.59726,15.5735,-411.578,0.00235071,-0.00107533,0.00744841,0.00793427,0.000190563,0.000195169,0.000987108
1118,2.59726,15.5735,-411.578,0.00246307,-0.000304003,0.00770438,0.00811219,0.000190397,0.000195413,0.000986148
1119,2.59726,15.5735,-411.578,0.00232921,0.000278263,0.00803443,0.00838586,0.000190517,0.000195626,0.000987024
1120,2.59726,15.5735,-411.578,0.00178025,0.00054614,0.0081935,0.00840955,0.000188186,0.000193238,0.000974666
1121,2.59726,15.5735,-411.578,0.0018654,0.000635972,0.00874435,0.00898203,0.000191375,0.000196619,0.000991438
1122,2.59726,15.5735,-411.578,0.0021796,0.0003538,0.00846985,0.00877384,0.000186887,0.000192489,0.000968247
1123,2.59726,15.5735,-411.578,0.00285923,1.13841e-05,0.00794086,0.00848371,0.000187227,0.000192489,0.000969938
1124,2.59726,15.5735,-411.578,0.00376081,-0.000625055,0.00799594,0.00890445,0.000187307,0.000192739,0.00097031
1125,2.59726,15.5735,-411.578,0.00450239,-0.0013364,0.00853464,0.00979331,0.000187406,0.000192867,0.000970739
1126,2.59726,15.5735,-411.578,0.00502902,-0.00203985,0.00813189,0.00980496,0.000188754,0.000194457,0.000977778
1127,2.59726,15.5735,-411.578,0.00509083,-0.00255615,0.00771714,0.00963119,0.000191684,0.000196971,0.00099287
1128,2.59726,15.5735,-411.578,0.00518261,-0.00303664,0.00830019,0.0102733,0.000190453,0.000195697,0.000986439
1129,2.59726,15.5735,-411.578,0.00492648,-0.00329265,0.00826484,0.0101957,0.000189798,0.000194632,0.000982913
1130,2.59726,15.5735,-411.578,0.0053103,-0.00379788,0.00827902,0.0105769,0.000188679,0.000193782,0.000977336
1131,2.59726,15.5735,-411.578,0.00572782,-0.00391598,0.00780603,0.0105279,0.000191645,0.000196985,0.000992716
1132,2.59726,15.5735,-411.578,0.00612376,-0.00390377,0.00742408,0.0104012,0.000191431,0.000196348,0.000991277
1133,2.59726,15.5735,-411.578,0.00685883,-0.00380587,0.00716508,0.0106768,0.000190387,0.000195429,0.000986469
1134,2.59726,15.5735,-411.578,0.00755084,-0.00354634,0.00770657,0.0113908,0.000192898,0.000198243,0.000999125
1135,2.59726,15.5735,-411.578,0.00817159,-0.00320887,0.00694794,0.0113022,0.000190252,0.000195039,0.000985286
1136,2.59726,15.5735,-411.578,0.00843934,-0.00241095,0.00758636,0.0116193,0.000191299,0.000195982,0.000990891
1137,2.59726,15.5735,-411.578,0.00840212,-0.00174189,0.00809292,0.0118381,0.000189004,0.000194004,0.000979059
1138,2.59726,15.5735,-411.578,0.00823898,-0.00102778,0.00755434,0.0112992,0.000193981,0.000199413,0.00100464
1139,2.59726,15.5735,-411.578,0.00831033,-0.000359311,0.00696624,0.0109551,0.000189543,0.000194735,0.000981985
1140,2.59726,15.5735,-411.578,0.00845907,0.000127374,0.00883158,0.0122756,0.000190899,0.000196512,0.000988758
1141,2.59726,15.5735,-411.578,0.00934277,0.000222154,0.00841144,0.0126304,0.000190999,0.000196339,0.000989374
1142,2.59726,15.5735,-411.578,0.00991894,0.000338599,0.00885896,0.0133548,0.000191607,0.000196712,0.000992553
1143,2.59726,15.5735,-411.578,0.0104553,6.73065e-05,0.00918075,0.0139803,0.000191248,0.000196153,0.000990704
1144,2.59726,15.5735,-411.578,0.0108916,-0.00017034,0.00912365,0.0143192,0.000188444,0.000193541,0.000976035
1145,2.59726,15.5735,-411.578,0.010851,-0.00066024,0.0104473,0.0151063,0.000192511,0.000197737,0.00099719
1146,2.59726,15.5735,-411.578,0.0105475,-0.00133289,0.0102669,0.0148672,0.000188656,0.000193645,0.000977085
1147,2.59726,15.5735,-411.578,0.0104912,-0.00177122,0.00916147,0.0140995,0.000190543,0.000195845,0.00098685
1148,2.59726,15.5735,-411.578,0.0103987,-0.00239684,0.00912117,0.0140814,0.000190695,0.000195731,0.000987604
1149,2.59726,15.5735,-411.578,0.010432,-0.00301237,0.00992657,0.0147345,0.000191413,0.000196638,0.00099144
1150,2.59726,15.5735,-411.578,0.0107952,-0.00375911,0.00990755,0.0151941,0.000192027,0.000197438,0.000994803
1151,2.59726,15.5735,-411.578,0.0110627,-0.00415484,0.0103976,0.0157688,0.000191435,0.000196453,0.000991707
1152,2.59726,15.5735,-411.578,0.0116174,-0.00484969,0.0102372,0.0162609,0.000192999,0.000198572,0.000999622
1153,2.59726,15.5735,-411.578,0.0118392,-0.00506159,0.0108349,0.0168685,0.000194455,0.000199721,0.00100714
1154,2.59726,15.5735,-411.578,0.0115218,-0.00500291,0.0109896,0.016718,0.000191254,0.000196737,0.000990718
1155,2.59726,15.5735,-411.578,0.0109401,-0.00480602,0.0103959,0.015884,0.000192777,0.000198014,0.000998492
1156,2.59726,15.5735,-411.578,0.0105808,-0.00430958,0.0105771,0.0156078,0.00019354,0.000198629,0.00100237
1157,2.59726,15.5735,-411.578,0.0101997,-0.00393915,0.00949328,0.0145279,0.000188018,0.000193151,0.000973978
1158,2.59726,15.5735,-411.578,0.0103558,-0.00317102,0.00887458,0.014093,0.000190837,0.000195986,0.000988393
1159,2.59726,15.5735,-411.578,0.0107518,-0.00261405,0.00902462,0.0143516,0.00019484,0.000200529,0.00100918
1160,2.59726,15.5735,-411.578,0.0110443,-0.00231677,0.0096529,0.0149491,0.0001926,0.000198244,0.00099747
1161,2.59726,15.5735,-411.578,0.0115842,-0.00183655,0.0090682,0.0149252,0.000192096,0.000197472,0.000995312
1162,2.59726,15.5735,-411.578,0.01145,-0.0013976,0.00935737,0.0149351,0.00018949,0.000194484,0.000981457
1163,2.59726,15.5735,-411.578,0.0110497,-0.000901596,0.00953295,0.014719,0.000191767,0.000197003,0.000993284
1164,2.59726,15.5735,-411.578,0.0104268,-0.00067378,0.00968547,0.0142725,0.000188679,0.000194005,0.000977414
1165,2.59726,15.5735,-411.578,0.010128,-0.000398198,0.0100012,0.0142789,0.00019399,0.00019845,0.00100474
1166,2.59726,15.5735,-411.578,0.00987735,-0.000486907,0.00926805,0.0136308,0.000189967,0.000195404,0.000984
1167,2.59726,15.5735,-411.578,0.00975973,-0.000679681,0.00940429,0.0136507,0.000191554,0.000196902,0.000992014
1168,2.59726,15.5735,-411.578,0.010022,-0.000988664,0.00959615,0.013943,0.000190424,0.000195583,0.000986433
1169,2.59726,15.5735,-411.578,0.0103016,-0.00131748,0.0096539,0.0142097,0.000192322,0.000197607,0.000996055
1170,2.59726,15.5735,-411.578,0.0106171,-0.00205802,0.0104246,0.0150532,0.000189167,0.000194142,0.000979848
1171,2.59726,15.5735,-411.578,0.0105282,-0.00248564,0.0110076,0.0154632,0.000186846,0.000192353,0.000967809
1172,2.59726,15.5735,-411.578,0.0099889,-0.00316761,0.0108955,0.0151349,0.000189943,0.000195225,0.000983929
1173,2.59726,15.5735,-411.578,0.00904707,-0.00360786,0.0102474,0.0141748,0.00019152,0.000196755,0.000991834
1174,2.59726,15.5735,-411.578,0.00805031,-0.00391279,0.0106135,0.0139146,0.000188938,0.00019419,0.00097871
1175,2.59726,15.5735,-411.578,0.00757891,-0.00391065,0.00935437,0.0126799,0.000190688,0.000195814,0.000987828
1176,2.59726,15.5735,-411.578,0.00752084,-0.00410392,0.00942728,0.0127855,0.00018897,0.000194235,0.000979042
1177,2.59726,15.5735,-411.578,0.00763598,-0.00416904,0.00927645,0.0127423,0.000191906,0.000197301,0.000994241
1178,2.59726,15.5735,-411.578,0.00801329,-0.0039714,0.00933202,0.0129507,0.000191368,0.000196643,0.000991303
1179,2.59726,15.5735,-411.578,0.00804019,-0.00395406,0.00875703,0.0125772,0.000191152,0.000195945,0.000989868
1180,2.59726,15.5735,-411.578,0.0079694,-0.00369648,0.00959079,0.013043,0.000190761,0.000195549,0.000988047
1181,2.59726,15.5735,-411.578,0.00736009,-0.00332409,0.0092467,0.0123418,0.000190873,0.000196157,0.00098868
1182,2.59726,15.5735,-411.578,0.00658759,-0.00286026,0.00957783,0.0120024,0.000191924,0.000196931,0.000994141
1183,2.59726,15.5735,-411.578,0.00569648,-0.00244916,0.0082831,0.0104243,0.00018798,0.00019293,0.000973858
1184,2.59726,15.5735,-411.578,0.00500569,-0.00193712,0.00889616,0.0104239,0.000189912,0.000195085,0.0009836
1185,2.59726,15.5735,-411.578,0.00479691,-0.00160421,0.00844516,0.0098881,0.000191896,0.000197345,0.000993931
1186,2.59726,15.5735,-411.578,0.00468056,-0.00134876,0.00826481,0.00962287,0.000188235,0.000193391,0.000975065
1187,2.59726,15.5735,-411.578,0.00508229,-0.0013886,0.009039,0.0105022,0.000189524,0.000194494,0.000981664
1188,2.59726,15.5735,-411.578,0.00520087,-0.00136466,0.00889755,0.0104775,0.000190052,0.000195238,0.000984248
1189,2.59726,15.5735,-411.578,0.00504319,-0.00138824,0.00900994,0.0104545,0.000191419,0.000196657,0.000991515
1190,2.59726,15.5735,-411.578,0.00444326,-0.00176576,0.00946998,0.0106264,0.000188894,0.000194155,0.000978472
1191,2.59726,15.5735,-411.578,0.00319855,-0.0016886,0.00934577,0.0100378,0.000190218,0.000195321,0.000985202
1192,2.59726,15.5735,-411.578,0.0019063,-0.00200922,0.00923651,0.00966307,0.000190297,0.000195286,0.000985773
1193,2.59726,15.5735,-411.578,0.00109473,-0.00231768,0.00811349,0.00852219,0.000191381,0.000196402,0.000991312
1194,2.59726,15.5735,-411.578,0.000513325,-0.00294447,0.00819012,0.00873124,0.000188865,0.000193957,0.000978408
1195,2.59726,15.5735,-411.578,0.000524168,-0.00326544,0.00800514,0.00869302,0.000191538,0.000196754,0.000992015
1196,2.59726,15.5735,-411.578,0.000560747,-0.00352376,0.00740041,0.00823517,0.000187431,0.000192382,0.000970953
1197,2.59726,15.5735,-411.578,0.000653994,-0.00371874,0.00766976,0.00857599,0.000187444,0.000192405,0.000970952
1198,2.59726,15.5735,-411.578,0.000453946,-0.00371248,0.00728357,0.00822165,0.000188626,0.000193523,0.000977139
1199,2.59726,15.5735,-411.578,-1.09224e-05,-0.00376277,0.00804211,0.00889506,0.000189095,0.000194053,0.000979664
1200,2.59726,15.5735,-411.578,-0.000832932,-0.00363432,0.0079824,0.00882365,0.000188652,0.000193729,0.000977121
1201,2.59726,15.5735,-411.578,-0.00195908,-0.00320749,0.00883015,0.00961263,0.000191957,0.000196982,0.000994396
1202,2.59726,15.5735,-411.578,-0.00267517,-0.00289066,0.00941044,0.0102163,0.000188314,0.000192845,0.000975374
1203,2.59726,15.5735,-411.578,-0.00301724,-0.002644,0.00896172,0.00984211,0.00019179,0.000197268,0.000993602
1204,2.59726,15.5735,-411.578,-0.00276444,-0.0022629,0.00811789,0.00888754,0.00019012,0.000195236,0.000984847
1205,2.59726,15.5735,-411.578,-0.00218221,-0.00193682,0.00818072,0.00870474,0.000188258,0.000193019,0.000975151
1206,2.59726,15.5735,-411.578,-0.00175605,-0.00162087,0.00825744,0.00860952,0.000187999,0.000193151,0.000973758
1207,2.59726,15.5735,-411.578,-0.00165794,-0.00163417,0.00747979,0.00784998,0.000186717,0.000191599,0.000967143
1208,2.59726,15.5735,-411.578,-0.00174261,-0.00143553,0.00812126,0.00844786,0.000188949,0.000194313,0.000978812
1209,2.59726,15.5735,-411.578,-0.00255882,-0.00121207,0.00809541,0.00858801,0.000189732,0.000194707,0.000982712
1210,2.59726,15.5735,-411.578,-0.00338229,-0.00113479,0.00762177,0.00845952,0.000187014,0.000192133,0.000968737
1211,2.59726,15.5735,-411.578,-0.00412639,-0.000911322,0.00647387,0.00778613,0.000188739,0.000194194,0.000977596
1212,2.59726,15.5735,-411.578,-0.004391,-0.00124353,0.00564101,0.0073281,0.000186764,0.000191471,0.000967222
1213,2.59726,15.5735,-411.578,-0.0042295,-0.0016408,0.0067932,0.00820769,0.000186588,0.000192026,0.00096643
1214,2.59726,15.5735,-411.578,-0.00372551,-0.00198725,0.00616552,0.00752061,0.000188292,0.00019348,0.000975468
1215,2.59726,15.5735,-411.578,-0.00324452,-0.00238737,0.0062314,0.00748955,0.000191363,0.000196616,0.000991291
1216,2.59726,15.5735,-411.578,-0.00292805,-0.00272646,0.00660256,0.00777429,0.000186898,0.00019233,0.000968319
1217,2.59726,15.5735,-411.578,-0.00324519,-0.00292608,0.00696342,0.00827106,0.000187743,0.000193119,0.000972539
1218,2.59726,15.5735,-411.578,-0.00390836,-0.00310321,0.00652028,0.00829428,0.000186538,0.000191632,0.000966002
1219,2.59726,15.5735,-411.578,-0.00467725,-0.00309446,0.00721218,0.00918439,0.00018858,0.00019365,0.00097689
1220,2.59726,15.5735,-411.578,-0.00534935,-0.00305519,0.00620108,0.0089521,0.000188298,0.000193551,0.000975401
1221,2.59726,15.5735,-411.578,-0.0058066,-0.00285198,0.00683793,0.00946105,0.000187525,0.00019253,0.000971371
1222,2.59726,15.5735,-411.578,-0.00551653,-0.00279296,0.00665287,0.0091652,0.000189111,0.000194363,0.000979538
1223,2.59726,15.5735,-411.578,-0.0052881,-0.00264747,0.00712866,0.00933717,0.000189711,0.000194688,0.000982377
1224,2.59726,15.5735,-411.578,-0.00451226,-0.00243733,0.00640884,0.00826394,0.000186544,0.000191606,0.000966326
1225,2.59726,15.5735,-411.578,-0.00428282,-0.00219843,0.00642889,0.00809326,0.000190472,0.00019568,0.000986575
1226,2.59726,15.5735,-411.578,-0.00428924,-0.00165097,0.00517774,0.00721681,0.000187823,0.0001928,0.000972792
1227,2.59726,15.5735,-411.578,-0.00470777,-0.00150067,0.0065481,0.00825428,0.000190706,0.000195582,0.000987709
1228,2.59726,15.5735,-411.578,-0.00543842,-0.000919838,0.00592624,0.00819477,0.000187353,0.000192459,0.000970504
1229,2.59726,15.5735,-411.578,-0.00601422,-0.000734586,0.0061476,0.00877247,0.000191026,0.000195645,0.000989499
1230,2.59726,15.5735,-411.578,-0.00654834,-0.000550193,0.00648913,0.0092687,0.000192041,0.000197181,0.000994692
1231,2.59726,15.5735,-411.578,-0.00614686,-0.000583575,0.00604021,0.00874881,0.000190843,0.000196107,0.000988693
1232,2.59726,15.5735,-411.578,-0.00559772,-0.000837107,0.00590736,0.00826171,0.000186883,0.000192366,0.000967965
1233,2.59726,15.5735,-411.578,-0.00464957,-0.000740817,0.00574541,0.00753936,0.000189505,0.000194387,0.000981596
1234,2.59726,15.5735,-411.578,-0.00418357,-0.00116836,0.00572773,0.00727926,0.000189669,0.000194686,0.000982549
1235,2.59726,15.5735,-411.578,-0.00406332,-0.00134201,0.00535388,0.00694801,0.000190151,0.000195252,0.000984804
1236,2.59726,15.5735,-411.578,-0.00430183,-0.00146293,0.00516786,0.00701242,0.000191444,0.00019677,0.00099151
1237,2.59726,15.5735,-411.578,-0.00470226,-0.00177527,0.0050668,0.00721611,0.00018944,0.000194714,0.000981233
1238,2.59726,15.5735,-411.578,-0.00502645,-0.00166781,0.00489977,0.00735279,0.000191737,0.000197021,0.000993162
1239,2.59726,15.5735,-411.578,-0.00543336,-0.00191974,0.00507857,0.00784581,0.000189314,0.000194971,0.000980792
1240,2.59726,15.5735,-411.578,-0.00501701,-0.0018294,0.00473018,0.00731344,0.000189129,0.000194582,0.000979621
1241,2.59726,15.5735,-411.578,-0.00422853,-0.00218544,0.00443906,0.00663627,0.000189361,0.000194509,0.000980751
1242,2.59726,15.5735,-411.578,-0.00353349,-0.00239297,0.0044407,0.00633694,0.000187541,0.000192278,0.000971353
1243,2.59726,15.5735,-411.578,-0.00280677,-0.00246022,0.00472561,0.0060832,0.000189457,0.000194357,0.000981439
1244,2.59726,15.5735,-411.578,-0.00248696,-0.00254053,0.00488628,0.00606941,0.000190128,0.000195626,0.000985127
1245,2.59726,15.5735,-411.578,-0.00248394,-0.00241363,0.00477219,0.00595092,0.000188656,0.000193857,0.000977365
1246,2.59726,15.5735,-411.578,-0.00299294,-0.00187999,0.00442678,0.00591846,0.000188845,0.000193949,0.000978178
1247,2.59726,15.5735,-411.578,-0.00336629,-0.00169204,0.00457811,0.00607432,0.000188732,0.000193883,0.00097753
1248,2.59726,15.5735,-411.578,-0.00327283,-0.00129869,0.00556185,0.00663171,0.000185821,0.000190603,0.000962571
1249,2.59726,15.5735,-411.578,-0.00290261,-0.0011435,0.00568671,0.00651648,0.000188752,0.000194126,0.000977735
1250,2.59726,15.5735,-411.578,-0.002126,-0.0010401,0.00564491,0.00614465,0.000191289,0.00019651,0.000990541
1251,2.59726,15.5735,-411.578,-0.00103984,-0.000963995,0.00526571,0.00551137,0.000189634,0.000195006,0.000982295
1252,2.59726,15.5735,-411.578,-0.000478649,-0.000899686,0.00501973,0.00528214,0.000191655,0.000196855,0.000992908
1253,2.59726,15.5735,-411.578,0.000193767,-0.000944671,0.00487297,0.0049798,0.000186101,0.000191406,0.000964076
1254,2.59726,15.5735,-411.578,0.000353706,-0.000737366,0.00494491,0.00503189,0.000187017,0.00019204,0.000968714
1255,2.59726,15.5735,-411.578,5.13503e-05,-0.000707542,0.00545723,0.00551266,0.000186604,0.000191698,0.00096665
1256,2.59726,15.5735,-411.578,-0.000124724,-0.000682801,0.0057126,0.00576393,0.000186478,0.000191605,0.000966084
1257,2.59726,15.5735,-411.578,1.92546e-05,-0.000659118,0.00561978,0.00567454,0.000190779,0.000195788,0.00098811
1258,2.59726,15.5735,-411.578,0.000352939,-0.000718414,0.00505003,0.00513488,0.000188248,0.000193427,0.000975341
1259,2.59726,15.5735,-411.578,0.000965534,-0.000733981,0.00476651,0.0049327,0.000187814,0.00019289,0.000972947
1260,2.59726,15.5735,-411.578,0.00186099,-0.000902433,0.004115,0.0046389,0.000190952,0.000196217,0.000989173
1261,2.59726,15.5735,-411.578,0.00271042,-0.0011596,0.00417175,0.00529649,0.000189555,0.000194543,0.000981653
1262,2.59726,15.5735,-411.578,0.00295639,-0.00125008,0.00491848,0.00597646,0.000186453,0.000191285,0.000965688
1263,2.59726,15.5735,-411.578,0.0029605,-0.00130531,0.0047092,0.0057808,0.000189064,0.000194129,0.000979496
1264,2.59726,15.5735,-411.578,0.00278173,-0.0014423,0.00552723,0.00642085,0.000186572,0.000191519,0.000966403
1265,2.59726,15.5735,-411.578,0.00244704,-0.00150457,0.0061471,0.00687087,0.000189841,0.000194884,0.000983528
1266,2.59726,15.5735,-411.578,0.00243298,-0.0013784,0.00547522,0.00622917,0.000189876,0.000195059,0.000983499
1267,2.59726,15.5735,-411.578,0.0027256,-0.00138134,0.00645051,0.00717373,0.000188766,0.000193871,0.000977833
1268,2.59726,15.5735,-411.578,0.00363431,-0.0011769,0.00616655,0.00735035,0.000189921,0.000195174,0.000983841
1269,2.59726,15.5735,-411.578,0.00459835,-0.00123751,0.00588945,0.00768018,0.000188425,0.000193835,0.00097637
1270,2.59726,15.5735,-411.578,0.00527408,-0.00146329,0.00618813,0.00836634,0.000192235,0.000197267,0.000995638
1271,2.59726,15.5735,-411.578,0.00546857,-0.00141969,0.00616206,0.00840387,0.000187815,0.000193013,0.000972863
1272,2.59726,15.5735,-411.578,0.00571966,-0.0014043,0.00655426,0.00887663,0.000189506,0.000194605,0.000981597
1273,2.59726,15.5735,-411.578,0.0055809,-0.00119597,0.00628987,0.00855663,0.000192159,0.000196955,0.000995261
1274,2.59726,15.5735,-411.578,0.00532881,-0.00116689,0.00635701,0.00845371,0.000186274,0.000191809,0.000964732
