Temps total (s),Temps de cycle écoulé (s),Nombre total de cycles,Cycles écoulés,Etape,Nombre total de cycles(Forme d'onde Linear),Nombre total de cycles(Forme d'onde Rotary),Pos (ľm),Effort_5N (N)
"22,361","22,361",1,1,1,0,0,"11347,5025","-0,166467857"
"22,362","22,362",1,1,1,0,0,"11347,49714","-0,166097768"
"22,363","22,363",1,1,1,0,0,"11347,51681","-0,166126024"
"22,364","22,364",1,1,1,0,0,"11347,54274","-0,166559126"
"22,365","22,365",1,1,1,0,0,"11347,55078","-0,167368148"
"22,366","22,366",1,1,1,0,0,"11347,54095","-0,168522839"
"22,367","22,367",1,1,1,0,0,"11347,53201","-0,169795267"
"22,368","22,368",1,1,1,0,0,"11347,53916","-0,170925949"
"22,369","22,369",1,1,1,0,0,"11347,55078","-0,171810463"
"22,37","22,37",1,1,1,0,0,"11347,5633","-0,172480401"
"22,371","22,371",1,1,1,0,0,"11347,57403","-0,1730101"
"22,372","22,372",1,1,1,0,0,"11347,57045","-0,173351951"
"22,373","22,373",1,1,1,0,0,"11347,54721","-0,173259117"
"22,374","22,374",1,1,1,0,0,"11347,52128","-0,172701571"
"22,375","22,375",1,1,1,0,0,"11347,51323","-0,171939079"
"22,376","22,376",1,1,1,0,0,"11347,52486","-0,171267185"
"22,377","22,377",1,1,1,0,0,"11347,54899","-0,170786865"
"22,378","22,378",1,1,1,0,0,"11347,56151","-0,170495827"
"22,379","22,379",1,1,1,0,0,"11347,56062","-0,170391891"
"22,38","22,38",1,1,1,0,0,"11347,55704","-0,170525927"
"22,381","22,381",1,1,1,0,0,"11347,55525","-0,17091861"
"22,382","22,382",1,1,1,0,0,"11347,57135","-0,171546508"
"22,383","22,383",1,1,1,0,0,"11347,59459","-0,172401164"
"22,384","22,384",1,1,1,0,0,"11347,60264","-0,173381623"
"22,385","22,385",1,1,1,0,0,"11347,59102","-0,174235404"
"22,386","22,386",1,1,1,0,0,"11347,55794","-0,174764283"
"22,387","22,387",1,1,1,0,0,"11347,52038","-0,175016373"
"22,388","22,388",1,1,1,0,0,"11347,50608","-0,175112262"
"22,389","22,389",1,1,1,0,0,"11347,51323","-0,175007079"
"22,39","22,39",1,1,1,0,0,"11347,53022","-0,174613893"
"22,391","22,391",1,1,1,0,0,"11347,54184","-0,174004771"
"22,392","22,392",1,1,1,0,0,"11347,54631","-0,173282754"
"22,393","22,393",1,1,1,0,0,"11347,55168","-0,172544979"
"22,394","22,394",1,1,1,0,0,"11347,56419","-0,171805825"
"22,395","22,395",1,1,1,0,0,"11347,57492","-0,171158761"
"22,396","22,396",1,1,1,0,0,"11347,57761","-0,170802996"
"22,397","22,397",1,1,1,0,0,"11347,57492","-0,170735568"
"22,398","22,398",1,1,1,0,0,"11347,56509","-0,170811526"
"22,399","22,399",1,1,1,0,0,"11347,54631","-0,171027984"
"22,4","22,4",1,1,1,0,0,"11347,52575","-0,171504691"
"22,401","22,401",1,1,1,0,0,"11347,51591","-0,172244776"
"22,402","22,402",1,1,1,0,0,"11347,5186","-0,173044652"
"22,403","22,403",1,1,1,0,0,"11347,52843","-0,173674077"
"22,404","22,404",1,1,1,0,0,"11347,54274","-0,174086224"
"22,405","22,405",1,1,1,0,0,"11347,55883","-0,174289811"
"22,406","22,406",1,1,1,0,0,"11347,56419","-0,174251553"
"22,407","22,407",1,1,1,0,0,"11347,55883","-0,173937399"
"22,408","22,408",1,1,1,0,0,"11347,55078","-0,173408855"
"22,409","22,409",1,1,1,0,0,"11347,55078","-0,172687005"
"22,41","22,41",1,1,1,0,0,"11347,56509","-0,171776991"
"22,411","22,411",1,1,1,0,0,"11347,58118","-0,170753691"
"22,412","22,412",1,1,1,0,0,"11347,58476","-0,169885177"
"22,413","22,413",1,1,1,0,0,"11347,56866","-0,169460401"
"22,414","22,414",1,1,1,0,0,"11347,53469","-0,169550907"
"22,415","22,415",1,1,1,0,0,"11347,50876","-0,170023553"
"22,416","22,416",1,1,1,0,0,"11347,5186","-0,170742869"
"22,417","22,417",1,1,1,0,0,"11347,54631","-0,171673186"
"22,418","22,418",1,1,1,0,0,"11347,56598","-0,172775611"
"22,419","22,419",1,1,1,0,0,"11347,56598","-0,173988529"
"22,42","22,42",1,1,1,0,0,"11347,5481","-0,175127368"
"22,421","22,421",1,1,1,0,0,"11347,53648","-0,17607959"
"22,422","22,422",1,1,1,0,0,"11347,54721","-0,176722687"
"22,423","22,423",1,1,1,0,0,"11347,57492","-0,176889822"
"22,424","22,424",1,1,1,0,0,"11347,59459","-0,176553931"
"22,425","22,425",1,1,1,0,0,"11347,59459","-0,175878499"
"22,426","22,426",1,1,1,0,0,"11347,57403","-0,174979512"
"22,427","22,427",1,1,1,0,0,"11347,54184","-0,173857324"
"22,428","22,428",1,1,1,0,0,"11347,5177","-0,172520801"
"22,429","22,429",1,1,1,0,0,"11347,51413","-0,171160977"
"22,43","22,43",1,1,1,0,0,"11347,52933","-0,169999842"
"22,431","22,431",1,1,1,0,0,"11347,54899","-0,169208162"
"22,432","22,432",1,1,1,0,0,"11347,56151","-0,168829542"
"22,433","22,433",1,1,1,0,0,"11347,55615","-0,168758929"
"22,434","22,434",1,1,1,0,0,"11347,5481","-0,168951638"
"22,435","22,435",1,1,1,0,0,"11347,54184","-0,169445723"
"22,436","22,436",1,1,1,0,0,"11347,55436","-0,170124117"
"22,437","22,437",1,1,1,0,0,"11347,5785","-0,170713086"
"22,438","22,438",1,1,1,0,0,"11347,59459","-0,171185471"
"22,439","22,439",1,1,1,0,0,"11347,58476","-0,171515197"
"22,44","22,44",1,1,1,0,0,"11347,5481","-0,17159868"
"22,441","22,441",1,1,1,0,0,"11347,50966","-0,171391852"
"22,442","22,442",1,1,1,0,0,"11347,50608","-0,170947723"
"22,443","22,443",1,1,1,0,0,"11347,53022","-0,1702944"
"22,444","22,444",1,1,1,0,0,"11347,56151","-0,169452522"
"22,445","22,445",1,1,1,0,0,"11347,57492","-0,168540757"
"22,446","22,446",1,1,1,0,0,"11347,5633","-0,167691596"
"22,447","22,447",1,1,1,0,0,"11347,54005","-0,167023838"
"22,448","22,448",1,1,1,0,0,"11347,53201","-0,166629329"
"22,449","22,449",1,1,1,0,0,"11347,54363","-0,166553333"
"22,45","22,45",1,1,1,0,0,"11347,56419","-0,166838542"
"22,451","22,451",1,1,1,0,0,"11347,57313","-0,167489164"
"22,452","22,452",1,1,1,0,0,"11347,57313","-0,168386735"
"22,453","22,453",1,1,1,0,0,"11347,57313","-0,169433877"
"22,454","22,454",1,1,1,0,0,"11347,57313","-0,170520972"
"22,455","22,455",1,1,1,0,0,"11347,57224","-0,171537232"
"22,456","22,456",1,1,1,0,0,"11347,5633","-0,172370542"
"22,457","22,457",1,1,1,0,0,"11347,54631","-0,172987655"
"22,458","22,458",1,1,1,0,0,"11347,52664","-0,173393786"
"22,459","22,459",1,1,1,0,0,"11347,52307","-0,173545256"
"22,46","22,46",1,1,1,0,0,"11347,5338","-0,173447486"
"22,461","22,461",1,1,1,0,0,"11347,54989","-0,173196364"
"22,462","22,462",1,1,1,0,0,"11347,56598","-0,172871761"
"22,463","22,463",1,1,1,0,0,"11347,58208","-0,172577817"
"22,464","22,464",1,1,1,0,0,"11347,58208","-0,17244447"
"22,465","22,465",1,1,1,0,0,"11347,56151","-0,172504187"
"22,466","22,466",1,1,1,0,0,"11347,5329","-0,172733627"
"22,467","22,467",1,1,1,0,0,"11347,5177","-0,173080582"
"22,468","22,468",1,1,1,0,0,"11347,52486","-0,173507631"
"22,469","22,469",1,1,1,0,0,"11347,5481","-0,174015742"
"22,47","22,47",1,1,1,0,0,"11347,56419","-0,174507145"
"22,471","22,471",1,1,1,0,0,"11347,56419","-0,174999554"
"22,472","22,472",1,1,1,0,0,"11347,55615","-0,175458323"
"22,473","22,473",1,1,1,0,0,"11347,5481","-0,175878368"
"22,474","22,474",1,1,1,0,0,"11347,54005","-0,176269542"
"22,475","22,475",1,1,1,0,0,"11347,53827","-0,176442806"
"22,476","22,476",1,1,1,0,0,"11347,54274","-0,176328309"
"22,477","22,477",1,1,1,0,0,"11347,55078","-0,176074002"
"22,478","22,478",1,1,1,0,0,"11347,55883","-0,17677743"
"22,479","22,479",1,1,1,0,0,"11347,56241","-0,186498221"
"22,48","22,48",1,1,1,0,0,"11347,55525","-0,222528838"
"22,481","22,481",1,1,1,0,0,"11347,54721","-0,298739728"
"22,482","22,482",1,1,1,0,0,"11347,54184","-0,414322019"
"22,483","22,483",1,1,1,0,0,"11347,5481","-0,551141985"
"22,484","22,484",1,1,1,0,0,"11347,55525","-0,675573349"
"22,485","22,485",1,1,1,0,0,"11347,55078","-0,751061067"
"22,486","22,486",1,1,1,0,0,"11347,53916","-0,754774436"
"22,487","22,487",1,1,1,0,0,"11347,52843","-0,683565661"
"22,488","22,488",1,1,1,0,0,"11347,53201","-0,549035743"
"22,489","22,489",1,1,1,0,0,"11347,54452","-0,370465778"
"22,49","22,49",1,1,1,0,0,"11347,55525","-0,170625877"
"22,491","22,491",1,1,1,0,0,"11347,55704","0,025931909"
"22,492","22,492",1,1,1,0,0,"11347,55436","0,19519737"
"22,493","22,493",1,1,1,0,0,"11347,54989","0,316462778"
"22,494","22,494",1,1,1,0,0,"11347,55078","0,375120491"
"22,495","22,495",1,1,1,0,0,"11347,55704","0,364665836"
"22,496","22,496",1,1,1,0,0,"11347,56598","0,287299901"
"22,497","22,497",1,1,1,0,0,"11347,57313","0,153639186"
"22,498","22,498",1,1,1,0,0,"11347,57313","-0,018935939"
"22,499","22,499",1,1,1,0,0,"11347,56777","-0,208632629"
"22,5","22,5",1,1,1,0,0,"11347,55704","-0,391820967"
"22,501","22,501",1,1,1,0,0,"11347,54542","-0,54578457"
"22,502","22,502",1,1,1,0,0,"11347,5329","-0,651752129"
"22,503","22,503",1,1,1,0,0,"11347,53022","-0,697154254"
"22,504","22,504",1,1,1,0,0,"11347,5338","-0,677046552"
"22,505","22,505",1,1,1,0,0,"11347,53827","-0,594549067"
"22,506","22,506",1,1,1,0,0,"11347,54184","-0,460483581"
"22,507","22,507",1,1,1,0,0,"11347,54363","-0,292068087"
"22,508","22,508",1,1,1,0,0,"11347,54363","-0,110479221"
"22,509","22,509",1,1,1,0,0,"11347,54899","0,061761183"
"22,51","22,51",1,1,1,0,0,"11347,56509","0,203418825"
"22,511","22,511",1,1,1,0,0,"11347,57582","0,29735541"
"22,512","22,512",1,1,1,0,0,"11347,57045","0,3325703"
"22,513","22,513",1,1,1,0,0,"11347,56241","0,305365808"
"22,514","22,514",1,1,1,0,0,"11347,55436","0,219732951"
"22,515","22,515",1,1,1,0,0,"11347,54631","0,086705536"
"22,516","22,516",1,1,1,0,0,"11347,53827","-0,076954314"
"22,517","22,517",1,1,1,0,0,"11347,53201","-0,250799991"
"22,518","22,518",1,1,1,0,0,"11347,53469","-0,413278937"
"22,519","22,519",1,1,1,0,0,"11347,54274","-0,544483326"
"22,52","22,52",1,1,1,0,0,"11347,55078","-0,628556311"
"22,521","22,521",1,1,1,0,0,"11347,55883","-0,655616596"
"22,522","22,522",1,1,1,0,0,"11347,56688","-0,622853599"
"22,523","22,523",1,1,1,0,0,"11347,57492","-0,534725413"
"22,524","22,524",1,1,1,0,0,"11347,58208","-0,40244516"
"22,525","22,525",1,1,1,0,0,"11347,5785","-0,242683794"
"22,526","22,526",1,1,1,0,0,"11347,56598","-0,07521817"
"22,527","22,527",1,1,1,0,0,"11347,54631","0,079299808"
"22,528","22,528",1,1,1,0,0,"11347,52664","0,201832745"
"22,529","22,529",1,1,1,0,0,"11347,52217","0,277417433"
"22,53","22,53",1,1,1,0,0,"11347,52575","0,296968129"
"22,531","22,531",1,1,1,0,0,"11347,5338","0,258188322"
"22,532","22,532",1,1,1,0,0,"11347,53201","0,166060887"
"22,533","22,533",1,1,1,0,0,"11347,52843","0,032272148"
"22,534","22,534",1,1,1,0,0,"11347,52933","-0,126405228"
"22,535","22,535",1,1,1,0,0,"11347,54989","-0,290324539"
"22,536","22,536",1,1,1,0,0,"11347,58476","-0,439248644"
"22,537","22,537",1,1,1,0,0,"11347,60622","-0,554808043"
"22,538","22,538",1,1,1,0,0,"11347,59102","-0,622754842"
"22,539","22,539",1,1,1,0,0,"11347,5481","-0,634810179"
"22,54","22,54",1,1,1,0,0,"11347,51502","-0,589659996"
"22,541","22,541",1,1,1,0,0,"11347,51591","-0,493012033"
"22,542","22,542",1,1,1,0,0,"11347,53558","-0,356981568"
"22,543","22,543",1,1,1,0,0,"11347,54363","-0,198647194"
"22,544","22,544",1,1,1,0,0,"11347,5338","-0,037777461"
"22,545","22,545",1,1,1,0,0,"11347,52396","0,105793998"
"22,546","22,546",1,1,1,0,0,"11347,53111","0,214437172"
"22,547","22,547",1,1,1,0,0,"11347,54721","0,274932887"
"22,548","22,548",1,1,1,0,0,"11347,5633","0,280118622"
"22,549","22,549",1,1,1,0,0,"11347,57492","0,229627397"
"22,55","22,55",1,1,1,0,0,"11347,57671","0,129957842"
"22,551","22,551",1,1,1,0,0,"11347,56866","-0,006233957"
"22,552","22,552",1,1,1,0,0,"11347,56062","-0,161879919"
"22,553","22,553",1,1,1,0,0,"11347,55525","-0,317562856"
"22,554","22,554",1,1,1,0,0,"11347,56062","-0,453962013"
"22,555","22,555",1,1,1,0,0,"11347,56866","-0,554370768"
"22,556","22,556",1,1,1,0,0,"11347,56509","-0,606603213"
"22,557","22,557",1,1,1,0,0,"11347,55257","-0,604555942"
"22,558","22,558",1,1,1,0,0,"11347,54005","-0,54894492"
"22,559","22,559",1,1,1,0,0,"11347,52843","-0,446976088"
"22,56","22,56",1,1,1,0,0,"11347,52754","-0,311576463"
"22,561","22,561",1,1,1,0,0,"11347,53469","-0,159904528"
"22,562","22,562",1,1,1,0,0,"11347,54631","-0,010858625"
"22,563","22,563",1,1,1,0,0,"11347,55704","0,117122056"
"22,564","22,564",1,1,1,0,0,"11347,56419","0,208463483"
"22,565","22,565",1,1,1,0,0,"11347,56598","0,252144467"
"22,566","22,566",1,1,1,0,0,"11347,56598","0,243042614"
"22,567","22,567",1,1,1,0,0,"11347,56598","0,182667784"
"22,568","22,568",1,1,1,0,0,"11347,56419","0,078779329"
"22,569","22,569",1,1,1,0,0,"11347,55436","-0,055601108"
"22,57","22,57",1,1,1,0,0,"11347,53827","-0,203706454"
"22,571","22,571",1,1,1,0,0,"11347,52217","-0,347128958"
"22,572","22,572",1,1,1,0,0,"11347,5177","-0,468176007"
"22,573","22,573",1,1,1,0,0,"11347,5338","-0,552046821"
"22,574","22,574",1,1,1,0,0,"11347,56509","-0,588598698"
"22,575","22,575",1,1,1,0,0,"11347,58476","-0,5736975"
"22,576","22,576",1,1,1,0,0,"11347,57671","-0,509489998"
"22,577","22,577",1,1,1,0,0,"11347,55347","-0,404101722"
"22,578","22,578",1,1,1,0,0,"11347,54184","-0,270818379"
"22,579","22,579",1,1,1,0,0,"11347,55704","-0,12634567"
"22,58","22,58",1,1,1,0,0,"11347,58386","0,011341381"
"22,581","22,581",1,1,1,0,0,"11347,59459","0,125283692"
"22,582","22,582",1,1,1,0,0,"11347,5785","0,20160662"
"22,583","22,583",1,1,1,0,0,"11347,54452","0,231217276"
"22,584","22,584",1,1,1,0,0,"11347,51591","0,21078039"
"22,585","22,585",1,1,1,0,0,"11347,50966","0,143235512"
"22,586","22,586",1,1,1,0,0,"11347,52575","0,037309523"
"22,587","22,587",1,1,1,0,0,"11347,55436","-0,093694357"
"22,588","22,588",1,1,1,0,0,"11347,57403","-0,233434327"
"22,589","22,589",1,1,1,0,0,"11347,57492","-0,364565253"
"22,59","22,59",1,1,1,0,0,"11347,56688","-0,470936447"
"22,591","22,591",1,1,1,0,0,"11347,55883","-0,539568625"
"22,592","22,592",1,1,1,0,0,"11347,55347","-0,562165193"
"22,593","22,593",1,1,1,0,0,"11347,56241","-0,53612709"
"22,594","22,594",1,1,1,0,0,"11347,57492","-0,464962013"
"22,595","22,595",1,1,1,0,0,"11347,5785","-0,35782624"
"22,596","22,596",1,1,1,0,0,"11347,56241","-0,228315983"
"22,597","22,597",1,1,1,0,0,"11347,52843","-0,092614647"
"22,598","22,598",1,1,1,0,0,"11347,50072","0,032455237"
"22,599","22,599",1,1,1,0,0,"11347,50787","0,131452167"
"22,6","22,6",1,1,1,0,0,"11347,53827","0,192329548"
"22,601","22,601",1,1,1,0,0,"11347,56509","0,20787647"
"22,602","22,602",1,1,1,0,0,"11347,57135","0,17646512"
"22,603","22,603",1,1,1,0,0,"11347,55615","0,102200042"
"22,604","22,604",1,1,1,0,0,"11347,54095","-0,00557078"
"22,605","22,605",1,1,1,0,0,"11347,54363","-0,133423237"
"22,606","22,606",1,1,1,0,0,"11347,55615","-0,265498552"
"22,607","22,607",1,1,1,0,0,"11347,56509","-0,385445766"
"22,608","22,608",1,1,1,0,0,"11347,55794","-0,478517078"
"22,609","22,609",1,1,1,0,0,"11347,54631","-0,53345453"
"22,61","22,61",1,1,1,0,0,"11347,5338","-0,543742776"
"22,611","22,611",1,1,1,0,0,"11347,53022","-0,50829608"
"22,612","22,612",1,1,1,0,0,"11347,53558","-0,431830212"
"22,613","22,613",1,1,1,0,0,"11347,54363","-0,324175842"
"22,614","22,614",1,1,1,0,0,"11347,55168","-0,198783651"
"22,615","22,615",1,1,1,0,0,"11347,55972","-0,071280417"
"22,616","22,616",1,1,1,0,0,"11347,56777","0,042507546"
"22,617","22,617",1,1,1,0,0,"11347,57582","0,128577687"
"22,618","22,618",1,1,1,0,0,"11347,58386","0,176564418"
"22,619","22,619",1,1,1,0,0,"11347,59012","0,180843361"
"22,62","22,62",1,1,1,0,0,"11347,58386","0,141157461"
"22,621","22,621",1,1,1,0,0,"11347,56777","0,062710494"
"22,622","22,622",1,1,1,0,0,"11347,55168","-0,044520753"
"22,623","22,623",1,1,1,0,0,"11347,54631","-0,167072155"
"22,624","22,624",1,1,1,0,0,"11347,54631","-0,289655402"
"22,625","22,625",1,1,1,0,0,"11347,54631","-0,397086628"
"22,626","22,626",1,1,1,0,0,"11347,53827","-0,476156026"
"22,627","22,627",1,1,1,0,0,"11347,52575","-0,51725924"
"22,628","22,628",1,1,1,0,0,"11347,5186","-0,515604056"
"22,629","22,629",1,1,1,0,0,"11347,52664","-0,471688733"
"22,63","22,63",1,1,1,0,0,"11347,54542","-0,391243473"
"22,631","22,631",1,1,1,0,0,"11347,56419","-0,284448918"
"22,632","22,632",1,1,1,0,0,"11347,56866","-0,164691694"
"22,633","22,633",1,1,1,0,0,"11347,56062","-0,046850038"
"22,634","22,634",1,1,1,0,0,"11347,55257","0,054588555"
"22,635","22,635",1,1,1,0,0,"11347,54542","0,127240214"
"22,636","22,636",1,1,1,0,0,"11347,55078","0,162440892"
"22,637","22,637",1,1,1,0,0,"11347,55794","0,156244831"
"22,638","22,638",1,1,1,0,0,"11347,55257","0,109727914"
"22,639","22,639",1,1,1,0,0,"11347,53648","0,028864387"
"22,64","22,64",1,1,1,0,0,"11347,52038","-0,076160054"
"22,641","22,641",1,1,1,0,0,"11347,51591","-0,19222524"
"22,642","22,642",1,1,1,0,0,"11347,53201","-0,304914601"
"22,643","22,643",1,1,1,0,0,"11347,55704","-0,4003058"
"22,644","22,644",1,1,1,0,0,"11347,5785","-0,466682948"
"22,645","22,645",1,1,1,0,0,"11347,58297","-0,49610544"
"22,646","22,646",1,1,1,0,0,"11347,57224","-0,485249534"
"22,647","22,647",1,1,1,0,0,"11347,55257","-0,435711183"
"22,648","22,648",1,1,1,0,0,"11347,53469","-0,353846587"
"22,649","22,649",1,1,1,0,0,"11347,53469","-0,249994509"
"22,65","22,65",1,1,1,0,0,"11347,55078","-0,137259066"
"22,651","22,651",1,1,1,0,0,"11347,57135","-0,029613208"
"22,652","22,652",1,1,1,0,0,"11347,57939","0,059745321"
"22,653","22,653",1,1,1,0,0,"11347,56688","0,119856419"
"22,654","22,654",1,1,1,0,0,"11347,53737","0,14347191"
"22,655","22,655",1,1,1,0,0,"11347,5177","0,128070246"
"22,656","22,656",1,1,1,0,0,"11347,52933","0,075863688"
"22,657","22,657",1,1,1,0,0,"11347,55883","-0,006499346"
"22,658","22,658",1,1,1,0,0,"11347,58297","-0,108665824"
"22,659","22,659",1,1,1,0,0,"11347,58744","-0,21779336"
"22,66","22,66",1,1,1,0,0,"11347,57939","-0,320243873"
"22,661","22,661",1,1,1,0,0,"11347,57135","-0,403375253"
"22,662","22,662",1,1,1,0,0,"11347,5633","-0,457085148"
"22,663","22,663",1,1,1,0,0,"11347,55525","-0,474919602"
"22,664","22,664",1,1,1,0,0,"11347,55347","-0,454903916"
"22,665","22,665",1,1,1,0,0,"11347,55347","-0,399777517"
"22,666","22,666",1,1,1,0,0,"11347,55347","-0,316598117"
"22,667","22,667",1,1,1,0,0,"11347,55078","-0,215820335"
"22,668","22,668",1,1,1,0,0,"11347,5329","-0,110036582"
"22,669","22,669",1,1,1,0,0,"11347,50876","-0,012496943"
"22,67","22,67",1,1,1,0,0,"11347,49803","0,063984562"
"22,671","22,671",1,1,1,0,0,"11347,51681","0,108631942"
"22,672","22,672",1,1,1,0,0,"11347,55704","0,116016315"
"22,673","22,673",1,1,1,0,0,"11347,59549","0,088490294"
"22,674","22,674",1,1,1,0,0,"11347,59906","0,033481489"
"22,675","22,675",1,1,1,0,0,"11347,56777","-0,04228632"
"22,676","22,676",1,1,1,0,0,"11347,5329","-0,133019071"
"22,677","22,677",1,1,1,0,0,"11347,52843","-0,229236763"
"22,678","22,678",1,1,1,0,0,"11347,55257","-0,318370834"
"22,679","22,679",1,1,1,0,0,"11347,58208","-0,388445929"
"22,68","22,68",1,1,1,0,0,"11347,58655","-0,43085441"
"22,681","22,681",1,1,1,0,0,"11347,56241","-0,441150218"
"22,682","22,682",1,1,1,0,0,"11347,53111","-0,418539457"
"22,683","22,683",1,1,1,0,0,"11347,51681","-0,365907885"
"22,684","22,684",1,1,1,0,0,"11347,52933","-0,28970439"
"22,685","22,685",1,1,1,0,0,"11347,55347","-0,199367683"
"22,686","22,686",1,1,1,0,0,"11347,57492","-0,10621964"
"22,687","22,687",1,1,1,0,0,"11347,57939","-0,022260491"
"22,688","22,688",1,1,1,0,0,"11347,57135","0,042041233"
"22,689","22,689",1,1,1,0,0,"11347,5633","0,080189677"
"22,69","22,69",1,1,1,0,0,"11347,55615","0,089036049"
"22,691","22,691",1,1,1,0,0,"11347,55883","0,067087803"
"22,692","22,692",1,1,1,0,0,"11347,56598","0,015745847"
"22,693","22,693",1,1,1,0,0,"11347,57045","-0,058868402"
"22,694","22,694",1,1,1,0,0,"11347,55972","-0,146833407"
"22,695","22,695",1,1,1,0,0,"11347,54005","-0,23685446"
"22,696","22,696",1,1,1,0,0,"11347,52128","-0,317970887"
"22,697","22,697",1,1,1,0,0,"11347,51681","-0,3805466"
"22,698","22,698",1,1,1,0,0,"11347,5329","-0,417240858"
"22,699","22,699",1,1,1,0,0,"11347,56062","-0,423915423"
"22,7","22,7",1,1,1,0,0,"11347,57313","-0,399867818"
"22,701","22,701",1,1,1,0,0,"11347,56419","-0,34791179"
"22,702","22,702",1,1,1,0,0,"11347,54452","-0,274683405"
"22,703","22,703",1,1,1,0,0,"11347,53648","-0,189782307"
"22,704","22,704",1,1,1,0,0,"11347,54899","-0,103934584"
"22,705","22,705",1,1,1,0,0,"11347,57313","-0,027423687"
"22,706","22,706",1,1,1,0,0,"11347,58476","0,030793888"
"22,707","22,707",1,1,1,0,0,"11347,57582","0,06382382"
"22,708","22,708",1,1,1,0,0,"11347,54452","0,067630182"
"22,709","22,709",1,1,1,0,0,"11347,51055","0,041717524"
"22,71","22,71",1,1,1,0,0,"11347,49714","-0,010361732"
"22,711","22,711",1,1,1,0,0,"11347,50876","-0,081474967"
"22,712","22,712",1,1,1,0,0,"11347,53827","-0,162625369"
"22,713","22,713",1,1,1,0,0,"11347,55883","-0,244294554"
"22,714","22,714",1,1,1,0,0,"11347,55883","-0,317120105"
"22,715","22,715",1,1,1,0,0,"11347,54095","-0,372334905"
"22,716","22,716",1,1,1,0,0,"11347,52575","-0,403005704"
"22,717","22,717",1,1,1,0,0,"11347,53827","-0,405390263"
"22,718","22,718",1,1,1,0,0,"11347,58208","-0,379124023"
"22,719","22,719",1,1,1,0,0,"11347,61963","-0,327217057"
"22,72","22,72",1,1,1,0,0,"11347,61426","-0,256297644"
"22,721","22,721",1,1,1,0,0,"11347,57045","-0,175748914"
"22,722","22,722",1,1,1,0,0,"11347,52396","-0,095958309"
"22,723","22,723",1,1,1,0,0,"11347,51144","-0,02676494"
"22,724","22,724",1,1,1,0,0,"11347,53737","0,023588315"
"22,725","22,725",1,1,1,0,0,"11347,56866","0,049337898"
"22,726","22,726",1,1,1,0,0,"11347,57224","0,047885892"
"22,727","22,727",1,1,1,0,0,"11347,54542","0,019984483"
"22,728","22,728",1,1,1,0,0,"11347,51502","-0,030930559"
"22,729","22,729",1,1,1,0,0,"11347,50787","-0,098972498"
"22,73","22,73",1,1,1,0,0,"11347,52933","-0,175830442"
"22,731","22,731",1,1,1,0,0,"11347,57135","-0,251813848"
"22,732","22,732",1,1,1,0,0,"11347,60264","-0,317199603"
"22,733","22,733",1,1,1,0,0,"11347,59996","-0,363917723"
"22,734","22,734",1,1,1,0,0,"11347,57224","-0,386737213"
"22,735","22,735",1,1,1,0,0,"11347,54452","-0,383436643"
"22,736","22,736",1,1,1,0,0,"11347,54899","-0,354559757"
"22,737","22,737",1,1,1,0,0,"11347,58208","-0,303447414"
"22,738","22,738",1,1,1,0,0,"11347,60174","-0,236339998"
"22,739","22,739",1,1,1,0,0,"11347,58208","-0,161703881"
"22,74","22,74",1,1,1,0,0,"11347,53827","-0,088911243"
"22,741","22,741",1,1,1,0,0,"11347,50161","-0,026962822"
"22,742","22,742",1,1,1,0,0,"11347,49803","0,016662623"
"22,743","22,743",1,1,1,0,0,"11347,52575","0,03691982"
"22,744","22,744",1,1,1,0,0,"11347,56598","0,031660264"
"22,745","22,745",1,1,1,0,0,"11347,59191","0,001568897"
"22,746","22,746",1,1,1,0,0,"11347,58476","-0,049806274"
"22,747","22,747",1,1,1,0,0,"11347,56151","-0,116142603"
"22,748","22,748",1,1,1,0,0,"11347,54899","-0,188914333"
"22,749","22,749",1,1,1,0,0,"11347,54899","-0,258890856"
"22,75","22,75",1,1,1,0,0,"11347,55615","-0,317670368"
"22,751","22,751",1,1,1,0,0,"11347,56419","-0,358452648"
"22,752","22,752",1,1,1,0,0,"11347,55972","-0,37644662"
"22,753","22,753",1,1,1,0,0,"11347,53827","-0,369425565"
"22,754","22,754",1,1,1,0,0,"11347,51413","-0,338177942"
"22,755","22,755",1,1,1,0,0,"11347,50161","-0,286560524"
"22,756","22,756",1,1,1,0,0,"11347,51234","-0,221170299"
"22,757","22,757",1,1,1,0,0,"11347,54184","-0,150322318"
"22,758","22,758",1,1,1,0,0,"11347,57313","-0,082731852"
"22,759","22,759",1,1,1,0,0,"11347,59012","-0,026519815"
"22,76","22,76",1,1,1,0,0,"11347,58655","0,011653923"
"22,761","22,761",1,1,1,0,0,"11347,58029","0,027203802"
"22,762","22,762",1,1,1,0,0,"11347,58029","0,018177675"
"22,763","22,763",1,1,1,0,0,"11347,58029","-0,014388706"
"22,764","22,764",1,1,1,0,0,"11347,57761","-0,066328589"
"22,765","22,765",1,1,1,0,0,"11347,5633","-0,130871879"
"22,766","22,766",1,1,1,0,0,"11347,54721","-0,199886523"
"22,767","22,767",1,1,1,0,0,"11347,53111","-0,265004318"
"22,768","22,768",1,1,1,0,0,"11347,52486","-0,318569392"
"22,769","22,769",1,1,1,0,0,"11347,52843","-0,354253128"
"22,77","22,77",1,1,1,0,0,"11347,53916","-0,367507413"
"22,771","22,771",1,1,1,0,0,"11347,55525","-0,356551185"
